,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0.447275157155447,0.128087724240965,0.0609413809082359,0,0,-0.0596097331655466,0,0,0,0,0,0,0,0,0.104174336551765,0,-0.0321449601063193,0,0,0,0,0.0743642456509814,0,0,0,0,0,0,0,0,0,0,0.0802865533266807,0,0,0,0,0.0244035607317366,0,0,0.35230003072703,0,0,-0.0321733373413559,0,0,0.0208585747351743,-0.102236807412423
X601318.CH.EQUITY,0,0,0,0,0,1.0842021724855e-19,0,0,0,-0.0112353371470817,0,0,0,0,0,0.169686136219888,0,3.46944695195361e-18,0,0.33477536979454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198261890559459,0,0,0.0495023512964639,0,0,0,0,0,0.00325685560653504,0,0,0,0,0,0,0,0.15736136847365
X601939.CH.EQUITY,0,0,0,0,0.665866356580233,0,0,0,0,0.006347072738609,0,0.306118543716205,0,-0.0368077311194024,0.0441988434848553,0.0245267654046166,0,0,0.0232575965008013,0,0,0,0,0.0277985275031002,0,0.0460438238360265,0.020939622755433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0592036192319878,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.159667509739917,0.108638122658654,0,0,0,0,0,0,0.319363946686059,0,0,0,0,0.140568041688501,0.0824949790875048,0,0,-0.0413067148490301,0,0,0,0.0221752650553365,0,0.0524136846476772,0.0941019432142784,0,0.143227321217544,0,0,0,0,0,0,0,0,0,0,0,0.136960786537265,0,0,0.00133636930857933,0
X601288.CH.EQUITY,0.173757973045065,0,0.810617344489561,0,0,0,0,-0.0831726028713616,0,0,0,0.0503207707374232,0,0,0,0,0.0239961865204181,0,0,0,0.00614091269530226,0,0,0,0,0,0,0,0,0.00910807658473671,0,0,0,0,0,0.0297592520700137,0,0,-0.0889143444069563,0,-0.148229419316136,0,0,0,0,0,0,0,0,0.0735295009829335,-0.00893477343721636,0
X600036.CH.EQUITY,0.230231508787404,0.0383348920692792,0.216992364993272,0,0,0,0,0,0,0,0,0,0,0,0,0.183103390826713,0,0,0.0291736462272513,0,0,0,0,0,0,0.240880320833615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212772676898471,0,0,0.0101033838582351,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.0740491984795727,0,0,-0.0270379505280796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602564471277292,0,-0.00736618786334944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028292209618684,0,0,0,0,0,0,0,0.930137123727496,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.261301859630804,0,0,0,0.0915116654285896,0,0,0,0,0,0,0,0.236676173113812,0,0,0,0.086054219979645,0,0,0,-0.0464496534307747,0.0935132947303901,0,0,0,0,0,0.0370049398633502,0,0,0,0,0,0,0.113284937254187,0,0,0.0381784914990095,0,0,0,-0.0396107069014681,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0759372008088965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295680854145736,0.0648345686346542,0,0,0,0,0,-0.252983788326617,0,0,0,0,0,0,0.0697215468857262,0.341191039234598,0.104197321092997,0,0,0.0589339919825322,0,0,0,0
X388.HK.EQUITY,0,0.0294213733676811,0,0.147946767466107,0,0,0,0.133931731353465,0,0,0,0,0,0,0,0,0,0,0,0,0.0820140885604506,0.395018261796376,0.138619055769762,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263067851429737,0.120423141065416,0.134173156550921,0,-0.185716447722306,0,0,0,0,0,0,0,0,0,0,0.068144133255612
