,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.129861572900775,0,0.0559305884019784,0,0,0,0,0,0,0,0.364294453200499,0,0,0,-0.0343367909000987,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0465557907727997,0,0,0,0,0,0,0.249653819878829,0,0,0,0,0,0.0726021571816999,0,0,0,0.0128423027915767,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.112384657048505,0,0,0,0.00140128761979491,-0.176399245516877,0,0.0931261730853916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230403605174746,0,0,0,0,0,0,-0.254203247682005,0,0.448081286209129,0.0493989003328802,0.130399206241509,0,0,0,0,0.187094491479391,0,0,0
X601939.CH.EQUITY,0.221143317366124,0,0,0.255969267027258,0,0.148199660478095,0,-0.0489839322086485,-0.0289571510798516,0,0,0,0,0,0.032028252359192,0,0,0,0,0,-0.00975670363368156,0.0635212667031051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487388895810063,-0.0956241038176952,0,0,0.0178341096479624,0,-0.0385459760148395,0,0,0.0344983461029133,0,0,0
X601288.CH.EQUITY,0.413224905653941,0,0.194871761970907,0,0,0.154093933378877,0,0,0.0263579219410121,0,0,0,0,0.0413882417283654,0,-0.118174470043439,0.0482507841515251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0203017821170837,0,0,0.0386879706106893,0,0,0,0.156267966870682,0,0,0,0,0,0,0,0,0,0.178637233424604,0,0
X5.HK.EQUITY,0,-0.0538806289998886,-1.73472347597681e-18,0.222496876066345,0,0.0452321322849332,0,-0.214151008247518,0,0,0,0.0675918919983486,0.0413007162924399,0,0,0,0,0,0,0.679323729703588,0,0,0,0,0.169356306623582,0,0,-0.060419592569189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217539358968133,0,0,-0.0832792635991875,0,0
X601988.CH.EQUITY,0.140605304883087,0,0.125696944868466,0.149456583956242,0,0,0,0,0.100414506588304,0,0.102032001699019,0,0,-0.241901487659197,0,0,0,0,0,0,0,0,0.0697325366982056,0.250562294243502,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.113203472177493,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0247977088116888,0,0,0.00733968747701285,0,0,0.107200128939325,0,0,0,0,0.0504328797925276,0,0.296962628484426,0.232142900723429,0,0,0,0.110645144573065,0,0,0,0,0,0,0,0,0,0,0.0586430977417155,0,0,0,0,0,0,0,0,0,0,0,0.0406545693713064,0,0,0,0,0.0859249204289315,0,0,0,-0.0446901297768804
X1299.HK.EQUITY,0,0,0,0,0,-0.00308315349923121,0.0103221064609134,0,0,0,0.209829638516089,0,0,0,-0.141524632260819,0,0,0,0.335582456878525,0.239005167607567,0,0,0.0201970444108733,0,0,0,0,0.15307755788136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0607788603158149,0,0.121177176123062,0,0,0,0,0
X601628.CH.EQUITY,0.285258695925449,0.281034973566411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00823424350373413,0,0,0,0,0,0,0,0,0,0.0477032966930778,3.73072197921483e-05,0,0,0,0,0,0,0.0999975785694635,-0.0408080523755885,0,0,0,0,0,0,0,0,0,0.0514771094531481,0,-0.187626249057278,0,0,0.222198226269687
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0335349872215881,0,0,0,0.46257681920532,0,0,0,0,0,0,0,0,0.241861617503244,0,0,0,0,0,0,0,0,0,0,0,0,0.0312536678488156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190209053558848,0,0.0126175224772705,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0349486761763724,0,-3.46944695195361e-18,0.0462937506961915,0,0,0,0,0,0,0.274166120668449,0,0,0,0,0,0,0,0,0.170257628284876,-0.113572470624456,0.129213052838694,0.169155926907714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424489749971343,0,0.156745230204272,0,0,0,0,0,0,-0.0405291008308795,0
X600000.CH.EQUITY,0,0.0798102123004977,0,0,0,0.0822235126885888,0.206010928938108,-0.0655630653216913,0,0,0,0.27999131287912,0,0,0.0910901016972716,-0.0679501683885787,0,0,0,0,0,0,0,0,0,0,0,0,0.232325767189101,0.00998496001347866,0,0,0,0.0216132721863964,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466235479502452,0.175697054157309,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,-0.115563526944909,0,0,0,0,0,0,0,0,0,0.026994827098979,0,0,0.31853718381295,0,0.0647430559435502,0,0,0,0,0.00557154219949975,0.0283325570268053,0,0,0.383303292169954,0,0,0,0,0,0.171491059267599,0,0,0,0,0,0.00824613499797013,0,0,0,0.106229654980617,0,0,0.0676910453153596,0,0,0
