,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.0503616579227577,0,0.0761226721995766,0.128661783043034,0,0.360576171160529,0,0,0,0,0.00138357083701786,0.10094116547342,0,0,0,0,0,0,0,0,0,0.0846036722625315,0,0.0130572645658808,0,0,0.152468708250153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.147594769430369,0,0,0,0,0,0,0,0.274407783349186,0,0,6.93889390390723e-18,0,0,0.0614105061933746,0.204640166207581,0,0,0.155404593328906,0,0,0,0,-1.38777878078145e-17,0,0,0.0421909734889762,0,0,0.0467462919354821,-0.114065825119033,0,0,0,0,0,0.0996854962928552,0.119285010397579,0,0,0,0,0,3.46944695195361e-18,0,0,0.0136775294618538,0,0,0.00687983151486815,0,-0.0415086443384295
X601939.CH.EQUITY,0.309834043579172,0,0,0,0,0,0,0,0,0,0,0,0.262355126382679,0,0,0,0,0.0114175564706903,0,0,0,0,0,0,0,0,-0.0324439273332859,0,0,0,0,0,0,0,0,0,0.220897648298147,0,0.0921693463159444,0,0,0,0,0.0995544678844035,0,0,0.046349695901766,0,0,0,0,0
X601288.CH.EQUITY,0.347215424723776,0,0.0266438397753999,0,0,0.489683876813665,0,0,0,0,0.00734211115073071,0,0,0,0.0358184529365615,0,0,0,-0.0256613484390468,0,0.00927926388486091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10104734602993,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.218261740359889,0,0,0,0,0,0.29231930634484,0,0,0,0,0,0,0,0.0058788855997256,0.66119900121031,0,0,0,0.0700662306646181,0,0,0,0,0,0,0.0966212459627468,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.219798525389276,0,0,0,0,0,0,0,0,-0.01083120839001
X601988.CH.EQUITY,0,0.0769526899746422,0,0,0,0,0,0,0.151658445275741,0,0,0,0.18117415014424,0,0,0,0,0,0,0.119099098491276,0.133254168752991,0,0,0.268965667204977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.219062230399916,0,0,0.258950121740405,1.38777878078145e-17,0,0.0304879240627079,0,0.180961239726792,0,0,0,0,0,0,0,0,0,0,0.00369118670966692,0,0,0.0934232452664145,0,0,0.103964689828474,0,0,0,0,0,0,0,0.0495161736160653,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.063815475195204,0,0,0,0.437547110816409,0,0,0,0,0,0.167142204862149,0.132255967871431,0,0,0,0,0,0,0.288673496467077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0
X601628.CH.EQUITY,0.385834855929983,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117588430239335,0.0964185746492386,0,0,0,0.13536720145776,-0.0201191706524586,0,0,0.0482776166378419,0,0.232065278575381,0,0,0,0,0.118234627364247,-0.0128925804174806,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.44031189688702,0,0,0,0,0,0,0.228952052207098,0,0,0,0,0,0,0,0,0,0,0,0,-0.00452863670539021,0,0,0,0.140168405008557,0,-0.0949220792412194,0,0.332465225785454,0,0,0,0,-0.0271407218813652,0,0.861797121587362,0,0,0,0,0,0.298304656975081,0,-0.235342885072997,0,0
