,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.163346448248278,0.0728006660081831,0.0463358788197886,-0.00300882123046678,0,0.35460668872678,0,0,0,0.0765068206953358,0,0,0.0258842556603454,0,0,0,0,0,0,0,0,0,0,0.0747519039561686,0.0740309762571725,0,0,0,0,0,0,0,0,0,0,0.104222477358066,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0100699991055319,0,0,0,0.158279363106683,0,0,0.0124998234721224,0.108762190956241,0,0,0.0307084631637237,0,0.0468385718870122,0,0.145416415714975,0,0,0,0,0,0,0,0,0.0930269716396814,0,0.0922741915132695,0,0,0,0,0,0,0.103255447280986,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0670875899803139
X601939.CH.EQUITY,0,0,0,0.194087712747902,0,0,-0.0576276284856682,0,0,0,-0.0196701726000387,0.148079650234399,0,0,0,0,0,0,0.137278780403214,0,0.0211937559575867,-0.11633021352274,0,0,0.122488752133443,0.580622536375548,0,0,0.0533225859678329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0174144230291529,0
X601288.CH.EQUITY,0,0,0.120290943667089,0,0,0.0514466617631941,0,0.492128654779603,0,0,0,0.0242723962855922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118501692182482,0,0,0,0,0.00339777816953573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0703391948325985,0,0,-0.0635183173890576,-0.0236018605718129
X600036.CH.EQUITY,0,0.0268644244939475,0,0,0,0,0.235469004058466,0.0231256334346842,0,0,0,0,0.255512519109619,0,0.172792364297983,0,0,0,0,0,0,0,0,0,0,0.170576775375748,0.254570237424489,0,0,0.0323730828673581,0,0,0,0,0,0,0,0,0.0889737148585511,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0.106057122868429,0,0,0,0,0,0,0,0,0,0,-0.188641009596594,0,0,0,0.0364779977543202,0,0,0.0329930868666917,0,0,0,0,-0.0169330939838785,0,0,0,0,0,0,0.0438574194950587,0.633003642374197,0,0,0,0,0,0,0,0,0,0,0,0,0.0657182519540596,0,0,0,0.209312317349447
X1299.HK.EQUITY,0,0,-0.0745504215084918,0,0.0643703921516602,0,0,0,0,0,0.164800317629057,0,0,0,0,0,0,0,0,0,0.179879449006784,0,0.171211578752953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105914665637596,0,0.0735042834558074,0,0.0784853917677761,0.132093993594391,0,0.0883851203091949,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.632400036392613,0.229470962243094,0,0,0,0,0,0.0247648927439392,0,0.0967862671269788,0,0,0,0.0835400684308726,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041186286056271,0,0,0,0,0,0,0,0,0,0.0885648768962648,0,0,-0.00101956279209978,0,0,0,0,0,0,0.036665165974698,0
X5.HK.EQUITY,0,0,0,0,0,0.00929391940522789,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134085882868543,0,0,0.174257383429058,0.0841706885070377,0,0,0,0,0.0155472031538416,0,0,0,0,0,0,0,0,0,0.339361647163558,0,0,0,0,0.162995427122344,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0165619214468724,0,0.220386457139924,0,-0.0284992438210838,0,0,0,0,0.0765730823324613,0.09919175978755,0,0.0605340346904283,0,0,0,0,0,0,0,0,0,0,0,0.14107206060997,0.314792274436039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0137299310763421
