,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.088642726283475,0,0.415657768008845,0,0,0.0463206220422018,0,0.240234467829051,0,0,0.147169573912824,0,0,0,0,0,0.0265321525803805,0,0.00820578508865973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599652862638783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.393349361275426,0,0,0.121584724286804,0,0,0,-0.0675709552652312,0,0.0180241271025784,0,0,0.400779721126651,-0.0409346000008159,0,0,0,0,0,0,0,0,0,0,0,-0.0978260970820075,0,0,0,0,0,0,0.12949920722691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00523476728169678,0.0205423025704357
X601318.CH.EQUITY,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0572506967390598,0.368567672604103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780533490379365,0,0,0.134056248603541,0,0,0,0,0,0.215011164173467,0,0,0,0,0,0
X601288.CH.EQUITY,0.453217724291479,0.00055856769350167,0,0,0.405400646763486,0,0,0,0,-0.0200978341860741,0.0435366220979988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404389904963671,0,-0.0522060721493193,0,0,0,0,0,0,0,0.0673829873287646,0,0,0,0,0,0,0,0,0,0,-0.0283946646171875
X601988.CH.EQUITY,0,0,0,0.279248614282819,0,0,0,0,0,0.00144933887740546,0,0,0,0,0,0,0,0.136287957980062,0.135513845921043,0,0,0,0,0,0,0,0,0,0.00149604549886652,0.0667726377909751,0,0,0,0.0119018909839824,0,0,0.047242042660248,0,0,0,0,0,0,0.165942161504036,0,0,0.147638479833858,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.054880243177349,0,0,0,0.139011210132886,0.241271806181142,0,0,0,0,0,0.617047641420192,0,0,0.0374504677722752,0,0,0.38133918093052,-0.450537788496269,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,-0.0903831096590767,0.109008564487999,0,0,0,0,0,0,0,0,0,-0.0994471441817462,-0.0314103755084118
X600036.CH.EQUITY,0,0,0.00515496044359243,0,0,0,0,0,0,0,0,0.471261234238917,0,0,0,0,0,0,0,0,0,0,0,0.043899980484173,0,0.12776427676939,0,0,0.0293530175808135,0,0,0,0,0,0.106362042180613,0,0,0,0,0,0,0.0534464334689297,0,0,0,0,0,0,0,0.219906843290349,0,0.0253984197346406
X1299.HK.EQUITY,0.00085746664448684,0,0,0,0,0,0.104324676995086,0,0,0,0,0,0,0,0.107449164373743,0,0,0,0,0,0.228734181404724,0,0,0.0995801875271942,0,0,0,0.103625940016181,0,0,0,0,0,0,0,0,0.17902925402655,0,0,0,0.185028096832194,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0342274595464852,0,0,0,0,0,0.166089966300371,0,0,0,0.219617476886185,0.291103821634729,0,0,0,0,0,0,0,0,0,0,0,0,0.056675751238361,0,0,0,0,0.0718387201524304,0,0,0,0,0,6.93889390390723e-18,0,0,0,-0.0299280940274668,0
X601658.CH.Equity,0,0,0,0,0.347976414014526,0,0,0,0,0,0,0,0,0,-0.101960483079465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.831013918599396,0,0,0,0,0,0,0,0,0,0,-0.388429477858157,0,0,0,0,0,0.304681685888889,0,0,0,0,-0.120454692850375
X601328.CH.EQUITY,0,0,0,0.284830083145184,0,0,0,0,0,0,0,0,0.251028687501771,0,0,0,0,0,0.344551837566581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0899240795685372,0,0.0473252138592644,0,0,0.00917060698028398,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.00528805626019621,0,0.0651925435646774,0,0,0.161232719761479,0,0,0,1.0842021724855e-19,0,0.0708962922327054,0,0,-0.0151561948818284,0,0.00245574091706395,0,0,0,0,0,0,0,0,0,0,0,0,0.319134728514159,0,0,0,0,0,0,0,0.0751946230824937,0,0,0,0,0,0,0.245790746793918,0,0,0,0.0945244181553813,0,0
X600000.CH.EQUITY,0,0,0,0.0185098676365903,0,0,0,0,6.93889390390723e-18,0,0.385238204204782,0,0,0,0,0,0,0,0.197674226975359,0,0,0,0.152198364740353,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0.118389355934531,0,0,0,0,0.118836364322799,6.93889390390723e-18,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0.108975867887871,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,-0.127627309595157,0,0,0,0,0.521946861260805,0,0,0,0.160956055170694,0,0,0.126813778036741,0.185904983798481,0,0,0,0,0,0,-0.0518205157654546,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.210525983598517,0,0,0,0,0.325843333960718,0,0,0.0212295703628258,0,0,0.022693413620766,0,0,0.0999267880536242,0.133097998504053,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100009355076888,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385353239836727,0,0,0,0,0,0,0,0,0.207034072870983,0,0.119147477413853,0,0,0,0,0,0,0,0.0314748066324742,0.0263512008590548,0.0469995295805275,0.230690490134439,0,0,0.216005251038717,0.0177800807275879,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0.11499350415983,0,0,0,0,0,0,0.253660386967419,0,0.0794253171765338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0815780012931425,0,-0.0815481651321394,0,0.147360941365934,0,0.256898420814903,0,0.157426652070546,0,0,0,0,0,0,0,0,0,0,0
