,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X2882.TT.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.343869864265971,0,0.329545681870241,0,2.77555756156289e-17,0,0,0,0,0.0397778524018677,0,0,0,0,0,0,0,0,0,0,0.019028614632402,0,-0.0564358238241765,0,0,0,0,0,0,0.0272749904805704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290726196015598,0.109858427288221,0,-0.127028620566572,0
X601939.CH.EQUITY,0.440353523189308,0,0,0.204330644645436,0,0,-0.158074133225516,0,0,0.0286064600276976,0,0,0.238881641689241,0,-0.0416096423320669,0,0,0,0,0,0,0,0,0,-0.0267688921602348,0,0,0,-0.0188999358260129,-0.0467789152219912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183234632122826,0,0,0,0.0442676447476106,0
X601318.CH.EQUITY,0,0,0,0,0.216560219164112,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0260379833465732,0,0,0,0,0,0,0.181026728844359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258984482202177,0,0,0,0,0.218496813950043,-1.73472347597681e-18,0,0,0,0,0,0.111099338710473,0,0
X601288.CH.EQUITY,0.500235459286442,0,0,0,0.198603935449248,0,0,0,0,0,0,0,0.0747675086885297,0,0,0,0,0,0,0.0129551793598137,0.118440720681701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507711377926834,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,3.46944695195361e-18,0,0.38109131848147,0,0,0,0,0,0.264981120418478,0,0,0,0,0,0.356544840142638,0.0873667439520516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.368412231937812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.278494604681567,0,0,0,0,0.0920710277727375,0,0,0,0,0,0,0.010191827754605,0,0,0,0,0,0.043362424825382,0.185151313125279,0,0,0.0916187640837307,0,0,0,0.0159817134354425,0,0,0,0.172707131539466,0,0,0,0,0,0.105441957379379,0.0157016292457397,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0848596669556389,0,0,0.0588440188919697,0.12270948338778,0,0,0,0,0,0,0,0,0,0.0246768468058101,0,0,0,0.147116272288744,0,0,0,0,0,0,0,0,0.219904045680695,0,0,0,0,0,0,0.0922910380654789,0,0,0,0,0.117246980810865,0,0,0,0
X5.HK.EQUITY,0,-0.0538843648415677,0,-0.123543150834691,0,0,0,0,0,0,0,0,0,0,-0.00818443352783922,0,0,0,0,0,0,0,-0.591090538917846,1.04022866861013,0,0,-1.38777878078145e-17,0,0.499379015624052,0,0,0,0,0,0,0,0,0,0.420883463172096,0,0,0,0,-0.103916910965511,0,0,0,0,0,0,-0.0724744630866249,0
X601628.CH.EQUITY,0.0255316307999928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164052348025965,0,0,0,0,0,0,0,0,0,0.145101686337809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100485276248584,0.179937245800235,0,0,0.0671129132535472,0.065931790812079,0,0.0560451792412773,0,-0.100835253780165,0.0227572300704658
X601658.CH.Equity,0,0,0,0.0418653500967206,0.197324497870542,0,0,0,0,0,0,0,0.26260693145641,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0876408546907508,0.17344337226153,0,0,0,0,0,0,0,0,0,0,0.0447323408514068,0,0,0,0,0,0,0,0.352156233396584,0,0,0,0,0
