,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.14702124762587,0,0,0,0,0,-0.107356742713951,0,0,0,0,0,0,0,0,0,0,-0.0834297490186757,0,0,0.426267417014806,-0.125305146780094,0,0,0,0,0.472176586958038,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296334947471687,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0364312012965048,-0.0214195631918058,0,0,0,0,0,0.247803844413357,0,0,-1.73472347597681e-18,0.503822632089989,0,0.0184843467384115,-0.0110176066680326,0,0,0,0.01593779358562,0,0,0,0.0528098192676109,0,0,0,0.118293725923094,0,0.054590686396615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152146399901285
X601939.CH.EQUITY,0,0.0306258631327901,0,0.764679524474054,0,0,0,0,0,0.0219389639594268,0.103911565617693,0,0,0,0,0.0872366285352132,0,0,0,0,0,0,0,0,0,0,0,0.063892097002055,0,0,0,0,0,0,0.0153572686283396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00614656616732585
X601288.CH.EQUITY,0,0,0.915777257840186,0,0,0,0,-0.00611314603915105,0,0,0,0,0,0,0,0,0.00616219252068486,0,0,0,0.0888979651836482,0,0,0,0,0.0464415544394876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.152288911769439,0,0,0,0.0235510189868591,0,0,0,0,0,-0.0173079366329506
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0966278237418327,0.254071048212439,0,0.292690251942765,0,0,0,0,0,0,0.249389168813994,0,0,0,0,0,0,0,0,-0.0667689153044002,0,0,0,0,0,0,0.339295294322401,0,0,0,0,0,0,0,0,0,0,0.109663528742786,0,0,0,0,0.0469066994107275,0.0490654637430342
X600036.CH.EQUITY,0,0,0,0.343425275076324,0,0,0,0,0,0,0.0124451013619793,0,0,0,0,0,0,0.177825558708415,0,0,0,0,0,0,0,0.195031252443595,0,0.0264240230478569,0,0,0,0,0,0,0,0,0.0675920524259843,0,0,0,0,0,0,0,0.0741381119122368,0,0,0,0,0.00383135083537333,0,-0.0115534341291426
X601988.CH.EQUITY,0,0,0,0.0691100524802634,-2.16840434497101e-19,0,0,0,-0.0269827032884388,-0.0730444167777569,0,0,0,0,0,0,0,0,0,0,0.00120397538034727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131721658303308,-0.0627081288121003,0,0.989871475329517,0,0,0
X1299.HK.EQUITY,0,0.0808907857313847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00912880790062204,0,0,0,0,0,0.351566213318744,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068720158433266,0.0758680134116376,0,0,0,0,0.17780456449614,0,0,0,0,0.132116670109479,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0627922001078188,0,0,0,0,0,0,0,0,0.030176175428381,0.535874506137293,0,-0.109718712947878,0,0,0,0,0,0.0554147565330955,0,0,0,0.139381982866519,0,0,0.174502979269613,0.19944198463115,0.281455504790141,0,0,0,0.322761860808213,0.0842565471490838,-0.109473496110014
X388.HK.EQUITY,0,0,0,0,0.231306347617883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126773061670549,0,0.252309491561546,0,0.134702206602536,0,0,0,0,0,0,0,0,0,0,0,0.124876518801305,0,0,0,0,-0.0175167462129289,0,0,0,0,0,4.33680868994202e-19,0,-0.204431538801479,0.0272555940246626,0.23418232399759
