,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X002736.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.433986366447521,0,0,0,0,0,0.0973800919133469,0,0,0,0.178429545701339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0711973781160749,0,0,0,0.243634621502942,0,0,0,0,0,0,0,0,0,-0.053475065832655,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.0465421566361759,0,0,0,0.0620806195955616,0,0,0,0,0.160549207843071,0.0727324803607102,0.104991703724765,0,0.00889762025359371,0,0,0,0,0.101473067854883,0,0.0743670279202261,0,0,0,0,0,0,0,0.266105720494518,0,0,0,0.129708284111875,0,0.0345350532294686,0,0.109328743492691,0,-0.017236889737149,0,0,0,0,0
X601939.CH.EQUITY,0.303051203738269,0,0,0,0,0,0,0,0,0.0550118709251509,0,0,0,0,0,0,-0.18150383456194,0,0,0.164992375930042,0,0,0.247484115120915,0,0,0,-0.274840640546794,0,0,0,0,0,0,0,-0.111950395166301,0,0,0,0,0.00810938200439967,0.49973159622255,0,0,-0.0345032385720711,0,0.0513266663801743,0,0,0,0,0.16493959427571
X601288.CH.EQUITY,0,0,0,0,0,0,-0.0519635305034793,0,0.153730587235043,0,0.259762833642587,0,0.0215036025642141,0,0.348607929891253,-0.103910224978164,0,0,0,0,-0.0726911834379128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.145541587116951,0.395609070720382,0,0,0,3.46944695195361e-18,0,0,0,0.170936831449633,0,0,0,0,0,0,0,0.0897783105269097,0,0,0.0351294171883421,0.0436610008103922,-0.13809477340591,0,0,0,0,0,0,0,0,0.0535364311636314,0,0,0.131042251496412,0,0,0,0,0,-0.186028917908848,0,0,0.123725767137895,0,0
X601988.CH.EQUITY,0,0,0,0,0.274728571381954,0,0.00301161613705752,0,0.2590233507848,0,0,0,0,0,0.156017277127069,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0968806660069956,0,0,0,0,0,-0.120131555641789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00352896388842941,-0.11728143353385,0
X1299.HK.EQUITY,0,0,0,0,0.161087737692045,0,0,0,0,0,0,0,0,0.0147020376461364,0,-1.0842021724855e-19,0,0.185046868935905,0,0,0,0,0,0,0,0.0673481764063042,0,0.0216133730941823,0,0.113196008939438,6.93889390390723e-18,0,0.127206252210283,0,0,0,0.386371492537718,0,0,0,0,0,0,5.42101086242752e-20,-0.216718018413531,0,0,0,0,0,-0.0441497557665748
X600036.CH.EQUITY,0,0,0,0,0,0,-0.127037386836838,0,0,0.468924702984595,0,0,0.0848087937526472,0,0,0.0112479084409643,0.160950216197214,0,0,0,0.327621332578226,0,0,0,0,0,0,0,0.158667203036053,0,0,0,-0.160749290573459,0,0,0,0,-0.148105648616894,-0.0474545741928895,-0.0399698047597528,0,0,0,0.00863656997298642,0.194507995650809,-0.00977623025241391,0,0,0,0,0
X601628.CH.EQUITY,0,0.109675927475805,0.0100679559208837,0.0497678954465564,0,0,0,0,0,0,0,0,0,0,0,-0.0495399532581281,0.179445903541276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134930585260738,0.215819458535493,0,0,0,0,0,0.243502358017798,0,0.0774928545500767,0.13564167106252,0,0,0,0,0,-0.0631528986293225
X601328.CH.EQUITY,0,0,0,0,0,0,0,0.675226667157695,0,0,0,0,0,0,0,0,0,0,0,0,0.166530457003078,0,0,0,0,0,0.0729616755255056,0,0,0,0,0,0,0,-0.0114067387537772,0,0,0,-0.00494031286468485,0,0,0.0315212091302093,0,0,0,-0.172950815844494,0,0,0,-0.0733974172352995,0
X601166.CH.EQUITY,0.147347748227752,0,0,0.225672906431171,0,0,0,0.0839118190829152,0.0399196022626045,0,0,0,0,0.261717811565335,0.000488734566095887,0,0,0,0.029213771636216,0,0,0,0,0,0.00982791905073123,0,0,-0.0140751420706748,0,0,0,0,0,0.170505506005012,0,0,0,0,-0.150522766680971,0,0,0,0,0,0,-0.00880615262577203,0,0,0,0,3.46944695195361e-18
X601319.CH.EQUITY,0,0,-0.00351886257893972,0,0,0,0,0,0,0,0,0,0,0,-0.0726509045333414,0,0,0,-0.113884891796277,0,0,0,0,0,0,0,-0.072340504021225,0,0,0,0,0,0,0,0,0.461760453319189,0,0,0,0,0,0,0.297127581927736,0,0,0.238223880690831,0,0,-0.0939738277070998,0.0143628783900478,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0499138262247494,0,0,0,0,0,0.184510569599189,-0.308813172563584,0,0,0.0359479272149267,0,0,0,0,0,0,0,0,0,0.365121993265998,0.154681537031041,0,-0.0956915982413695,0.110598810953056,0,0,0.530808880849026,0,0,0,0,0,0,0,0,0,0,0,-0.088127062786341,0,-0.052538952064533
