,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X000776.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.479969819399407,0,0,-1.0842021724855e-19,0,0,0,-0.00517639369023311,0,0,0,0,0,0.0133743085851132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0153227066203893,0,0,0,0,0,0.240481525497906,0,0,0,0,0,0,0,0,0,0,0.0147180529577646,0.231657029252734,0.0258876894546215,0
X601318.CH.EQUITY,0,0,0,0,0.0479074809053705,-1.73472347597681e-18,0,0.0144313708040432,0.139522585844239,0,0.0542103951231554,0,0,0.086666935094818,0,0,0,1.73472347597681e-18,0.209864601296156,0.203912203737233,0,0.0702607629637282,0,0,0,0,0.0984636152558178,0,0,0,0,0,0,0,0,0,0.0141239543736775,1.73472347597681e-18,0,0,0,0,0,0,0.0577532076464339,0,0,0,0,0,0,0.093189324234409
X601939.CH.EQUITY,0,0,0,0.288126926763098,-0.0781545106523121,0,0.0203803410485657,0,0,0,0,0,0,0,0,0.00378079718547725,0,0,0,0,0,-0.250618415908041,0.738723161061214,0.010500847879399,0,0,0.0229888628792451,0,-0.1078319291316,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.146245235196621,0,0,0,0,0,0,0,-0.128131897374505,-0.00382255916699588
X601288.CH.EQUITY,0.220694121015497,0,0.00794096513969297,0,0,0,0.359878362517072,-0.129122284227425,0,0,0,0,0,0,0,0.0580719044801711,0,0.00101462764936073,0,0,0,0,0.0210658539327366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195870043471315,0,0,0,0,0,-0.14075616691441,0
X600036.CH.EQUITY,0,0.190603733697233,0,0,0,0.0717984471771293,0.0936798358850932,0,0,0,0,0,0,0.216091850923366,0,0,0,0,0,0,0,0,0,0,0.0303358941248253,0.336641486590541,0,0,0,0,0,0.0927885417535134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00190018571213616
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0250205894591932,0,0,0,0,0,0,0,0.139145034019275,0,0,0,0.067694708075488,0,0,0,-0.0650795183740066,0,0,0,0.0448747945320797,0,0,0.248935780775881,0,0.068147041094466,0,0,0.501800531386797,0,0,-0.0213701558082487,0,0.0612189170086688,0,0,0,0,0,0,0,0,0.109058543330295
X601988.CH.EQUITY,0.0537743339764802,0,0.032394013136006,0.178006365214423,0.362196111318296,0,0,0,0,0,0,0,0,0,0,0.177181440135006,0,0,-1.38777878078145e-17,0,0,0,0,0,-0.00667459949929952,0,0.0749445399801199,0,0,0,0,0,-0.122056851295735,0,0,0,0.263271515997007,0,0,0,0,0,0,-0.0753362901732521,0,0,0,0,0,0,0.0244318070735269,0
X1299.HK.EQUITY,0,0,-0.0421209267967963,-0.0329510104704577,0,0,-0.000250279781650127,0,0,0.118893336555533,0,0,0,-0.168450038163531,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219795871366935,0.0306054443278572,0,0,0,0,0,0,0,0,0,0,0.142882974146182,0.14562362699053,0.0315470776062115,0,0.0710899090969147,0.0607332234997198,0,0.180790261888178,0,0.132671155012002,0,0,0
X5.HK.EQUITY,0,0,0,0.0104643533452901,0,0,0.0156169291428626,0,0,0,0,0,0,0.0531306809653235,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146578056301014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272124532367237,0.46819662324173,0,0,0.170912095139758,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.14961045804986,0,0,0,0,0,0,0,0,0,0,0,0,-0.0283962017242767,0.492147369465128,0,0,0,0,0,0,0.155900014267535,0,0,0.124179415536483,0.176775530853915,0,0,0,0.0271669361086987,0,0,0,0,0.0782027707826889,0.0359803703403158,0,-0.0248658464812169,-0.173125503121127,0.0757130877471003,0,0,0,0,0
