,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.221901037588519,0,0,0,0,0.384146610062975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265334326059338,0,0,0,0,0.0179343669036587,0,0,0.089772041581562,0,0.0659371905247426,0,0,0,0,0,0,0,0,0.0131859766552906,-0.00786760679527239,0,0,0,-0.098382211127193,0,0,0
X601318.CH.EQUITY,0,0,0.0284425933179624,0,0,0,0,0,0.207514160550213,0,-1.73472347597681e-18,0,0.19336746127981,0,0.098003801750312,0,0.0830751528715677,0,0,0,0,0.135173764123249,0,0,0,0,0,0.174151183305468,0,0.181514782109352,-0.0307061580733827,0.0561192761513369,0,0,0,0,0,0,0.0457239154662327,0,0,0,0,0,0,-0.118843172480122,0.0493921057685517,0.0765448061811559,0,0,0,0
X601939.CH.EQUITY,0.510672890174294,0.0578666005531771,0,0,0,0,0,0,0.150488110125493,0,0,0,0,0,0,0,0,0.0748999722857673,0.117490572843129,0,0,0,0,0,0,0,0,0.341939444643308,0,0,0,0,0.137569150154851,0,0,0,0,0,0,0,0,-0.138920980507601,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,-0.0230346532964221,0.000209506136266496,0,0,0.206532209932031,0,0,0,0,-0.12753586613651,0,-0.0355041699240163,0.109191447727915,0,0,0.134739788359996,0,0,0.148709706982984,0,0,0,0,0,0,0.421995232528597,0,0.042658719631873,0,0,0,0,0,0,0,0,0,0,-0.0678825452315923,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.0699195696163435,0,0.263194606198252,0,-0.0741826734336056,-0.0388688269418391,0,0,0,0,0,0,0,0,0,0,0.173676449998027,0,0,0,0,0.0250674275826435,0,0,0,0.160164684752418,0,0.0408758004081668,0,0,0,0,0,0,0.202429758914433,0,0,0.223395628736982,0,0,0,0.151571136565906,0,0,0
X601288.CH.EQUITY,0,0,0.102569316262808,0,0,0,0,0.536278186171745,0,-0.0671547270582005,0,0.0239783777279416,0,0,0,0,0,0,0.00860645657167026,0,0,0,0,0.137502435970685,0.0608344315813362,0,0,0.135269348246398,0,0,0,0,0.0174264787598558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156324054379421,0,0.00308458959156696,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00991158302556529,0,0,0,0,0,0,0,0,-0.152095130609734,0,0,0,0,0,0,0,0,0,0,0,0,0.429662722282299,0,0,0,0,0.0718174736686167,0,0,0,0,0,0,0,0,0,-0.0169360557811355,0
X601988.CH.EQUITY,0,0,0,0,0,0.404059950727782,0.0845716768954241,0,0,0,0,0.0439647518395261,0,0,0,0,0,0.148118496829886,0,0,0,0,0,0,0.103314424550101,0,0,0,0,0,0,0,-0.172382643997302,0,0.0441974099771493,0,0,0,0,0,0,0.0689257490640825,0.133124896071837,0,0,-0.0153466098809341,0,0,0,0,0,-0.0856662769578051
X5.HK.EQUITY,0,0.153182668305148,0.08555537127445,0,0,0,0,0,0,-0.137685267509779,0.0361124090548892,0,0,0,0,0,0,0,0,0,0,0,0,0.117521038373759,0,0,0.166362600234007,0,0.0999110341767029,0,0,0,0,0,0,0,0,0,0.291584555331073,0.0462803720895289,0,0,0,0,0,0,0,0.0361527674327582,0,0,0,-0.0958841641223123
X388.HK.EQUITY,0,0,0,-0.16970995680674,0,0.0470192132218238,-0.125788850540984,0,-0.154607766407269,0,0,0,0,0,0,0,0,0,0,0,0,0.09919512652721,0,0,0,0,0,0,0,0,0,0,-0.22783438381707,0,0,0.212585288029585,0,0,0,0,0.204177103310345,0,0,0.245395196689968,0,0,0,0,0.202397219553668,0,0,0
X601166.CH.EQUITY,0,0,0,0.0133791851003425,0,0,0,0,0,-0.0526895133756168,0,0,0.449570259147235,-0.0699568829539571,0,0.0332575867573867,-0.00214035085043895,0,0,0,-0.152890568147505,0,0,-0.0145284406027121,0,0,0,0.214392108338418,0,-8.67361737988404e-19,0,0.145427317300618,0.116973415110518,0,0,0.0944768288115435,0,0,0,0,0,0,0,-0.0781326262545964,0,0,0,0.0243875825848125,0,0,0,0
X601658.CH.Equity,0,0,0,0,-0.0525758005053164,0.129636176483748,0.064445914767021,0.382152355069826,0,-0.0500236974959534,0,0,0,0,0,0,0,0.0850891816854067,0,0,0,0,0,0,0,0,0.0480363582704863,0.170244517102607,0,-0.327085825864005,0,0,-0.147813272481074,0,0,0,0,0,0,0,0,0.0670168192040217,0,0,0,0,0,0,0,0,0,-0.0335446191655942
X000001.CH.EQUITY,0,0,0,0.301025657947736,0,0,0,0,0,0,0.434045281402222,0,0,0.110875507394807,0,0,0.170696855935268,0,0,0,0,0,0.118388540436667,0,0,0,0,0,-0.0535580037216999,0,-0.0905303697979343,-0.033697965451579,-0.104483187271889,0,0,0,0,0,0,0,-0.0208418680404946,0,0,0,0,0,0,0,0,0,0.00016499343342617,0.22265893738084
X601601.CH.EQUITY,0,0.586116925678548,0,0,0,0,0,0,0,0.0096711326006612,0,0,0.185413157181835,0,0,-0.0438075813175064,0,0,0,0,0,0,0,0,0,0,0,0,0.147293009432109,0,0,-0.0771964363345403,0,0,0,0,0,0,0,0,-0.00897335956710291,0,0,0,0,0.117711028829318,1.73472347597681e-18,0,0.0801911689477627,0.078330713888936,0,0.0512545132378786
X600030.CH.EQUITY,0,0.0504176459236958,0,0,0,0,0,0,0,0,0,-0.0208367316016067,0,0,0,0,0,0,0,0.289490564469783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149902700145335,0.167422764157134,0.172443734968248,0,0,0,0,0.178646261016744,0,0,-6.93889390390723e-18,0.0453909570499956,0,0,0,0,0.0180728457964123
