,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.232861126461394,0,0.129572322027681,0,0,0,0,0.252016856992381,0.0618534959356406,0,0.132408084100665,0,0,0,0,0,0,0.0959722437305807,0,0,0,-0.0775880452680763,0,0,0,0,0,0,0,0.00234078599079061,0,0,0,0,0.0730986100756255,0,0,0,0,0,0,0,0,0,0.0180532356718104,0.0265643406208992,0,0,0,0,0
X601939.CH.EQUITY,0.457694235136171,0,0,0.0182063144327449,0,0,-0.0318926877481906,0,0,0,0.192606832759994,0,0.226728499865594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00852568169041277,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.0481442064181158,0,0,0,0,0,0,0,0.25844907149789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204051232043489,0,0,0,0,0,0,0,0.0620227935644613,-6.93889390390723e-18,0.0429541085380557,0,0,0.206542388454345,0,0,0,0,0
X601288.CH.EQUITY,0.472540706902235,0.0317399333579379,0,0,0.171213990355992,0,0,0,0,0,0,0,0.0722884449039751,0,0,0,0,0,0,0,0.0672544903980598,0.0535903985920539,0,0,0,0,0,0,0,0,0.0365869426976525,0,0,0,0,0,0,0,0,0,0,0.0465487205390517,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0808353764796884,0,0.255389751981314,0,0,0,-0.05201958022578,0,0.0147527939887165,0,0,0,0.0996424959670957,0,0,0.149734861335546,0,0.196176207007652,0,0,0,0,0,0,0.325004883848918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.143943891881643,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.0217004927686636,0,0,0,0,0,0,0,0,0.415787387798557,0,0,0,0,0,0,0,0,0,0,0.0541268768839023,0.125025997639801,0,0,0,0,0,0,0,0,0,0,0,0,0.0850053623497114,0,0,0.0599456293014874,0,0,0,0,0,0,0,0,0,0.26975884155883,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.113917535178264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535725376463684,0,0,0.200474036796035,0,0.0540238558997268,0,0,0.193865248362339,0,0,0,0,0,0,0,0,0.00135893816383665,0,0,0,0.190132764641602,0,0,0,0
X5.HK.EQUITY,0,-0.256043101592183,0,0,0,0,0,0,0,0,0,0,0,-0.0294866068994378,0,0,0,0,0,0,0,0,1.17102927503676,-3.46944695195361e-18,-0.765211618104692,0,0,0.49513515261413,0,0,0,0,0,0,0,0,0,0,0,0,0.402803389915169,0,0,0,0,0,0,0,0,3.46944695195361e-18,-0.0719674388534628,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.209972026999665,0,0,0,0,0,0,0.0506102140856841,0,0.297730578935102,0,0,0,0,0.132206998893276,0,0,0,0.0800944279896163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0371570561827856,0
X601658.CH.Equity,0,0,0,0.568371918862278,0,0,0,0.00409505372655937,0,0,0,0,0,0,-0.374051127335337,0,0,0,0,0,0,0,0.10463505191095,0.0349256659800319,0,0,0,-0.00929003744611564,0,0.947875979648973,0,0,0,0,0,0,0,0,0,0,-0.11311640811836,0,0,0,0,0,0,0,0,-0.130294908933634,0,0
