,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.182875777747995,0.239949149156656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0430069925756051,0,0.0740856431849441,-0.416526103561472,0,0,0,0,0.685900556001812,0.133342464056109,0,-0.21052023621975,-0.02335065987441,0,0.168815835988462,-0.0353074509241834,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.140124130057525,0,0.00795771652784499,0.00448824751704071,0,0,0,0,0.0485961447977009,0,0,0.168088512737049,0,0,0,0,0.0581072691151573,0,0,0,0,0,0.0636227931601769,0,0,0,0,0,0,0,0,0,0,0.575912705555721,0.0365685819555238,-0.0759017875356732,0,0,0,0,0,0,-0.0308534937931486,0,-0.0398050652965045
X601939.CH.EQUITY,0.230517500210831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12504484018464,0,0,0,0,0,0,0,0,0.0470425739238561,0,0,-0.00548034209962917,0,0.374467828094769,0,0,0,0,-0.0182118236327758,0,0.0732300693003698,0,0,0,0,0.0438344101499419,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.247205684036958,0,0,0.0264886272179875,0,0,0,0.0944057993503113,0,0,0,0,0,0,0.132491299399715,0,0,-0.0356275343110353,0,0,0,0,0.107927152470427,0,0,0,0,0,-0.0763087377940934,0,0.0108547280061682,0,0,0,0.200483728466581,0,0,0,0.202210138937489,0,0,0,0,0.0923926513922922,0,-0.0333132796449333
X5.HK.EQUITY,-0.187029792070371,-0.0909497420777128,0,0.103499113110311,0,0,0,0,0,0,0,0,0,0,0.25032851584182,0,0.335247145613121,0,0,0,0,0.163459354671528,0,0,0.292712612390623,-0.0418510769416777,0,0,-0.18421339848352,0,0,0,0,-0.17034316014206,0,0,0,0,0,0,0.230812746852866,-0.181401434849931,0.0257447711311548,0,0,-0.00845394162160877,0,0,-0.117004980609577,-0.0359985952092401,0
X601988.CH.EQUITY,0.238703809795322,0,0,0.572957128118189,0,0,0,0,0,0,0.119113765314878,0,0.141792120813979,0,-0.0657258910919016,0,0.083183450833837,0,0.00915963478168698,0,0.0177472150624872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0374304220086466
X600036.CH.EQUITY,0,0.719206279587591,0.0433479707367026,0,0,0,0,0,-0.173277347750707,0,0,0,-0.0980167103983948,0,0,0,0,0,0.121908485839767,0,0,0,0,0,0,0.0194213024786963,0,0,0.0469823562015136,0,0.0888942808675391,0,0,0,0,0,0,0,0,0,0.251485983269687,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296596952151277,-0.0971853939375932,0.0244149495799555,0.145063063508742,0,0,0.141427104806513,0,3.46944695195361e-18,0.235117546220933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0621435123643289
X601628.CH.EQUITY,0,0.104246466067269,0,0.121473188854708,1.73472347597681e-18,0,0,0,0,0,0,0,0.00389420647858914,0.240393848147434,0,0,0,0.0329554585655822,0,0,0,0,0.105336242164825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153910465894169,0,0.116547561225692,0,0,0,0,0,0,0,0,0,0,-0.0170934588015866
X601328.CH.EQUITY,0,0.0856927435283163,0.0994311420809345,0.366834341266914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00886812871015999,0.0450354176148942,0,0,0.0858524644501826,0,0,0,0.134527591701167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234979969863705,0,0,0,0,0,0,-0.0230689325658186,-0.187632302839676
