,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0449130187980241,0,0.0530863232192676,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.333065303466102,0,-0.149523191886571,0,0,0,0,0,0,0,0.879362608409794,0,0,-0.0182105615194649,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.220748934237877,0.0173825498273915,0,0,0,0,0.0610284713210685,0,0,0,0,0,0.0249496000693716,0,0,0,0,0.0250558284767559,0,0,0.0763881371131931,0.0204454900721751,0,0,0,0,0,0.271718161060352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.136313302835586,0,0,0,0,0,0,0,0,0.261629379538396,0,0,-0.00632855450821171,0,0,0,0,0.128348048575812,0,0,0,0,0,0,0,0,0,0,0.00364773143299854,0.114504815669566,0,0,0,-0.209399155278908,-0.18277866207824,0,0,0.136136376396835,0,0.476518466424157,0,0,0.10570289568255,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.625769953560471,0.312622069008084,0.06411911794477,0.507378097341671,0,0,0,0.186493601423903,0.347028729554329,0,0,0,0,0,0,0,0,-0.351571026295938,0,0,0,0,0,0,-0.675239116315269,0,0,0,0,0,0,0,-0.344236270316043,0,0.21126408106058,0,0,0,0,0.350954123308314,0,0,-0.141782463698262,0
X5.HK.EQUITY,-0.0652519590256908,-0.0670785380922253,0,0,0,0,0,0,0,0,0,0,0,0,0.517135420155347,0,0,0,0.406367007767083,0,0,0,0,0.0663279889336982,0.169810075475267,0,0,0,-0.079486591936029,-0.111335460852794,-0.0927230238481279,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234902090326643,0,0,-0.110176808577597,0,0,0
X601988.CH.EQUITY,-0.410248340671629,0,0,-0.0255938841300389,0.466136896537104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.83548591766425,0,0,-0.0572235464280325,0,0,-0.043871858998847,0,-0.63172966671281,0,0,0,0,0,0,0,-0.0576324302542722,0,0,0.140135891054233,0,0.181808815625618,0,0,0,0,0,0,0,8.67361737988404e-19
X600036.CH.EQUITY,-0.102041567001864,0.474354975178426,-0.041010676738871,0,0,0,0,-0.106786337222543,-0.0256486055344524,0.470310213614201,0,0.161109401139105,0,0,0,0,0,0,0,0,-0.105817027359238,0,0,0,0.27954193508401,0,0,0.0782039864904065,0,0,0.0945585569088972,0,0,-0.29412491106658,0,0,0,0,0,0,0,0.230691643670742,0,0,0.117575259512758,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,1.38777878078145e-17,0.0121873160871832,0,0,0.0807775697123684,0,0,-0.0892295542715724,0,0,0.0515357536489356,0.106108957216049,0,0,0.165516914563422,0,0,0,0,0,0,0.146040214557543,0,0,0,0,0,0,0.181681965056377,0,0,0,0,-0.0405753449619742,0,0,0,0,0.149411117936358,0,0,0,0,0,0.014479888932351,0,0
X601628.CH.EQUITY,0,0.0155572656764033,0.0362110198288124,0,0,0,0,0,0,0,0.114923003157806,0,0.368904123137902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0242536379495622,0,0,0,0,0.186490560239261,0.157232059099208,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0964218228793438
X601328.CH.EQUITY,0,0,0,0,0,0,0.351427650483824,0,0,0,0,0.151125405115444,0,0,0,0,0,0,0,0,0,0,0.00341479190370835,0,0.255723376037906,0.223722126088382,0,0,0,-0.00636165341937156,0,0,0,0,-0.200083865270428,0,0,0,-0.0808116813477527,0,0,0,0,0.12801230110167,0,0,0,0,0,-0.051233315087541,-0.238504330655918
