,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.364565207665866,0.0220483625852655,0.121347458052751,0,0,0,0,0,0,0.216724607386984,0,0.00466589933166998,0,0,0,0,0,0,0,0,0.0995026468373875,-0.0309976130626737,0.0440787816635249,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,-0.0345950616256489,0,0,0,0,0.0185752447125779,0,0.0442142965380469,0,0,-0.175783322253525,0
X601939.CH.EQUITY,0.393427484961681,0,0,0.173588777119893,0,0,-0.00533202086189809,0,-0.0369105133818583,0,0.154314931416479,0,0,0,-0.0755936885967651,0,0,0,0,0,0,0,0,0.17862229330547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0974176346767041,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.304738784913059,0.0831699950297301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18194567148926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0760916599528725,0.10838344611901,0,0,0.0119512319558201,0.14347595220323,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.377135549838322,0,0,0,0.214116593489646,0,0,0,0,0,0,0,0,0.146961019888782,0,0,0,0,0,0.0914113944543521,0.0343646464844967,0,0,0,0,0,0,0,0,0,0,0,0.0843090550577096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.47801377841074,0,0,0,0,0,0.185086660971867,0,0,0,0,0,0.0403684998043977,0.198989814873107,0,0,0,0,0,0,0,0,0,0.0119381387429066,0.0871839210197937,0,0,0,0,0,0,0,-0.579601307588501,0,0,0,0,0,0,0,0.176410634763137,0,0,0,0,0,0.0901612686310542,0,0.227078912488859
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.269858914145593,-0.0445993714523922,0,0,0,0.132914379171665,0,0,0,0,0.114449877151122,0.00684601258820632,0,0,0,0,0,0,0,0,0.231242563133395,0,0,0,0,0,0,0,0.123816645085764,0,0.125491811443961,0,0,0,0.106251758800486,0,6.93889390390723e-18,0,0,0.0230391039515454,0
X1299.HK.EQUITY,0,0,0,0,0.0353273849478871,0,0,0,0,0,0.0348057400649317,0,0,0.187237103178314,0,0,0.0341623457294061,0.502059510705413,0,0,0,0,0.115532267944612,0,0,0,0,0,0,0.0173686884975716,0,0,0,0,0,0,0,0,0,0.0849990907765455,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.00791775689371591,0,0,0,0,0,0,0,0,0,0,0,0,-0.153382166860608,0,-0.185038205803866,0,0,0,0,0,0.515424372910133,0,-0.259004410531759,0,0,0.760371465082246,0,0,0,0,0,0,0,0,0,0.399913758328149,0,6.93889390390723e-18,0,0,0,0,-0.263940869978742,0,0,0,0,0,-0.0155458088970745,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.173291727436665,0,0,0,0,0,0,0,0,0.270844158067942,0,0,0,0,0,0,0,0,0,0.0537370386299551,0,0,0.0785625346311055,0,0,0,0,0,0,0.272902146258118,0.0833745099864703,0,0,0,0,0.198721329880096,0,0,-0.0721218409791311,0
X601658.CH.Equity,0,0,0,0.135819122899942,0.154335708874365,0,0,0,0,0,0,0,0,0.125613264967225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17553594350787,0,0,0,0,0,0,0,0,0.219619199761751,0,0,0,0,0,0,0,0,0,0,0.352433019940929,0,0.0285868214256868,0
