,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.463335789773754,0,0,0,0,0,0,-0.0153353226829544,0,0,0,0,0,0.0407411486508456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0435088303063784,0,0,0,0,0.0218248529058838,0.177853448592089,0.0506123732464898,0,0,0,0,0,0,4.33680868994202e-19,0,0.236318265983762,0.0600732481684643,0,0.037867194734561,0
X601318.CH.EQUITY,0,0,0,0,0.0211722138893225,0,0,0.0219066641545227,0.139763044308977,0,0.0515522529042408,0,0,0.0998341243843931,0,0,0,0,0.216400558074979,0,0.220019198376686,0.0276039323671444,0,-0.0163437470527395,0,0,0.0964429138107156,0,0,0,0,0,0,0,0,0,0.0350869753700125,-1.73472347597681e-18,0,0,0,0,0,0.0375817837972842,0,0,0,0,0,0,0,0.0844554500745762
X601939.CH.EQUITY,0,0,0,0.29064105514383,0,0,0,0,0,0,0.0499220866147053,0,0,0,0,0,0,0,0,0.0114815015924804,0,-0.258478060930591,0.694693106645946,0.00418014049748366,0.0608525361984927,-6.93889390390723e-18,0.0631283359865236,-0.129685952982307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131462596627609,0,-0.0402560078033992,0,0,0,0,0,-0.0842488770021807,-0.00400057611533964
X601288.CH.EQUITY,0.20577137798511,0,0,0,0,0.0367912635047084,0.360988312367839,-0.0578391750417864,0,0,0,0,0,0,0,0.0814860357049756,0,0,0,0,0,0,0.0455670202438197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197504961578663,0,0,0,0,0,0,-0.0854202979431726,0
X600036.CH.EQUITY,0,0.181594928965696,0,0,0,0.0681336275605437,0.0911303407099898,0,0,0,0,0,0,0.206417678086365,0,0,0,0,0,0,0,0,0,0.0286955484626747,0,0,0,0,0.319142084815389,0,0,0.0873388175999855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00178215801394779
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0375045331725551,0,0,0,0,0,0,0,0.160693814412647,0,0,0,0.121714949020989,0,0,0,0,0,0,-0.0620832902174006,0,0,0,0.185547185872684,0,0.0527666088617805,0,0,0.537476689574136,0,-0.0496506746000995,0,0,0.102838470798706,0,0,0,0,0,0.00180223073371361,0,0,0.075498522745766
X601988.CH.EQUITY,0.194153540568904,0.263814525609165,0,0.0406956416707983,0.271800124236058,0,0,0,0,0,0,0,0,0,0,0.145574928662531,0,0,0,0.114584416608348,0,0,0,0,0,0,0.123534774794907,0,0,0,0,0.0404296268614274,-0.0589943341514049,0,0,0,0,0,0,0,0,-0.0973630374923324,0,0,0,0,0,0,0,0,0.0381418905329235,0
X1299.HK.EQUITY,0,0,0,-0.0452203741867949,0,0,-0.00228557080377197,0,0,0.128673673795281,0,0,0,-0.183857828255605,0,0,0,0,0,0,0,0,0,0,0,0.226991057677406,0,0.0279727494340734,0,0,0,0,0,0,0,0,0,0,0,0.140054427470692,0.114844168738648,0.0573757151324442,0,0.0671343286853833,0,0.0247538485571788,0.180625693401982,0,0.136628106247525,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0229287516894629,0,0.147579345904207,0,0,0,0,0.190389660247612,0,0.151994706948664,0,0,0,0.06996300287843,-0.0560581673650808,0.453447359289392,0,0.0967876270080218,0,0,0,0,0,0,0,0,0,-0.113345582360605,0,0.203259867045691,0,0,0,0,0.118079653306174,0,0.276463762092563,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.0625126440363468,0,0,0,0,0,0.014308477231069,0,0,-0.0521906989718764,0,0,-0.169689199810336,0,0.401399686452774,0,0.311842246524039,0,0,0,0.274957047137874,0,0,0,0.154663448073286,0.294291405804888,0,0,0,0.127442228357251,0,0,0,0,0,0,0,-0.450749132856332,0,-6.93889390390723e-18,0,0.0645271293876059,0,0,-0.0456809159881573
