,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,-6.93889390390723e-18,0.0572673874245161,0,0.13972048910966,0.178329590452242,0,0.351064911490045,0,0,0,0.000612040495705789,0,0.133059205401552,0,0,0,0,0,0,0,0,0,0.0119594528683846,0,0,0,0,0,0.10410517436554,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.167374181544297,0,0,0,0,0.00035803136973756,0,0,0.24546562084643,0,0,0,0,0,0.0592428631399054,0.164753895302167,0,0.040350912586185,0.165184603610363,0,0,0,0,0,0,0,0.00334659408041503,0,0,-0.104252508293324,0.0757749037838882,0,0,0,0,0,0.108405720630153,0,0.100454334290782,0,0,0,0,0,0,0,0,0,0,0,0,-0.0353589106286086
X601939.CH.EQUITY,0.255394387439341,0,0,0,0,0,0,0,0,0,0,0,0,0.415755311291987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201768459212549,0.102963529418764,0,0,0,0.0188541288710814,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.343972910093268,0,0.0265366470809998,0,0,0.487918183690687,0,0,0,0,0,0.00727361351667843,0,0,0.0356420896681312,0,0,0.0091061637360317,-0.0255695816023552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100394118863759,0,0,0
X5.HK.EQUITY,0,0,0,-0.0199116698267929,0,0,0,0.15251394010581,0,0,0,0,0.163215488390932,0,0,0,0,0,0,0,0,0.245884315022275,0.838351945916819,0,0,0,0.228809046222836,0,0,0,0,0,0,0.0396169846249934,0,0,0.0689196957372974,0,0,0,0,0,-0.296172782242562,0,-0.107746712151478,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0592315338767808,0,0,0,0,0,0,0,0,0.107887909238397,0,0,0,0,0.219795209499684,0,0.0740004986473928,0,0,0,0,0,0.220202151366794,0,0,0,0,0,0,0,0.103793908601294,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136926757592306,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.117636210041392,0,0,0,0.267543576601326,0,0,0,0.166832843304878,0,0,0,0,0,0,0,0,0,0,0.0482798063058699,0,0,0,0.161331933983337,0,0.150334972627419,0,0,0,0,0.0358544196269164,0,0,0,0,0,0,0,0,0,0.0241657513831931,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.119852875811119,0,8.67361737988404e-19,0.141536405698081,-8.67361737988404e-19,0,0.278532958888177,0,0,0,0.0933527458084257,0,0,0,0,0,0,0.00847419970376036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.399131910320248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109545229180076,0,0,-2.77555756156289e-17,0.116284618113533,0,0,0,0.140628943744302,-0.0362346391475232,0,0,0,0.0130138030191042,0.258808099909977,0,0,0,0,0.116153107106721,0,-0.0463643248364948,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.170779254226784,0,0,0,0,0,0.219853046629178,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0983460957172083,0,0,-0.148023176896827,0,0,0,0,0,-1.73472347597681e-18,0,0,0.783516036719858,0,0,0,0,0,0.377732724518164,-0.274238443317022,0,0,0
X601328.CH.EQUITY,0,-5.42101086242752e-20,0.0783898128403489,0.00837697427524861,0,0,0,0,0,0,0,0,0.0278035094545636,0.43386866764885,0.0631959923481525,0,0,0,0,0,0,0,0.0282455805148433,0.175721216972095,0.133700569292195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199890831093813,0,0,0.0407189826559601,0.00786035829275933,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.281446090681708,0,0,-0.00518321713069873,0.367878481998682,0,0,-0.066212709010906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,-0.0949038757611231,0,0.0136659247774679,0.510067544862495,0,0,0,0,0,-0.010332539831731,0,0,0.0604188106220109,0,0,0,0,0,-6.93889390390723e-18,0.0881736830931512,0,-0.182709473675168,0,0,0.0117059598590463
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0498430561321376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145971088779935,0.563348075711684,0,0,0,0,0,0,0,0.0150162215272936,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.341066197741903,0.133893855523683,0,0,0,0.0467509217702665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0632430423879636,0.147550866959328,0,0.136973628160251,0,0,0.173399492961873,0,0,0,0
