,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.426791375886088,0,0,0,0,0,0.00332320953731447,0,0,0,0,0.365234552528881,0,0,0,0,-0.0458172157931388,0,0,0,0,0,0,0,0,0,0.0758136334353913,0,0,0,0,0,0,0.000821550028458855,0,0,0,0,0,0,0,0,0.00467984501357107,0,0.111275556767396,0,0,0,0
X601939.CH.EQUITY,0.143651260140185,0,0,0,0,0,0,0,0,0,0,0.0262642691159635,0,0.263101356404576,0.297065546848146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116487694007861,0,0,0,0,0,0,0,0,0,0,0,0.132305788903047,0,0,0,0,0
X601318.CH.EQUITY,0,0.0852644646054619,0,0.0884246193312928,0,0,0,0,0,0,0,0,0,0,0.239884551192559,0.0598377556819693,0.0274971888241719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100208632429558,0,0.0360338286561363,0,0,0,0,0.236609432155239,0,0,0.0701228235533663,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.377909001540134,0.0839734907066171,0,0,0.313250689177167,0,0,0,0,0,0.111467844735736,0,0,0,0,0.0478357557182098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153632035719446,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0
X601988.CH.EQUITY,0,0,0,0.184609637430635,0,0,0,0,0,0,0.186130792705144,0,0,0.0606027303390939,0,0,0,0,0,0,0,0.0322309186230385,0,0,0,0.136914083661272,0,0,0.0167242051210078,0,0,0,0,0,0,0.0652094089558858,0,0,0,0.120320101384966,0,0,0,0,0,0.119259210017984,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.276598257815362,0,0,0.181313530659311,0,0,0,0.604859591853371,0,0,0,0,0,0.56945743651852,-0.641229321614329,0,0,0,0,0.117230887129903,0,0,0,0,0,0,0,0,0,0.0169416034117889,0,0,0,0,0,0,0,0,-0.202873091176565,-0.0428722435040922
X600036.CH.EQUITY,0.120643167232439,0,0,0.0407680047472239,0,0,0,0.00317506656391537,0,0,0,0.0713624513221965,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0931302961218201,0,0,0,0,0,0,0,0,0,0.08820693737326,0.0908868475417657,0,0.21164836014808,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0766688693455447,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0643948694627407,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17450726371001,0,0,0.100696099617942,0,0,0.0777715027229735,0.0784996460083462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364323290676662,0,0
X601628.CH.EQUITY,0,0.416319992506277,0,0.0410992735356901,0.179353007695219,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.113932271357279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489436110818247,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.163711189198432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163741756460844,0,0,0,-0.270714186671361,0.171321666154021,0.118827506804343,0,0,0,0.464066443155842,0,0,0,0,0,0,0.894420015134145,0,0,-0.532088662745243,-0.0323780544040053,-0.0151183710807652
