,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0145746071846177,-0.00657133733493023,0.239022866110409,0,0,0,0,0,0,0,0,0,0,-0.13203673663603,0,0,0,-0.199288373747548,0,0,0,0,0,-0.33428700123883,0,0,0,0.0744899222111521,0,0.758691402092605,-0.18806804380951,0.188618630597433,0,0,0,0,0,0,-0.0246435281218448,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.055316842016165,0,0.030282425422901,0,0,0,0,0.0850714916968643,0,0,0,0,0,0,0,0,0,0,0.207773028470637,0,0,0,0,0,0,0.0261369949551593,0,0,0,0,0,0.348416338295539,0,0,0,0,0.208202965044602,0,0,0,-0.00950818731893225,0,0,0.0284463091591179,-0.0479182416963957
X601939.CH.EQUITY,0.273344056355165,0,0,0,0,0.0393845474576045,0,0,0,0.0217627008755353,0,0,0,0,0,0,0,0.0839833946310415,0,0,0.0297181088796294,0,0,0.0234086919916711,0,0,0,0,0.143449065315449,0.107229012066857,0,3.46944695195361e-18,0,-0.114585993831633,0,0,0,0,0.415757060519585,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.106472743016618
X601288.CH.EQUITY,0,0,0,0,0,-8.67361737988404e-19,-0.0118102050412996,-0.237931939487075,0.196221465211119,0,0.392111804063722,0,0,0,0.208544397688888,0.0169217287495486,0,0,0,0,0,-0.0440405437377851,0,0,0,0,0,0,0,0,0,0,-0.535600974890323,0,0,0,0,0,0,0,0,0.271863049710179,0,0,0.0259384657705808,0,0.0884870581221555,0,0,-0.100079643749439,0
X5.HK.EQUITY,-0.140573950836271,-0.0464616704876846,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394389511634046,0,0,0.227772888193652,0,0,0.208534993464678,0,0.269665287292778,0,0,0,0,0,0,0,-0.0989635806299075,0,-0.0313664643670148,0,0,0,0,0,0,-0.145183351605115,0,0.160104911874376,0,0,0,-0.0286893578079527,0,0,0,0
X601988.CH.EQUITY,0,0,0.0186127294390271,0.0761855905409874,0.0926536849441394,0,0,0,0,0,0.255724290099132,0,0,0,0,0,0.0636339899766707,0.0893753000824814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0782264459488557,0,0.156947487672496,0,0,0,0,0.257794613603967,0.193986604230538,0,0,0,0,-0.00732613865460045,0.0190102772350784
X600036.CH.EQUITY,0,0.105104247878433,-0.0929230251623332,0,0,0,0,0,-0.056253818602004,0.235178349744145,0,0.389812210976185,0,0,0,0,0,0,0,0,-0.0612235178634215,0.250023158239322,0,0,0,0,0,0.0698915586090736,0,0,0,0.450026426870298,0,-0.260369374488711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208591325555062,0,0
X1299.HK.EQUITY,0,0.0873995336331579,2.16840434497101e-19,0,0.0717935368784098,0,0,0,0.0751641443552113,0,0,0,0,0.0257729051627569,0.179008526212193,0,0,0,0,0,0,0,0,0,0,0.1110241080032,0,0,0,0.0264017631737285,0.249367824990149,0,0,0,0,0,0,0,0,-0.0468707380142621,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0495288307553089,0.0377933187463702,0.0582324390635315,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.337193927780991,0,0,0,0,0,0,0.062295524183346,0,0,0,0,0,0,0,0,0,0,-0.0620227196942977,0,0,0,0.073067110602802,0,0.2215651994296,0.100299823266592,-0.0635313694258613,0,0,0,0,0,0,0,0,0,0,-0.104172712562642
X601328.CH.EQUITY,0,0,0,0,0,0,0.31474022116494,0,0,0,0,0.178150772252632,0,0,-1.73472347597681e-18,0,0,1.38777878078145e-17,0,0,0.0456914505902489,0.26078933276406,0,0,0,0.0994397793755607,0,0,0,0,0,0,0,0,0,0,-0.16833188397653,0,0,0,0,0,0,0.0880416467974448,0,0,0,0,0,0,-0.217888585333093
