,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.586388612971888,0,0.0163095878470404,0,0.0301380399121816,0,0,0,0,0,0.100996932262268,0,0,0,0,0,0.0914959079034788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064522336569376,0,0,0.0611535024903616,0,0,0,-0.0456859097981901,0,0.0257557514057694,-0.00746189689323677,0.00291783436266699
X601318.CH.EQUITY,0,0,0,0,0,0,0.151648368961879,0,0.0900960757862753,0,0,0,0,0,0,0,0.0700441184312279,-0.00955310344458832,0.248056634952987,0,0,0,0,0,0,0,0,0,0,0,-0.0144064524932614,0,0,0.0469971564318868,0,0,0,0,1.73472347597681e-18,0.182934377657128,0,0.0437581259498794,0,0,0,0,0,0.144407512758696,0,0,0
X601939.CH.EQUITY,0,0,0,0.386171097444614,0,0.245838415593374,0,0,0,0.0211108181295261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110621159563633,0,0,0,0,0.16906006255439,0,0,0,0.0158759393802409,0,0,0,-1.0842021724855e-19,0,0,0,0,0,-8.67361737988404e-19,0,0,0.018999006650756
X601288.CH.EQUITY,0.0653805770079254,0,0.241754455268304,0,0,0,0,0,0,0.159727639916976,0,0,0,0,0,0,0,-0.0139107949757473,0.128027403671737,0,0,0,0,0,0.154304503887639,0.0436659549742974,0,0,6.93889390390723e-18,0.125672418006883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.270447701034189,0,0,0,0,0,2.77555756156289e-17,0,0.230111795640332,0.00966093702401165,0,0,0,0,0,0,0,0,0,0,0,0,0.30747803233145,0,0,0,0,-0.0651266847556225,0,-0.0363856511199449,0,0,0,0,0.206882763095472,0,0,-0.0628450013852637,-0.353852855144377,0,0,0,-0.248672599622227,0
X601988.CH.EQUITY,0.162696894180981,0,0,0,0,0,0,0,0,0,0,0,0.0106959276083023,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.564152081461026,0,0,0,0.00216705876741797,0,0,0.114245873177992,0,0,0,0,0,0,0,0,0,0.0744152262673657,0,0,0,0.0374871696443022,0,0,0,0,0,-0.0887685889371353,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.0246652502334202,0,0,-0.0226521947184263,0,0,0,0,0,0,0.0726482352339957,0,0,0,0,0,0.716344734064329,-0.00811966097333335,0,0,0.0267704618546253,0.09615594319184,0,0,0,0,0,0,0,0,0,0,-0.0012836339919178,0,0.0667981655177935,0,0.0531894099351553,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.167537736820882,0,0,0,0,0,0.301294208563154,0,0,0.0932125006198725,0.201242959934508,0,0,0.110165814164358,-0.0843550522588412,0,0,0,0,0,0,0.13725760932266,0,0,0.0338510290216625,0,-6.93889390390723e-18,0,0.122484307504956,0,0,0,0,0,0,0,0,0,0,0.0481122897829419,0,0,0,0,0.202709514698116
X601628.CH.EQUITY,0,0.215155143557593,0,0,0,0,0.0307854950582832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504335879263591,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.403582981757256,0.232087696738983,0,0,0,0.0294979772999489,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.137065093910612,0,0,0,0.118449684607823,0.00562718761307434,0,0,0,0,0,0.261651805657747,0,0,0,0,0,0,0,0.232396894487199,0,0,0,0,0,0,0.0557880413265614,0,0,0,0,0,0,0,0,0.0149185505029017,0,0.20353867505514,0,0,0,0,0,0,0,0,0.0103117054270283,0,0
