,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X002142.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601155.CH.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.238146842168076,0.0834124062835576,0,0,0.240467889044115,0,0,0.0333386821395392,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131381485445619,0,0,0,0.0692583416604659,0.0146817590106233,0,0,0.0535493779109645,0.0867488725370889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.187546194717719,0,0,0,0,0.095658120126273,0,0.101919178692128,0,0.1631256350046,0,0.127008748625559,0,0,0,0,0.228094809106863,0,0,0,0,0,0,0,0,0.11353844199342,0,0,0,0,0,0,0.0188715843421832,0,0,0,0,0,0,0,-0.104705387288119,0,0.0665950606928413,0.0464008197127455,0,0,0.0578813033404222,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.162768791698426,0,0,0,0,0,0,0.160309343696618,0,0,0.0685936716609739,0,0,0,0,0,0,0,0,0.103922038893679,0,0,0.0448482006628113,0.0364256334995217,0,0,0,0.0731637208559355,0,0,0,0,0,-0.108122568353278,0,0.0245717231789864,0,-0.0736135385896603,0,0,0,0,0,-0.0444712604522733,0.396438632085274,-0.0444425781886495,0
X601939.CH.EQUITY,0.622522824642152,0.16312297421759,0,0,0,0,0,0,0,0,0.0637288564696097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103914533167958,0,0,0,0,0.0109075397406765,0,0,0,0,0,0.177394156881207,0,0,0,0,0,0,0,0,0,0,0.0948998676057569,0,0
X601288.CH.EQUITY,0,0,0,0.177811434098702,0,0,0,0.439971534558069,0,0,0,0.00549589944973977,0,0,0,0,0,0,0,0,0,0,0,0,0.0559812979780891,0,0,0.0698277648270801,0,0,0,0,0.104741077528621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0357424927330413
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0750545127613758,0,0,-0.0797179100400853,0,0,0,0,0,0,0,0,0,0,0.0744206041506352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106194898358595,0.102222176772954,0.150340924585536,0,0.184542421463931,0,0,0.0424285188936189,0,0.196249217595442,0,0,0,0
X601628.CH.EQUITY,0,0,-0.137434478170764,0,0,0,0,0,0,0.095271339201441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490910252943214,0.104142618507932,0,0,0,-0.040899536907559,0,-0.0797491704973094,0,0,0.381832052647248,6.93889390390723e-18,0,0.395459923777293,0,0,0,0,0,0.0445373329767582,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.0513713361155377,0,0,0,0.450768632689271,0,0,0,0,0,0,0.0689632143198096,-0.0345643832778366,0,0,0,0,0.222020787235387,0,0.0472489334937798,0,0,0,0,0.0170096587666148,0,0,0,0,0,0,0,-0.104983507569082,0,0,1.38777878078145e-17,0,0,0,0,0.116099283969944,0,0,-0.0472980940803015,0,0.12390779307218,0,0,0,0,0,-0.0836574986569243
X5.HK.EQUITY,0,0.227176692245118,0,0.0747086274582866,0,0,0,0,0,-0.0983394035339666,0.0514617190083242,0.061282170341731,0,0,0,0,0,0,0,0,0,0,0,0.230773820181764,0,0,0.118088553078449,0,0,0,0,0,0,0,0,0,0,0,0.251501017853812,0,0,0,0,0,0,0,0.0538105966340445,0,0,0,0,-0.0524292213721322
X388.HK.EQUITY,0,0,0,0,0,0.0316139218076663,0,0,-0.0951605656326767,0,0,0,0,-0.0222168456552784,0,-0.105449730544222,0.306713842786017,0,0,0,0,0,-0.0542883306502546,0,0,0,0,0,0,0,0,0,-0.278146356647307,0,0,0,-0.12330038864893,0.346212447378727,0,1.73472347597681e-18,0.128937683824274,0,0.0707102398541156,0,0.0668542469164712,0,0,0,0,0,-0.420697436242343,0
