,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,6.93889390390723e-18,0.141561857121686,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,-0.139428868430351,0,0.0177601483271038,0.41777229288751,0,0.454659082329011,-0.22036159603275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0603836168662832
X601318.CH.EQUITY,0,0,0,0.0160237261461781,0,0,0,0,0,-0.0184478643750136,0,0,0.0184391689748458,0,0.0289785259380249,0,0,0,0.520695026005113,0,0,0,0,0,0,0,0,0,0.125892978672027,0,0,0,0,0,0,0.0689854670231589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0.0629905531914918,0,0.787625699836471,0,0,0,0.00773042988758376,0,0.0471033652119836,0.0514303890818642,0,-0.0553863026874154,0.0122315963925333,0,0,0.0772912610689807,0,0,0,0,0.000928620055685867,0,0,0.034396789888397,0,0,0,0,0,0,0,0,0,0,0,0,0.0830974015127511,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00545899837220286
X601288.CH.EQUITY,0,0,0.895968266323681,0,-0.025991267308863,0,0,-0.0856661336796481,0,0.0139292213217948,0,0,0,0,0,0.0144772488893014,0,0,0,0,0,0,0,0.123612643843507,0.0988802035388499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0185121881144606,-0.133749436942861,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,3.46944695195361e-18,0,0,0,0,-0.0212594177820043,0.321908485951671,0,0.249425981745085,0,0,0,0,0,0,0.459563761991592,0,0,-1.73472347597681e-18,0,0,-0.0513329987092364,0,-5.55111512312578e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119958123727562,0,0,0,0,0,0.0154825399721318
X600036.CH.EQUITY,0,0,0,0.3307032121847,0,0,0,0,0.0476154599149596,0,0,0,0,0,0,0,0.0680484347476945,0.110228661491869,0,0,0,0,0,0,0.0737393349781527,0,0,0,0.144489056899373,0.120393255629863,0,0,0.0161562355769112,0,0,0,0,0,0,0,0,0,0,0,0.0512037780638954,0,0,0.0356097466847274,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0683099594676377,0,0,0,0,-0.05284531424281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0710663439299958,0,0,0,0,0.00185012322764798,0,0,0,0,-0.0219985028905605,0,0,0,0,0,0,0,0,0,0,0,-0.133620118257146,0,0.998799725903361,0,0,0.000580494918066349
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.193147339607277,0,0,0,0,0,0.0170550581024801,0,0,0,0,0,0,0.32127947557152,0,0,0,0,0.0746796223465481,0,0,0,0,0.137423524930415,0,0,0,0.0306730424242615,0,0,0,0,0.0938029164068906,0,0.0452042154470781,0,-0.030202675150176,0,0,0,0.206346638764308,-0.0359272771946523,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.151534359134451,0,0,0,0,0,0,0.171011137806785,0,0.352283756276747,0,0,0,0,0,0,0,0,0,0,0.00607973961178354,-0.0296500224296767,0,0,0,0.288519459255039,0.127569917479162,0,0,0,0,-0.316595629308409,0.00552771614081887,5.42101086242752e-20
X388.HK.EQUITY,0,0,0,0,0.22091389093247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126833899884326,0,0.254847539979553,0,0,0,0.114404050858998,-0.00870351851916405,0,0,0,0,0.129464017434375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.18135830838744,0,0,0,0.283900766068529
