,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0181198405663279,-0.0376326540525184,0.213725193734565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.200777234656456,0,0,0,0,0,-0.306962894901788,0,0,0,0,0,0.787234249459722,0.212601407182887,-0.175331929084935,0,0,-0.0824954473363422,0,-0.00012429366577129,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.137840581457473,0,0.125934426341891,0,0,0,0,0.0173522679335213,0.0517189534539892,0,0,0,0,0,0,0,0,0,0.0777482590515139,0,0,0,0.0931889162548647,0.0190199267613088,0,0,0,0,0,0,0,0.309450104974891,0,0,0,0,0.0344682529456741,0,0.0215329059985054,0,0,0,0,0,-0.0233826532088557
X601939.CH.EQUITY,0.287229181320869,0,0,0,0,0.0101257566757979,0,0,0,0.0336165517205993,0,0,0,0,0,0,0,0.0696345390641167,0,0.0288951944311489,0,0,0,0.0399765428184573,0,0,0,0,0.143688865137873,0.0942444383997813,0,0,0,-0.129355386664099,0,0,0,0,0.425507333144986,0,0,0.0202270755016594,0,0,0,0,0,0,0,0,0.141284059914379
X601288.CH.EQUITY,0,0,0,0,0,0.00756868538566463,0,-0.205774611118378,0.200326731009148,0,0.399013082595357,0,0,0,0,0.173243285630763,0,0,0,0,0,0,-0.0470187867300714,0,0,0,0,0,0,0,-0.536482199191538,0,0,0,0,0,0,0,0,0,0.291508368665453,0,0,0,0.0290040092689285,0,0,0.0587804648669848,0,-0.075848900933398,0
X5.HK.EQUITY,-0.131955564952527,-0.0364016220983157,0,0,0,0,0,0.15087744884774,0,0,0,0,0,0,0.422934541630065,0,0,0,0,0.330146805505026,0.186561019665078,0,0.170709741974478,0,0,0,0.0308414318011944,0,0,0,0,-0.17017385679852,0,0,0,0,0,0,0,0,0,-0.17141664140534,0.20823049626166,0,0,0,-0.0259598873943199,-0.114020115014563,0,0,0
X601988.CH.EQUITY,0.0727311589266363,0,0.0352034716376411,0.0395673372073925,0.0683629590323639,0,0,0,0,0,0.254517561261182,0,0,0,0,0,0.0874626148672985,0.123767697089169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0729998492575969,0,0.1505678550457,0,0,0,0,0.181642786706261,0.198263120259233,0,0,0,0,-0.0109315298223684,0.0576435161615505
X600036.CH.EQUITY,0,0.18309079425582,-0.0475652328828662,0,0,0,0,0,-0.253477405385423,0.476471219318583,0,0.35180201815029,0,0,0,0,0,0,0,0,0,0,0.0785067526400753,-0.0888926989452342,0,0,0,0.0724669275654635,0,0.065272057011425,0.102304615729277,0.137603357219538,0,-0.133844424718062,0,0,0,0,0,0,0,0,0.176607080866842,0,0,0,0.0267853572766431,0,0,0,0
X1299.HK.EQUITY,0,0.103353283719423,0,0,0.0735696209350438,0,0,0,0.0987078054611946,0,0,0,0,0.0400405153440045,0,0.176531376995821,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0837848650929201,-0.0118777544361105,0,0,0,0,0,0.240425264776186,0,0,0,0,0,0,-0.0632085894355357,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0633451037007794,0.0404423549465955,0.0586215729840026,0,0,0,0,0,0,0,0,0,0.338732196547533,0,0,0,0,0,0,0,0,0,0.0521844171635103,0,0,0,0,0,0,0,-0.0546428213370824,0,0,0,0.0788740084281867,0,0.199207472553821,0.095775660301733,-0.0693370672056959,0,0,0,0,0,0,0,0,0,0,-0.110565035684739
X601328.CH.EQUITY,0,0,0.0161480435796404,0,0,0,0.230653170579009,0,0,0,0,0.238371778794042,0,0,0,0,0,0,0,0,0,0,0.273767752867763,0,0,0.139797501773569,0,0,0,0,0,0,0,0,0,0,-0.198183561289121,0,0,0,0,0,-0.0443151850044149,0.108416374056898,0,0,0,0,0,0,-0.241996099737135
