,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X601916.CH.Equity,X2891.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.0139024080930268,0.0837041666694333,0,0,0,0,0,0,0.277093773190818,0.123280446990676,0,0,0,-0.167402621731832,0,0,0,0.0843648120262281,0,0,0,0,0,0,0,0.0487153000003305,0,0,0,0.0367389487030573,0,0.0545460339640457,0,0,0,0,0,0,0,0.25738439794657,0,0,0,0.042566501325122,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0279237301526408,-1.38777878078145e-17,0,0.244946144401253,0,0,0.275509583066559,0,0,0,0.0752866637784762,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.115238812290099,0,0,0,0,-0.251835466882998,0.107855040900875,0,0,0.179111431259873,0,0,0,0,0,0.088974736885086,0,0
X601939.CH.EQUITY,0.468771506204922,0,0,0,0,0.189655268566318,0,0,0,0,0,0,0,0.049334643376712,0,0,0,0,0.00907777300969165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372476727958192,0,-0.125523980620561,0,0.0512413186013612,0,0,-0.0393957894329714,0,0,0,0,0
X601288.CH.EQUITY,0.558529387093268,0.0315512690016845,0.106399181916416,0,0.0657049518615482,0.0110196377193454,0,0,0.0485991668141479,0,0,0,0,0,3.46944695195361e-18,-0.0356519498813394,0,0,0,0,0,0,0,0,0,0.0815489547470946,0,0,0,0,0,0,0.050956142662192,0,0,0,0,0.158536706172977,0.180004463085927,0,0,0,0,0,0,0.0396756396965126,0,0,0,0,-0.0610136973188772
X5.HK.EQUITY,0,-0.0397191128287747,0.19968479167784,0.0808614337609264,0,0,0,-0.160040495472455,0,0,0,0.228833209522889,0,0,0,0,0,0.594554058827773,0,-0.0270115396242402,-0.149914595700642,0,0,0.118392691236592,0,-0.118916339165594,0,0,0,0,0,0,0,0,0,0.0440322673471489,0,0,0,0,0,0,0,0.0986107823827505,0,0.157983526214356,0,0,-0.0672398920535735,0,0
X601988.CH.EQUITY,0.0974675576959814,8.67361737988404e-19,0.131718568199821,0.162518103766451,0,0,0,0,0.146512270537478,0.102921190877298,0.165090182295566,0,-0.347440063557826,0,0,0,0,0,0,0,0,0,0.179137545919984,0,0,0.085577228803073,0,0,0,0,0,0,0,0.000695930336728746,0.0149332528558894,0,0,0,0,0,0,0,0,0,0.019282774655046,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.35977079165202,0,0,0,0,0,0,0,0,0,0.183991379948337,0,0.16157560758931,0,0.050785618648973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0933593015712584,0,0,0.0138902648802177,0,0,0,0.0934151491327252,0,0,0,0,0,0.0389517992326893,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0682108229716221,0,0,0,0,0,0,0,0,0,0.223363278801621,0.296973208661027,0,0.215872831303078,0,0,0,0,0,0.0417404406449526,0,0,0.0358105101496888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.244278725242659,0.300517697223942,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00964731066017612,0,0,0,0.0712211353323312,0,0.047321432994922,0,0,0,-0.0995532962640355,0.173534764251605,0,0,0,0,0,0,0,0,0,0,0,0,0.143041496834501,0,0,-0.154643750229577,0,0.239037339179413
X601166.CH.EQUITY,0.232958592038375,0,0,0,0,0.106727387901133,0.432564877292668,0,0,0,0,0,0,0.0113573402370732,0,0.391120962937568,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0483800662526288,-0.131881569648949,0.0363465752655399,0,0,0,0,0.0375239647828767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
