,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.235773062432175,0,0,0.0872997186262843,0,0.241269332812718,0,0,0,0,0,0.128012129062025,0,0,0,0,0,0,0,0,0,0,0,0,0.0383289709197668,0,0,0,0,0.0942242258115337,0,0,0,0,0,0.0226193633852262,0,0,0,0,0,0,0.107205181777973,0,0,0,0,0,0
X601318.CH.EQUITY,0.143101584604425,0,0,0,0,0,0,0,0.176315010203305,0,0,0,0,0,0,0,0.347440720587851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124943349553711,0,0,0,0.0338356137680797,-8.67361737988404e-19,0,0,0,0,0,0.107726882193636,0,0,0,0,0,0.0698498658123623,0,0,0
X601939.CH.EQUITY,0.060780154534272,0,0,0.268661383275337,0,0.0503262321733732,0,0,0,0,0,0,0,0.42295894144881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437565891874108,0,0.0660248808253982,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.299786464972429,0,0.102310169587917,0,0,0.35228287306831,0,0,0,0,0,0,0,0,0.0250761299663989,0,0,0,0,0,0,0.00567356129503864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462304158018189,0,0,0,0.059685818579445,0,0,0,0.106434609085875,0.0077200631719707,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04532979589301,0,0,0,0,0,0,0,0,0,0.0775713849349693,0.0443612480206744,0,0,0.686284888782965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.22365175222294,0,0.0103472038585478,0,0,0,0,0,0,0,0,0.195764588857634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168221293845665,0,0,0,0,0,0.0548899099746132,0,0,0,0,0,0,0,0,0.286681486039071,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.409744093959335,0,0,0,0,0.195852022605912,0,0,0,0,0,0,0,0,0,0,0,0.00232238899481285,0.0153258113010975,0,0.106723170762226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113980253401182,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378701679997468,0,0,0.170819682010219,0.0133288290314207,0.0714898828758428,0,0,0,0,0,0,0,0,0.272653846382304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0624074554711118,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.0260098364694651,0,0,0,0.133755362692448,0,0,0,0,0.22964246922419,0.0886051403245477,0,0,0,0,0,0,0,0.112432857092074,0,0,0,0,0,0,0,0,0,0,0.17868611072162,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.640188865978521,0,0,0,0,0,0.215127995632196,0,0,-0.596480113691601,0,0,0,0,0,0,0,0.471900322932614,0,0,0,-0.00234968982267675,0,0,0.224482923586281,0,0,0,0,0.0391966719708172,0,0,0,0,0.423727214192516,-0.294634158731113,0,0,0,0.750196589952801,0,0,0,-0.0513857297895745,0,0
