,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.211091324777909,0,0.0177709877878638,0,0,0.386788849683347,0,0,0,0.0205591159382894,0,0,0,0,0,0,0,0,0,0,0,0,0.237398856005958,0,0,0,0.0261902110205114,1.38777878078145e-17,0,0,0.101014511542662,0,0.0669038776485809,0,0,0,0,0,0,0,0.0300106154293083,0,0,0,0,0,-0.101456454696251,0,0,0
X601318.CH.EQUITY,0,0,0.128877551228074,0,0,0,0,0,0.168399401246951,0,0,0,0.205252070677542,0,0.09148064204417,0,0.0336483142319293,0,0.0465016368542471,0.00949859376569395,0,0.0584046415516027,0,0,0,0,0,0,0.179073839436815,0,0,0.0480055577224788,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.152161250590824,0.152087682546518,0,0,0,0,0
X601939.CH.EQUITY,0.532052282094453,0.0793430360306035,0,0,0,0,0,0,0.131490773615889,0,0.122932177725858,0,0,0,0,0,0,0.0625251755215299,0.143691611453004,0,0,0,0,0,0,0,0,0,0,0.206874544056022,0,0,0.0545292451751151,0,0,0,0,0,0.0828371870128061,0,0,-0.0874841927552156,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,-0.0232515001633194,0,0,0,0,0.212102052799856,0,0,0,-0.127436304481149,0,-0.0356451843762004,0.108747504847806,0,0,0.137319344633841,0,0,0.153034166305511,0,0,0,0,0,0,0.425579687000814,0,0,0,0.0434031712464474,0,0,0,0,0,0,0,0,-0.0679173012022192,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.0464851736075189,0,0,0,0.00908318092652612,0.537970720861099,0,-0.0707112826867901,0,0.0389295914260424,0,0,0,0,0,0,0.0432740909334744,0,0,0,0,0.0943379773483342,0.109938024638876,0,0,0,0,0.119181930705565,0,0,0.0323135872768463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306169238346522,0.014345774377802,0.0115713897720476,0,0
X1299.HK.EQUITY,0,0,0,0,-0.0435305060196997,0,0,0,0,0.10416766613447,0,0,-0.117992873285131,0,0.00405681091966002,0,0,0,0,0,0,0,0,0.224420504523978,0,0,0,0,0,0,0,0,0.0137336879947035,0,0,0,0,0.048119068342589,0,0.088948140195022,0,0.189533780604198,0,0,0.144436918647653,0,0,0,0.253098728280143,0,0,0
X601628.CH.EQUITY,0,0,0,-0.0204713539439947,0,0.0213006683776841,0,0,0,0,0,0,-0.00783079714648583,0,0,-0.0302958947143392,0.123602648153268,0,0,0.00132809431747165,0,0,-0.140247894523225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.464273833876387,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,-0.0346504142005416,0
X601988.CH.EQUITY,0.0313580882799153,0,0,0,0.479003133222462,0,0,0,0,0,0,0.0425499532723949,-0.0479636410336404,0,0,0,0,0.229551257893656,0,0,0,0,0,0,0.0105387499524675,0,0,0,0,0,0,0,-0.104281801104594,0,0,0,0,0,0,0,0,0.116626546615134,0,0.146231661995675,0,-0.0411577387649876,0,0,0,0,0,-0.0675743540691589
X5.HK.EQUITY,0,0.145551267019577,0.0027178304107553,0,0,0,0,0,0,-0.182730940013451,0.0651630919032318,0.0890192176565444,0,0,0,0,0,0,0,0,0,0,0,0.22288084511869,0,0,0.152547114965497,0.0379062329604048,0,0,0.000285441052607571,0,0.132820164314027,0,0,0,0,0,0.254806109440226,0,0,0,0,0,0.21832932017595,0,0,0.0171042726209744,0,0,0,-0.046837707050361
X388.HK.EQUITY,0,0,0,-0.166065343322035,0.0512837200171282,0,-0.126824214597834,0,-0.163474732792822,0,0,0,0,0,0,0,0,0,0,0,0,0.127112632893854,0,0,0,0,0,0,0,0,0,0,-0.232518484786998,0,0,0,0,0.207499452360042,0,0,0.164554240678159,0,0.257114806731584,0,0,0,0,-6.93889390390723e-18,0.187548024035138,0,0,0
