,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.014624650070586,0,0,0,0,0,0,0.403177399264493,0,0,0,0,0,0,0,0,-0.144869139055746,0,-0.0221241406020932,0,0,0,0,0.03679591922815,0,0,0,0,0.658647559784841,0,0,0,0,0,0,0,-0.00838024769492999,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.110974607987232,0,0,0,0,0,0,0,0.0700228780896935,0,0.0833504404444293,0.0273180544733444,0.0545987040113604,0,0,0,0,0,0.0944421966961518,0.0402360172192635,0,0,0,0,0,0,0,0.277749094933633,0,0,0,0,0.212671425160689,0.0164075003084852,0,0,0.0373447539612465,0,0,0,0,0,-0.0301516890279591
X601939.CH.EQUITY,0.283270750055676,0,0,0,0,0,0,0,0,0.038988039811489,0,0,0,0,0,-0.0166926718729046,0,0,0,0,0,0,0.0756078127221137,0,0,-0.0847350207825942,-0.0642478916877105,0,0,0,0,0,0,0,0,0,0,0.0257078146809788,0,0.546321237584669,0,0,0,0,0,0,0,0,0,0,0.116584928094143
X601288.CH.EQUITY,0,0,0,0,-0.293852329436214,0,-0.240233382925353,0,0,0,0.817322375888681,0,0,0,0,-0.132379090419214,0,0,0,-0.228203660981451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152484602805326,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.133395322902506,0.374187869977767,0,0,0,0.0471897431002032,0,0,0.187880550815807,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0259035710747359,0,0,0.0343922272537954,0,-0.122561523468053,0,0,0,0,0,0,0,0,0,0.0785379343250883,0,0,0.131269528694336,0,0,0,0,-0.184125127251551,0,0,0.135649273064494,0,0
X601988.CH.EQUITY,0,0,0,0,0.373758038862832,0,0,0,0,0,0,0,0,0.113639448634942,0,0,0,0.142896237598869,0,-0.0695566709308699,-0.0249200161699629,0,0,0,0.217663773794027,0,0,0,0,0,-0.33473358759238,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.00358051233742815,0,0,0,0,-0.0415685937876945,0
X1299.HK.EQUITY,0,0,0,0,0.260565489414555,0,0,0,0,0,0,0,0,0,0,0,0,0.140096222937438,0,0,0.0213142090743156,0,0,0,0,0,0.0887413306332371,0.130746650522039,0,0.0897667948063225,0,0,0,0,0,0,0,0.321420666679725,0,0,0,0,0,-0.133712662431581,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.135933827283332,0,0,0,0,0,0,0,0.484919807135456,0,0,0,0,0,0,0,0,0,0.229636198131108,0,0,0,0,0,0,0,-0.00207037968902722,0.126575985026887,0,0,0,0,-0.211120221237569,0,0,-0.157141020633802,0,-6.93889390390723e-18,0,-0.00861266201371846,0,0,0.211356714026608,0,-0.0260022884266731,0,0,0,0,0
X601628.CH.EQUITY,0,0.264905334560667,0.0140786435406473,0.0537445293285697,-0.0873929146856502,0,0,0,0,0,0,0,-0.00959728098163481,0,0,0,0.234337844833672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156625348651078,0.0774310942344895,0,0,0,0,0,0.150036621615482,0,0.0796760532692825,0.105626765140547,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0.0135885784086525,0,0,0,0.680487088481972,0,0,0,0,0,0,0,0,0,0,0,0.227667697465409,0,0,0,0,0,0.104976866535677,0,0,0,0,0,0,0,0,0,0,0,-0.0898939338552375,0,0,0,0,0,0.13103716011131,0,-0.135558069448054,0,-0.12977759426481,0,-0.0254477434686575,-0.0399141465374775
