,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.566313696771618,0.0571201456710959,0.0358735668892082,0,0,0,0,0,0,0,0.0825465702309394,0,0,0,0,0.159926104757518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106942343682921,0,0,0,0.0594256586780716,0,-0.073055313247197,-0.0452825060744462,0,0,0,0,0.0137173552897526
X601318.CH.EQUITY,0,0,0,0,0,0,0.0431605297255819,0,0,0,0.0244352513295296,0,0,0,0,0,0.0862913278720479,0.272829878335648,0,0,0,0,0,0,0,0,0,0,0,0,-0.0412006865438326,0,0.136744403575306,0,0,0,0,0,0.187832521371753,0.155660701183722,0,0,0,0.00462658839545113,0,0,0,0.10218817279926,0,0,0
X601939.CH.EQUITY,0,0,0,0.506159260889038,0,0.119376890374684,0,0,0,0.0331946736955494,0.0730709602954932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141541611212631,0,0,0,0,0.0102813695132129,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0.0333455486062966
X601288.CH.EQUITY,0,0,0.273822765886765,0,0,0,0,0,0,0.192468854386991,0,0,0,0,0,0,0,0.139104363719899,0,0,0,0,0,0,0.149322904539286,0.0408965397720358,0,0,0,0.0948108975888625,0,0,0,0,0,0,0,0,0,0,0,0.00633620599549053,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0656729171992396,0,0.334017696092467,0,0,0,0,0,0,0,0.190057721717378,-4.33680868994202e-19,0,-0.0543417510391704,0,0,0,0,0,0,0.0541616828038589,0,0,0,0.316335888881814,0,0,0,0,-0.136313010543628,0,0,0,0,0,0,0.223700030001759,0,-0.0879921925120329,0,-0.33085271468515,1.73472347597681e-18,-0.0432655724856317,0,-0.238740799555689,0
X601988.CH.EQUITY,0.117526488200671,0,0.00816445159320033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.601149361923022,0,0,0,0,0.018402233845856,0,0.13848958200654,0,0,0,0,0,0,0,0,0.0547437851533925,0,0,0,0,0,0.0306435230554868,0,0,-1.0842021724855e-19,0,-0.0900454184634871,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.039776223153866,0,0,-0.019661568258412,0,0,0,0,0,0.0596975059106761,0,0,0,0,0,0,0.686388423719089,-0.00585795778871145,0.0444361851349985,0,0,0.104490332852304,0,0,0,0,0,0,0,0,0,0,0,0,0.0681678873379555,0.0488234386303758,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.267631745977615,0,0,0,0,0,0,0,0.211347953832079,0,0,0,1.38777878078145e-17,0,0.0641483864661412,0,0.0601396672603823,0,0,0,0,0,0,0.0833222819593802,0,-0.0448987488766903,0,0.311041037302861,0,0.201366031942342,0,0,0,0,0,0,0,0,0,-0.0808771363390874,0,-1.73472347597681e-18,0,0,0,0,0
X601628.CH.EQUITY,0,0.215784000843504,0,0,0,0,0.0307704914829246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0506466058704633,0,0,0,0,0,0,0,0,0,0,0,0,0.402462232793979,0,0.23187873517935,0,0,0.0293251826055718,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,1.73472347597681e-18,0.062364910598383,0,0,0,0.146292594402062,0,0,0,0,0,0,0.207764592310412,0,0,0,0,0,0,0,0.251327178342416,0,0,0,0,0.0785559717812334,0,0,0,0,0,0.0454481592625381,-0.00707538519669738,0,0,0,0.00799290879978721,0.247336155221386,0,0,0,0,0.0417978120967656,0,0,0,0,0.0198277204511799,0,0
