,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.146455104768004,0,0.0778639361204067,0,0,0,0,0,0,0.346174780695814,0.129629377761966,0,0,0,-0.137898662533166,0,0,0,0,0,0,0,0,0,0,0,0.00101068553729007,0,0,0,0,0.172252182317389,0,0,0,0,0,0,0,0,0.127796955634686,0,-1.73472347597681e-18,0,0.0641111122272687,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0464250723471723,0,0,0.237854477878438,0,1.38777878078145e-17,0.152159530322644,0,0,0,0.0547401657083687,0,0,0,0,0,-0.122710828278225,0,0,0,0,0,0,0,0,0,0.181874781656105,0,0,0,0,0,0,-0.311227130187621,0,0.339869505164818,0.0396079839417066,0.198256483257087,0,0,0,0,0.0901379255049669,0,0,0
X601939.CH.EQUITY,0.484103586701701,0,0,0,0,0.178936183361345,0,0,0,0,0,0,0,0.0590573705014315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375061888469781,-0.120866847016254,0,0,0.049663737511689,0,0,-0.0474842490949426,0,0,0,0,0
X601288.CH.EQUITY,0.577983595692569,0.0534226343180293,0.173324466755681,0,0.00358120720110321,0.0401071688770795,0,0,0.0451472760401076,0,0,0,0,0,0.0219256428224091,0,0,0,0,0,0,0,0,0,0,0,0.00831867885460401,0,0,0,0,0,0,0.12786440570152,0.0525999443215957,0,0,0,0.103681960780923,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.103034348228465,0,0
X5.HK.EQUITY,0,-0.0566257222723878,0.104105489201785,0.0920859255050294,0,0.165587888879057,0,-0.0566479245108777,0,0,0,0.273937306283048,0,0,0,0,0,0.691016625073449,0,0,0,0,0,0,0,0,-0.194722381507168,0,0,0,0,0,0,0,0.0240632421792712,0,0,0,0,0,0,0,0,0,0,0.0865531553874561,0,0,-0.0597622903801189,0,0
X601988.CH.EQUITY,0.204857032095594,0,0.108237472539582,0.0940261206013777,0,0,0,0,0.0740459208459058,0.0782175923251375,0,0,-0.260188330264477,0,0,0,0,0,0,0,0.300938379772611,0,0.0739016490646626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0472983252215623,0,0.141646881279011,0,0,0,0,0,0,0,0.0611188321601141
X600036.CH.EQUITY,0,0.0723909031083014,0,0,0,0,0,0.0390659759338141,0,0,0,0,0,0.243300336697656,0,0.132867120597428,0,0,0,0,0,0,0,0,0.15528296731499,0,0,0,0,0,0,0.146125341519541,0,0,0,0.0415898672153165,0.126390763144924,0,0,0,0.0107579032055231,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,-0.0136909186911126,0.0357404292910874,0,0,0.216190209777911,0,0,0,-0.159164322466624,0,0,0.288186961078559,0.240769695281968,0,0,0,0,0.0503457441822065,0,0,0,0.150364794145627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0766805451275516,0,0.157160635359361,0,0,0,0,0
X601628.CH.EQUITY,0.287387364475984,0.289245656146668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00473230567722312,0,0,0,0,0,0,0,0.0540769260375246,0,0,0,0,0,-0.0803736520818121,0.118181230125951,0,0,0,0,0,0,0,0,0,0,0,0.0824754771031079,0,-0.193669451768721,0,0,0.218308137337178
X601166.CH.EQUITY,0.0537571011468086,0,0,0,0,0,0.493993261232313,0,0,0,0,0,0,0.0199235867614724,0,0.202237613956106,0,0,0,0.0520798123283284,0,0,0,0,0,0,0,0.0355422086892104,0,0,0,0,0,0,0,0,0,0.00902857243047566,0,0,0,0,0,0.179325848940785,0,0,0,0,0,0,0
