,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.169715062596312,0,0,0.285362885869744,0,0,-0.0728895641379543,0,0.164489258962701,0,0,0,0,-0.0311640395703535,0,0,0,0,0,0,0,0,0,0,0,0.115295204494263,-0.0920103515654955,0,0,0,0,0,0,0,0,0,0.0573250697872303,0,0,0,0,0,0,-0.0747589422006225,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.18000142995316,0,0.0732413944568875,0,0.290058052657564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0793646784990803,0,0,0,0,0,0,-0.274097058197156,0.251498312350885,0,0.00112279341670113,0.208416808860446,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.457100003027921,0,0,0.0459302290223182,0.104473779120985,1.38777878078145e-17,0,0,0.0419601899933203,0,0,0,0,0.154015067693796,0,0,0,0,0,0.0283161576935718,0.132403718652858,0.0132952450510286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308248656589668,0,0,0,0,0,0,-0.141866562983402,0,0,0,0,0
X601288.CH.EQUITY,0.356940425448643,0,0.11190339451004,0,0,-8.67361737988404e-19,0,0,0.0494614750016533,0,0,0,0,0,0,0,0,0,0,0,0.0452642910251542,0,0,0,0,0,0,0,0,0,0,0,0,0.0623620508271908,0,-0.0457283645266702,0,0.153927275777786,0.0741532252199769,0,0,0,0.248636350603561,0,0,0,0,0.0680850793816993,0,0,-0.062188092947729
X5.HK.EQUITY,0,-0.205120678097438,0,0.191938474460499,0,0,0,-0.250099084014906,0,0,0.118887556670086,0,0,0,0,0,0,0.0700040561802998,0,0.0520727388839961,0,0.597119237055671,-0.0499652113521804,0,0,0,-0.0737382249009175,0,0,0,0,-0.0231838431491895,0,0,0,0,0,0,0.0755773770295317,0,0,0.171449288708056,0,0,0,0,-0.0369163327092727,-0.130631247819256,0,-0.24907191154781,0
X601988.CH.EQUITY,0,0,0.387870584498604,0.0723887904252999,0,0,0,0,0,0.204126123863523,0.110045382764128,0,0,0,0,0,-0.0776818105821222,0,0,0,0,0,0,0.155203526231624,0,0.0471750770785808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149761380938451,0,0,0,0,0,0,0.0545675139760423,-0.0377309054655022,0.162453407022171
X600036.CH.EQUITY,-0.0611493410518622,0.311838175262329,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.170104791046862,0,0,0,0,0.118017728963161,0,0,0.147459463521898,0,0,0,-0.015578865527037,0,0,0,-0.0398076665715407,0,0.312930353152881,0,0,0,0,0,0,0,0,0.0598576003985624,0.0835770313865152,0,0,0,0,0.069551757121222,0,0.0625240461190277,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0645331133671553,0,0,0,0,0,0,-0.0651030973516785,0,0,0,0.0744409442354938,0.144302684150035,0,0.15940510210617,0.0787270434269708,0.114568155951435,0,0,0,0,0,0.179974784430484,0,0,0,0.0353664221481999,0,0,0,0,0,0,0,0,0,0,0,0,0.0782378282014498,0,0,0,0,0
X601628.CH.EQUITY,0,0.0797172180281189,0,0.512863842233096,0,0,0,0,0,0,0,0,0.0140055552985587,0,0,0,0,0,0,0,0,0,0.0453284106263476,0,0,0.0253003719941777,0,0,0,0,0,-0.036248467698719,0,0.162762114739631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0938159819768581
X601166.CH.EQUITY,0,0,0.00201793958068268,0,0,0.212498474062957,0.0620478405325423,0,0,0,0,0,0,0,0,0.267645051374087,0,0,0,0,0,0,0,0,0,0.186806634834925,0,0,0,0,0,0.366493678114094,0,0.108318039137739,0,0,0,0,0,0,0,0,-0.103751343001991,0,0,0,0,0,-0.0469249827528096,0,-0.158237031686391
