,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.209243508425715,0,0.0143312822738204,0,0,0.385645322903768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26638356968281,0,0,0,0.0273479150218627,2.16840434497101e-19,0,0,0.0882024978737952,0,0.0589847551969321,0,0,0,0,0,0,0,-0.00716775622196075,0,0.00736096530339908,0,0,0,-0.0948839618947628,0,0,0
X601318.CH.EQUITY,0,0,0.0953097756853068,0,0,0,0,0,0.23503452580542,0,0,0,0.0468358664540015,0,0.295705768205793,0,0.00796532028455647,0,0,0,0,0,0,0,0,0,0,0.219353858654139,0.173540927687897,0.0753738852534903,0,0,0,0,0,0,0,0,0.0379925671779096,0,0,0,0,0,0,-0.120437661771466,0.0272272445382951,0.0611613376486009,0,0,-0.0288493757024385,0.00484963240021193
X601939.CH.EQUITY,0.536866845738893,0.0734812006085906,0,0,0,0,0,0,0.156566579144178,0,0.0584245550949876,0,0,0,0,0.000784427235583812,0,0.0827066882151761,0.0992668265412584,0,0,0,0,0,0,0,0,0.29612026258634,0,0,0,0,0.120505486018451,0,0,0,0,0,0,0,-0.140740988794195,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.21473871465266,0,0,0,-0.125728903037243,0,0,0.0519403065362949,0,0,0.101299495540314,0,0,0.0705731597580734,0,0,0,0,0,0,0.455641412402228,0,0.0726883070940899,0,0,0,0,0,0,0,0,0,0,-0.0587854470000427,0,0,0,0,0,0,0,0,0,0,0,0,0.0184573246001659
X601288.CH.EQUITY,0,0,0.0440158935989762,0,0,0,0,0.544962206509426,0,-0.0519832186206233,0,0,0,0,0,0,0,0,0.0750266167589862,0,0,0,0,0.0900973129144184,0.0961777635931054,0,0,0.107989504592428,0,0,0,0,0.0315291139777721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285139052887768,0.0200021277112787,0.0527325028726211,0,0
X1299.HK.EQUITY,0,0,0,0,-0.0905154357765598,0,0,0,0,0.269874002099985,0,-0.0935841460543477,-0.00787553265210304,0,0,-0.0379494241701671,0,0,0,0,0,0,0,0.192761170256302,0,0,0,0,0,0,0.0952578072608379,0,0.151416486633013,0,0.00451850323509494,0,0,0,0,0,0.232836295023754,0,0.183838540723588,0,0,0,0,0,0.181084198025971,0,0,0
X601628.CH.EQUITY,0,0,0,-0.0297558780139335,0,0.0272407695420764,0,0,0,0,0,0,0,0,0,-0.0229804759673901,0.127151095396295,0,0,0,0,0,-0.129634412440506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.450638568934435,0,0,0,0,0,0.00413026944540408,0,0,0,0,0,0,-0.0414147616845314,0
X601988.CH.EQUITY,0.203862769574883,0,0,0,0.350305928347804,0,0.0606785737178182,0,0,0,0,0.0610636606813211,0,0,0,0,0,0.0980891237245715,0,0,0,0,0,0,0.0861106874852989,0,0,0,0,0,0,0,-0.190091326902098,0,0,0,0,0,0,0,0.0656163714449374,0,0,0.0924676769244078,0,0,0,0,0,0,0,-0.0493372093012081
X5.HK.EQUITY,0,0.150792119029505,0.0680692135664227,0,0,0,0,0,0,-0.0983899526504761,0.0697592658751385,0.0428834055361959,0,0,0,0,0,0,0,0,0,0,0,0.12993153271492,0,0,0.179046240117372,0,0,0,0.0698785953739647,0,0,0,0,0,0,0,0.295511979313463,0,0,0,0,0,0,0,0,0.0627032445071354,0,0,0,-0.116770388303571
X388.HK.EQUITY,0,0,0,-0.0428082023608743,0.0651988417509467,0,-0.0698338909561906,0,-0.211322882538243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,-0.209931358726264,0,0,0,0,0.213833365356084,0,0,0,0,0,0,0.368963170801028,0,0,-6.93889390390723e-18,0.0909828573175298,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0372931278020072,0,0,0.532941906725212,-0.0488973646762632,0,0,-0.0669914468289629,0,0,0,-0.0888924123728916,0,0,-0.0593197714486709,0,0,0,0.158330827269992,-0.00239436083612622,0.167619156948033,0,0,0.111308206874212,0,0,0,0,0.0795119612970317,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,-0.0396335125151591,0.0410791962728711,0.491268986636037,0,-0.0113840507248937,0.177218127990265,0,0,0,0,0,0,0.116122440828097,0,0.0281304677108347,0,0,0,0,0,0,0.097073539319474,0,-0.327727881482345,0,0,0,-0.143948868810672,0,0,0,0,0,0,0,0.093909499583232,0,0,0,0,0,0,0,0,0,-0.0413871912272397,-0.0913025450540444
X000001.CH.EQUITY,0,0.00781087605103708,0,0.219107583543389,0,0,0,0,0,0,0.404410996301477,0,0,0.117247505629307,0,0,0.152891332611963,0,0,0,0,0,0.194547794733011,0,0,0,0,0.0898546383444603,-1.73472347597681e-18,-0.00159822294863771,-0.079698870609066,-0.0190086585296368,-0.0998588245000613,0,-0.019381923265753,0,0,0,0,-0.0190159712109606,0,0,0,0,0,0,0,0,0,-0.100371106945147,3.46944695195361e-18,0.18836103619289
X601601.CH.EQUITY,0,0.596830524205803,0,0,0,0,0,0,0,0,0,0,0.141781741801096,0,0,0,0,0,0,0,0,0,0.0291741192974608,0,0,0,0,0,0,-0.0827925569947005,0.1567420278836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099895327639432,0,0,0.102967065823829,0.0149417420556977,0,0
X600030.CH.EQUITY,0,0.0694925078744835,0,0,0,0,0,0,0,0,0,-0.0225076134948101,0,0,0,0,0,0,0,0.28564357352065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171994114749739,0.16807885931772,0,0,0,0,0,0,0.177895346942957,0,-6.93889390390723e-18,0.0600239851325021,0,0,0,0,0
X000002.CH.EQUITY,0,-0.137133668309564,0,0.231367540718365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0926921247008107,-0.176911398857824,-0.037988945127905,0,-0.0403270413113516,0.764910556306072,0,0.15027593707659,0.0488863855735492,0,0.0174938558534682,0,0,0,0,0,0,0,0,0.0678534245992824,0,0,0,0.0139640163778778,0,0,0,0
