,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X300059.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X1997.HK.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.24629877923769,0,0.0184109117787472,0,0,0,0,0,0,0.269955650264224,0,0,0,0,0,0,0,0,0,0,0,0,0.136472991698202,0,0.0263157680200923,0,0.096228510607239,0,0.189535963887654,0,0,0,0,0,0,0,0,0,0,-0.0684193604524406,0.0267849011734686,0,0,0,0,0,0,0,-0.105776788259031,-0.232419528529276,0.00376026246834957
X601939.CH.EQUITY,0.143394191643052,0,0,0.297089722252217,0,0,0,0,0,0,0,0,0,0.324413266388251,-0.0857860057542809,0,0,0,0,0,0,0,0,0,-0.0429320018814914,0.222864608404677,0,0,0,0,-0.0402385853206873,0,0,0,0,0,-0.0447313699585492,0,0,0,-0.0240482241405779,0,0,0,-0.0780248660001127,0,0,0,0.130430821593891,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0937479241439913,0,0,0,0,0,0,0.0897709171609193,0,0,0,0,0.0624435777577071,0.171418838466083,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0360801555918003,0,0.00701027896606203,0,0,0,0,0,0.023740187800215,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.311940653722832,0,0,0.224325650425364,0,0,0,0,0,0,0,0.19235364990026,0,0,0,0,0,0,0.174971513464778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198395120097493,0,0,0,-0.0252517792649717,0,-0.0451735001485233,0,0,0,0,0.00523530870651039,0,-0.0266005532258506,0,0,0.0226282567050609,0
X601988.CH.EQUITY,0,0,0,0.338999844402005,0,0,0,0,0,0.355633254081676,0,0,0,0,0.0463009451318283,0.146667036052406,0,0.0928777943117703,0.0728181592853371,0,0,0,0,0,0,0,0.0645366800528262,0,0,0,0,0,0,0,0,0,-0.48055387532385,0,0,0,0.0343170066291047,0,0,0,0,0,0,0,0,0,0,0.337980469403844
X600036.CH.EQUITY,0,0.179041482917219,0.0164226192141166,0,0,0,0,0,0.0987531685251677,0,0,-0.0295696133443407,0.124259577855773,0,0,0,0,0.169834453981075,0,0,-0.0217330960642131,0,0,0.131477629065453,0.0296022471071136,0,0,0,0,0,0,0,0.367934652351064,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0310552500868619,0,0,0,0.0615677492122267,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0861041356785226,0,0,0.17546927511311,0,0,0.288849020533544,-6.93889390390723e-18,0,0,0,0.136687936317464,0,0,0,0,0,0,0.0900519931044683,0,0,0,0,0,0,0,0,0,0,0.150651824450928,0,0.0357588749431161,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0436568235154326,0,0,-0.0376182563735745,0,0,0,-0.381251570994846,0.61046600717537,0,0,0.0433560676658578,0,0.690244920457752,0,0.0174761920481758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.148249777579552,0,0,0.28614409343333,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.117543768836476,0,0,0,0,0,-0.105500070318583,0,0,0,0,0.078761548763625,0,0,0,0,0.346691235646796,0,0.119982153689663,0,0,0,0,0,0,0,0,0.0126382717152825,0,0,0,0,0,0,0,0,0.0603588916130416,0,0,0,0,0,0.27383004309036,0,0,-0.0253880278981407,0.0134523098277732
X601658.CH.Equity,0,0,0,0,0.118490492641374,0,0,0,0,0,0,-0.106912377121484,0,0.114733983384195,0,0,0,0.0967941955360248,0.227108632222305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157176164177079,0.323857576417969,0,-0.14722968614589,-0.135907227692893,0,0,0,0,0.104317624615541,4.33680868994202e-19,0,0,0,0,0
X601328.CH.EQUITY,0.434987587150489,0,0,0.195794321981839,0,0,0,0,0,0,0,0,0,0,0,0.0761984852086145,0,0,0,0,0,0,0,0,0.0448573229077425,0,0,0,0,0.209903342636296,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255955621332969,0,0,0.045820137938597,0,0.0352374213055676,0
X388.HK.EQUITY,0,0,0.413145486323758,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0855120470048549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521382694646674,0,0,0.00545943674511643,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0.00578627725992187,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.487864783734304,0,0,0,0.0313231689973575,0,0,0,0.0337115579717547,0,0,0,0.0245320801045103,0,0,0,0,0,0,0,0,0,0,0,0.226496485925742,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335076914379226,0,0,0,0.0363195186307025,0.111372187156837,0,0,0
X600000.CH.EQUITY,0,0,0,0.26006350536574,0,0,0,0,0.0892185916680588,0,0,0,0.219228933704907,0,0,0,0,0.0181950188938846,0,0.0193719533497882,0,0,0,0,0,0.0405585231314931,0,0,0.155061864347083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0598452245244261,0,0,0,0.00238876257658559,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118999114506129,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.274610517138753,0.0433236117466679,0,0,0.266273526436925,0.0168250824754161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112898741166832,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0547077441871675,0,0,0,0,0,0.0771532113939784,0,0,0,0.0356810476012591,0,0,0.262209780684016,0,0,0,0,0,0,0,2.16840434497101e-19,0.160801990548975,0.247648060491859,0.0831795272808385,0.0574178892709818,0,0,0.00929127454184341,0.0048537522581663,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0.297824130481439,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.153969927359739,0,0,0,0,0,0,0,0,0.0543508173232906,0,0.0487560254033238,0.0377860289522547,-0.0396274288982593,0,0,0,0,0.319832537636202,0,0.175190733708477,0.0510904295460626,-0.139198132030458,0.0330048247383515,0,0,0,0,0,0,0,0.019322756408118,0
X000001.CH.EQUITY,0,0,0.151481540142217,0,0,0,0,0,0,0,0,0,-2.77555756156289e-17,0,0.0980154276898434,0,0,0,0.0259166293312864,0,0,0,0,0,-4.33680868994202e-19,0,0,0,-6.93889390390723e-18,0,0.212929969894472,0,0.240164405375322,0,0,0,0,0,0.0966028896134627,0,0.0853172062635375,0,0,0,0,0,0,0,0,0.160143757033789,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0598677037209814,0,0,0,0,0.0365727330498353,0,0,0,0,0,0,0,0,0.0587867364945931,0,-0.0799429993274479,0.246691992715395,0,0,0,0,0,0,0.258447994487023,0.173202378386391,0,0.0395717324772187,0,0.151340072642333,0,0.133234213389708,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.131037218222051,0.0296242231257749,0,0,0,0,0,0.336950695054837,0,0.103099879631183,0,0,0,0.211540760928385,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00429036443356354,0,0,0,0,0,0,0,0,0,0.115893964568168,0,0,0,0,0,0.063433717312237,0,0,0,0,0
X688.HK.EQUITY,0,0.232820256881133,0,0,0,0,0,0,0,0,0,0,0,0.0127824816107426,0.141879929829166,0,0,0,0,0,0,0,0,0,0,0,0,0.235997508560793,0,0,0,0,0,0,0,0,0,0.132940540556048,0.0785568048382436,0,0,0,0,0,0,0,0.093263956758305,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0.209476616440906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0556812008641403,0,0,0,0,0,0,0,-0.0226057530399001,0,0,0,0,0,0,0.269550078974975,0,0.295916151141785,0,0,0,0,0,0.091439039199324,0,0.0981916864385307,0,0,-0.00599392495421995,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.294670305304376,0.142669811528058,0,0,0,0,0,0,0,0.127385402656968,0,0,0,0,0.190434910464301,0,0,0.0957002466759406,0,0,0,0,0,0,0,0.0361344949613511,0,0,0,0,0,0,0,0,0.0686705589938817,0,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0.603573613758738,0,0,0,0,0.00975780231982545,0,0,0,0,0,0,0,0,0.204432351027068,0.165616291064048,0,0,0,0,0,0,0,0,0.0934518411376501,0,0,0,0,0,0,0,0,0,0,0,0.018375714841681,0,-0.26854946529913,0.130349222787121,0,0,0,0,0,0,0,0,0.0437702293000816,-0.0940578835264425
X601066.CH.EQUITY,0,0,0,0,0,0,0,0.0634414146294174,-0.0263367131323797,0,0,0,0,0,0,0.297607182391922,0,0,0,-0.0406415452737766,0,0,0,-0.105307055450849,0,0,0,0,0,0,0,0.103502333326729,-0.00514121373080411,0,0.526977094796963,0,0,0,0,0,-0.0336171375517032,0,0,0,0.0450662064954294,0,0,0.0543981972191329,0,0,0,0
X601998.CH.EQUITY,0.0798202768622634,0.274317557191693,0,0,0.0501093061559647,0,0,0.0249272303591203,0,0,0.0976389740454213,0,0,0.266049646449418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0587675219845736,0,0.0832051774689365,0,0,0,0,-0.0523269981089819,0,-0.0197230699393533,0,0,0,0,0,0,0.116421267826878,0.0719171640940626,0,0,0,0
X1109.HK.EQUITY,0,0,0,0,-3.46944695195361e-18,0,0.221871797966499,0,0,0,0,0,0,0,0.114610519192506,0,0,0,0.324373036832817,0,0,0,0,0,0,0,0,0.292330341924998,0,0,0,0,0,0,0,-0.0630038948578146,0,0.111931899229025,0,0,0,0,0,0,0,0,0,0,0.0235463056516914,0,0,0
X267.HK.EQUITY,0,0,0,0,-0.000818286505501754,0,0,0.223616667120441,0,-0.00602750053664704,0,0,-0.163727319018424,0,0,0,0,0,0,0,0.0200928784506613,0,0,0,0,0,0.570917476204035,0,0,0,0,0,0.110090004826315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.093297461211881,0
