,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X1997.HK.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.0566994697839999,0,0.138735782818305,0.176384374698678,0,0.351769005210363,0,0,1.38777878078145e-17,0,0.000601916744723924,0.131825540416605,0,0,0,0,0,0,0,0,0,0.0118840615790935,0,0,0,0,0.104044198817327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.207656778853757,0,0,0,0,0,0,0,0.224197616914051,0,0,0,-3.46944695195361e-18,0,0.0719896410669298,0.144752224530838,0,0,0,0.210530612360493,0,0,0,0,0,0,0,0,0,0.0753590016767718,-0.059894900085817,0,0,0,0,0,0.0658300800793861,0,0,0,0,0,0,0,0,0,0,0.0749612635006317,0,0,0,-0.0072478902733775
X601939.CH.EQUITY,0.263710180988043,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0.425687428885604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191838483106509,0,0.106015641976045,0,0.00655368738743569,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0
X601288.CH.EQUITY,0.342759952693857,0,0.0423268377854697,0,0,0.467266065772848,0,0,0,0,0,0,0,0,0.035947579142375,0,0,0,0,-0.0109356727083011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112823958898327,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.198278707783958,0,0.0394674921546043,0,0,5.55111512312578e-17,0.310687047822973,0,0,0,0,0,0,0,0.0201427489602361,0.648272415163743,6.93889390390723e-18,0,0,0.0515013404257465,0,0,0,0,0,0,0,0.0921950399386898,0,0,0.0205372818906694,0,0,0,-0.204443439056445,0,0,0,0,0,0,0,0,0,5.42101086242752e-20
X601988.CH.EQUITY,0.136903951605483,0,0,0.0492440581075647,0,0,0,0,0.200935560779679,0,0,0,0.143678929858961,0,0,0,0,0,0.0210434417146192,0,0.168426101077558,0,0,0,0.0277684380520541,0,0,0,0,0.0495395245697693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18633576514851,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.196679038862066,0,0,0.220237727020861,0,0,0,0,0.1779478669897,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149711685723843,0,0.00384347375884828,0.158236013040136,0,0,0.105481527187914,0,0,0,0,0,-3.46944695195361e-18,0.0489929089659992,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.164140096571532,0,0,0,0,0,0,0,0.325244612908968,0.0252094692436361,0,0,0,0,0.193605069604642,0.291242834723634,0,0,0,0,0,0,0.247985832655891,0,0,0,0,0,0,0,0.0275042083228279,0,0,0,0,0,0,0,0,0,0,0,0.090677088254621,0,0,0.0104846539915824
X601628.CH.EQUITY,0.325237567498526,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0563778102021339,0.0260362554928776,0,0,0,0.118371188164019,0,0,0,0.0876579155747653,0,0.230500611131048,0,0,0,0,0.150182899307482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.163834920839841,0,0,0,0,0,0,0.194447602175745,-0.0639604330601523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0805960458543331,0,-0.212388069126108,0,0,0,0,0,0,0,0.738544651208946,0,0,0,0,0,0.447489789329962,0,-0.182027013536774,0,0,0
