,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.244209000203119,0,0.133779197990184,0,0.0384380084093244,0,0,0.25028362643799,0.0714597653453512,0,0.107495090128827,0,0,0,0,0,0,0.0598196719328386,0,0,-0.0873013513016225,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590472626776158,0,0,0,0,0,0,0,0,0,0.051812952816351,0.0131510231465474,0,0,0,0,0
X601939.CH.EQUITY,0.462088840160257,0,0,0.0176322945025054,0.000392498598946681,0,-0.0311143117557764,0,0,0,0.192549933360121,0,0,0.226244659280015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00858356063367901,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.232925704869547,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019979175808148,0,0,0,0,0,0,0.152663598154382,0,0,0.0792287041461669,0,0.173923576305147,0.183717057666238,0,0,0,0,0
X601288.CH.EQUITY,0.372486259903655,0,0,0,0.371561813151665,0,0,0,0,0,0.0702887474558454,0,0,0,0.0714050472347835,0,0,0,0.0609404367931003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174594009406668,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0545020688925551,0,0.318837575987304,0,0,0,0,0,0,0.182513927409103,0,0.0847651246585779,0,0,0,0,0,0.196699375813899,0,0,0,0,0,0,0.040954109311645,0,-0.011655458502483,0,0,0.0756798445082132,0,0,0,0,0,0,0,0,0.0683006192117952,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.0210325840011211,0,0,0,0,0,0,0,0,0.413718643106049,0,0,0,0,0,0,0,0,0,0.0529784871734491,0,0,0,0.129785431578302,0,0,0,0,0,0,0,0,0,0,0.0833123517033475,0,0,0.0595002586455015,0,0,0,0,0,0,0,0,0,0.260757858902234,0,0
X1299.HK.EQUITY,0,0,0,0,-8.67361737988404e-19,0.0197176884600177,0,0,0,0,0,0,0,0,0,0.0305201021900193,0,0.178045941685306,0.0698239542366626,0,0,0.0921025444755344,0,0,0,0,0,0,0.130846352423695,0,0,0,0,0.237375529654133,0,0,0,0,0,0,0,0,0,0.0228399666639558,0,0,0,0.20860105757337,0,0,0,0
X5.HK.EQUITY,0,-0.190142907394417,0,-0.0923347043362962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22389388111212,0,-0.79475310800158,0,-3.46944695195361e-18,0,0.486606744812526,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413210920514954,0,0,0,0,0,0,0,0,-0.104444966001839,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.211930627348218,0,0,0,0,0,0,0.0493641961495141,0,0.286214569096615,0,0,0,0.127410242944372,0,0,0,0.090258308432198,0,0,0,0,0,0,0.0410631117103282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0359550595646006,0
X601658.CH.Equity,0,0,-0.204292682542989,0.303529028769698,0,0,0,0.116327875034973,0.0410343987998777,0,0,0,0,0,-0.234337499232862,0,0,0,0,0,0,0,0,0,0,0,0,0,0.704663565694032,0,0,0,0,0,0,0,0.00479386871699377,0,0,0,0,-0.100653413632452,0,0,0,0.620937368895719,0.0463718620648883,0,0,-0.109169163348571,0,0
