,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.267228890558871,0.132423701429049,0,0,0,0,0,0,0,0,0,0,0.183241252665301,0,0,0,0,0,0,0,0,0,-0.311014237311786,0,0,0.905509321028941,0,0,-0.186697197879595,0,0,0,0,0,0,0,0,0,0.0213359461836137,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.243202799733625,0,0,-8.67361737988404e-19,0,0,0,0.127126070629031,0.106864167881741,0,0,0,0,0.111292489989043,0,0,0.0402498321349736,0,0,0,0,0,0,0,0,0,0,0,0,0.116064803391967,0.0761011368955284,0,0.265916781117536,0,0,0,0,0,0,0,0,0,0,0,-0.111849164817791
X601939.CH.EQUITY,0.288841816596545,0,0,0,0.115369112232872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160302877128983,0,0,0,-0.124845445021876,0,0,0,0,0.46870652813297,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.554006505878772,0.216751618562824,0,0.422847510190327,0,0,0,0.43391505854214,-0.149347067509061,0.138342348905819,0,0,0,0,0,0,-0.228788841806341,0,0,0,0,0,0,0,-0.60929237013258,0,0,0,0,0,0,0,0,0,0,0,0,0.119656879949817,0,0.161433635724634,0,0,-0.110438706686009,0
X5.HK.EQUITY,-0.0289428360006408,-0.0713931357616892,0,0,0,0.0733608724578962,0,0.00718641868864791,0,0,0,0,0,0,0.0908771866279128,0.0582350142679625,0,0,0,0.844836761800217,0,0,0,-0.190687017763343,0,0,0.0691968742553652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137159370469157,0,0,0,0,0.112809863780119,0,0,0
X601988.CH.EQUITY,-0.293310227659218,0,0,0,0.416316944552787,0,0,0,0,0,0,0,0,0,0,0,0,0,0.649993792284196,0,0,0,-0.0990783526970437,-0.0461852919164134,0,0,0,0,0,-0.446050074894979,0,0,0,0,0,0,0,0,0,0.147213251006152,0,0,0,0,0,0.0978477817341856,0,0,0,0,0
X600036.CH.EQUITY,0,0.279831658811191,-0.0695705665609074,0,-0.0776869327831249,0,0,0,0,0.685917669767728,0,0,0,0,0,0.105810823566871,0,0,0,0,0,0,-0.0732682575003267,0.314159283618696,0,0.128097969272208,0,0,0,0,0,0,0,-0.246633336300083,0,0,0,0,0,0,0,0,0.0060720665233417,0,0,-0.0803316245768588,0,0,0,0,0.0391560072469818
X1299.HK.EQUITY,0,0,0,0,0.278295032493951,0,0,0,0,0,0,-0.0670105458199653,0,0,0,0,0.021182560387251,0,0,0,0,0,0,0,0,0,0.169087699664128,0,0.101605795453388,0,0,0,0.117262030592668,0,0,0,-0.0139885710733276,0,0,0,0,0,-0.0987164976149597,0,0,0,0,0,0,0,-0.0161716842736968
X601628.CH.EQUITY,0,0.0579862731466454,0,0,0,0,0,0,0,0,0.158470991449842,0,0,0.385763266942613,0,0,0,-0.00786257555859081,0.000159942468286695,-0.0178288911316,0,0,0,0,0,0,0,0,0,0,-0.0662135821509572,0,0,0,0,0.109443443966127,0,0.135925786806528,0.065339307633707,0,0,0,0,0,0,0.0417305103788556,0,0,0,0,-0.10767100435713
X601328.CH.EQUITY,0,0,0.0225235640232026,0.0313443166467703,0,0,0.53833045412857,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144793710317789,0,0,0.249780495136871,0,0,0.226785649391551,0,0,0,0,0,0,0,-0.156529866986898,0,0,0,0,0,-0.0145969879549619,0.109764115915684,0,0,0,-0.14401926150473,0,0,0,-0.042096581807306,-0.171841217042199
