,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,1.0842021724855e-19,0.128116914501134,0,0,0,0,0,-0.0231525024557429,0,0,0,0,0,0,0,0,0,0,-0.156462138097698,0,0.0346709408405982,0.575272626936652,0,0.463826197904345,0,-0.240250791487841,-0.0892398475846069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0746867960391901,-0.0282560943575537
X601318.CH.EQUITY,0,0,0,0,0,0.191084649889912,0,0,0,0,0,0,0.0397479704423835,0,0,0,0.108210157188971,0,0.0295679026847614,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.154028623370002,0,0.148845384786864,0,0,0,0,0.0663752967978646,0.143486935525254,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011564717236282,0.0220977027655216
X601939.CH.EQUITY,0,0.0541256558949268,0,0.786576920571563,0,0,0.00495566666632631,0,0,0.0413364689223501,0.0598479476730084,0,-0.0491407189284841,0,0,0,0.0766352912426219,0,0,0,0,0.0040848210291065,0,0,0.0418952193892028,0,0,0,0,0,0,0,0,0,0,0,0.0812778361819134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.895967955409155,0,-0.0259004480921244,0,0,-0.087182778873291,0,0.014047320973597,0,0,0,0,0,0.0143851881855545,0,0,0,0,0,0,0,0.12287257371987,0.0992705532563501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0183977406904076,-0.132722870580884,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0275931919263567,0.312161771999929,0,0.262023385103679,0,0,0,0,0,0,0.464720213814129,0,0,0,0,0,-0.0698504613927993,0,0,5.55111512312578e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129605920695927,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0.329942585626855,0,0,0,0,0.0590922785699323,0,0,0,0,0,0,0,0.0298546433616226,0.172977603766303,0,0,0,0,0,0,0,0,0,0,0.0452069146152161,0.182062214243676,0.103610550887968,0,0.0147043803650291,0,0,0,0,0,0,0,0,0,0,0,0.0387452949704797,0,0,0.0250279386631553,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0685112415567483,0,0,0,0,-0.0537043135695244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0715508984448982,0,0,0,0,0.0024132525069976,0,0,0,0,-0.0224775669768814,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,-0.133100242527883,0,0.998091857996465,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.0233354507021088,0,0,0,0,0.237937946065498,0,0,0,0,0,0,0,0,0,0,0,0,0.296535284598118,-0.00351837342551756,0,0,0.0784432961324951,0,0,0,0,0,0.217607730691328,0,0,0,0,0.0217281600422739,0.0185963188228056,0,0,0.0743368414644708,0,0,0,-0.0270168291631751,0,0,0,0.137030542776715,-0.0528968393405474,0.0245879335388309
X5.HK.EQUITY,0,-0.169803863193608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.424386582784284,0,0,0,0,0,0,0,0,-0.0970494884524762,0,0,0,3.46944695195361e-18,0,0,0,0,0.104936447366567,0,0,0.101073355067504,0,-0.201846445036515,0,0
X388.HK.EQUITY,0,0,0,0,0.140109127542161,0,0,0,0,0,-0.0716090092651431,0,0,0,0,0.0473335926009166,0,-0.00806354939980736,0,0,0.112485453955411,0,0.214875622574137,0,-0.0589146289499257,0.0681503657575722,0,0.203507512029652,0,0,0,-0.0226146438922711,0.221609878468884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.178660477257136,0,0,0,0.340606440034677
