,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X688.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.123819393099316,0.228322698523209,0,0.0519823215107941,0.0178333512480135,0,0,0,0,0,0,0,0,0,0,0,0.348753209589724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116422997496885,0,0.0566040930386421,0,0,0,0,0.115994933379524,0.0568100798759734,0,0
X601318.CH.EQUITY,0,0,0,0,0.0112403714622864,0,0,0,0.139723273196024,0,0.0789557988460305,0,0,0.0543747067378218,0,0,0,0,0.107067919112893,0,0.224663639634445,0,0,0,0,0,0,0.069269809172046,0,0,0.0584229145203662,0,0,0,0,0.107591899330552,0,0,0,0,0,0,0,0,0,0.0231254946724584,0,0,0,0,0,0.076333860375564
X601939.CH.EQUITY,0.172851874662586,0,0,0.412556409124308,0,0,0,0,0,0,0.123655916471857,0,0,0,0,0,0,0,0,0.144374714853116,0,0,0,0,0.0987079401545101,0.239752987692975,-0.0797854245410832,0.0170687706876496,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0243213036254917,0,0,0,0,0,0,0,0,0,0.0204011253951929
X601288.CH.EQUITY,0.219580619466283,0,0.0197439955796989,0,0,0.0511472793520024,-0.0538140292777766,0.326929061990893,0.0365977524290313,0,0,0,0,0,0,0.140882164813339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179610367820474,0,0,0,0,-0.0771188957941706,0
X600036.CH.EQUITY,0,0.143850774442324,0,0,0,0.0709957002119185,0,0.127876168104177,0,0,0,0,0,0.184726508729383,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0.317587771752187,0.0520793917067218,0,0.0226334688270495,0,0,0,1.73472347597681e-18,0,0,0,0,0.0794364499328856,0,0,0,0,0,0,0,0,0,0,0.0191791720720907
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.142807323343926,0,0,0,0,0,0.110555419486261,0,0,0,0,-0.0801822826333518,0,0,0.0286276341150409,0.216385459107674,0,0.0783153820589951,0,0,0.50558424769905,0,0,-0.020881359842129,0.0733345036779061,0,0,0,0,0,0,0,0,0,0.0736928649964337
X1299.HK.EQUITY,0,0,-0.189432564060971,0,0,0,0,0,0,0.146058181566055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581226860222105,0,0,0.0151325265566829,0,0,0,0,0,0,0,0,0.0224887101486346,0,0.207225399601776,0.250042824138215,0.0819958065210006,0.194021394529209,0.101750298513042,0,0,0,0,0,0.0753972737990961,0
X601988.CH.EQUITY,0.0327334516087192,0.019711685748733,0.0496055591644585,0.176928525767258,0.364503979775991,0,0,0,0,0,0,0,0,0,0,0.197913607441914,0,0,0,0,0,-0.0087491298346199,0,0,0,0,0,0.0768900608336492,0,0.0187906602861132,0,0,-0.118280628278783,0,0,0.295655734287882,0,0,-0.0757721234068874,0,0,0,0,0,0,0,0,0,0,0,0.0457190843125565,0
X5.HK.EQUITY,0,0.00570264021302042,0,0,0,0,0,0,0,0,0,0,0,0.0938224913342977,0.0327843485531947,0,0,0,0,0,0,0,0.102185461418991,0.00454089511754831,0,0,0.0208831106429206,0,0,0,0,0,0,0,0,0,0,0,0.460014268186418,0,0,0.235385275141744,0,0.16225038477415,0,0,0,0,0,0,0.00796577551478476,0
X388.HK.EQUITY,0,0,-0.21748387107381,0,0,0,0.18958797648952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403619442155751,0,0,0,0,0,0,0,0,0.0701527015545687,0,0,0,0,0,0,0.174022702752229,0,0.0767344997724698,0,0,0.132614031455249,0,0,0,0,0,-0.0554047565295188,0
