,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.279474255326962,0,0.257478667358039,0,0,0,0,0.0595746472330878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0890878697066305,0,0,0,0,0,0,0,0,0,0.00287054560345895,0,0,0,0.0836084239236645,0,0.0833314770223348,0,0,0,0,0
X601318.CH.EQUITY,0.118976962527232,0,0,0,0,0,0,0,0.182634392035483,0,0,0,0,0,0,0,0.165495754892695,0,0,0,0,0,0,0,0.0752187512438862,0,0,0,0,0,-0.0516990059304147,0.153122575675322,0,0,0.148600440771385,0,-8.67361737988404e-19,0,0,0,0.0457796114638469,0,0,0.027781981204331,0,0,0.0551800958899158,0,0.135259187629652,0,0,0
X601939.CH.EQUITY,0.219539472370196,0,0,0,0,0,0,0,0,0,0,0.0189534076343024,0.265524134868746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0423630876329004,0,0.199797990108319,0,0,0,0,0,0,0,0,0.182103701799483,0,0,0,0.0410474630514834,0,0,0,0,0,0
X601288.CH.EQUITY,0.287448718181529,0,0.0917803150387425,0,0,0.274382814676289,0,0,0,0,0,0,0,0,0.0533920873527966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175826177152014,0,0,0,0,0,0,0.113305019723471,0,0,0
X5.HK.EQUITY,0.0259535928116671,0,0,0,0,0,0,-0.0463513409229238,0,0,0,0,0,0,0,0,0,0,0.386542934628214,0,0.130388946705432,0,0,0,0,-0.0877414986286009,0,0,0,0,0.58058532195666,0,0,0,0,0,0,0,0,0.0582446090129487,0,0,0,0,0,0,0,-0.172306016787181,0,0,-0.0306259331252113,0
X601988.CH.EQUITY,0.445101100675839,-1.73472347597681e-18,0,0,0,0,0,0,0.0137983282899827,0,0,0,0,0,0,0,0,0,0.0701621603624645,0,0,0,0.0258229544902496,0,0,0,0,0,0,0,0,0,0.160823511475572,0,0.0234962829311165,0,0,0,0,0,0,0,0,0,0,0,0,0.241682487596404,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.225263285496377,-0.0262366067867888,0,0,0,0,0.0958331080391973,0,0,0.54943920322793,0,0,0,0,0,0,0,0,0,0,0.0391824767929617,0,0,0,0,0,0,0.0588486350206952,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-0.031905671413559,0,0,0.0357327121773997
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0735919573848048,0,0,0,0.413774939493958,0,0,0,0.115530203665847,0,0.0512100063658186,0,0,0,0,0,0,-0.033697698781313,0.397776705322015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.219689198620069,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.0249905647623287,0,0,0,0,0,0,0,-0.0797757086661397,0,0.0187149868605301,0,0.199302821172708,0,0,0,0,0,0.254502554187618,0,0,0,0,0,0.0567265696134867,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0821029848715807,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.105441297175236,0,0,0,0.275272773245144,-0.265775529336989,0,0.208243224240793,-0.258619718608122,0,0,0,0,0,0,0,0.527274177073686,0,0,0,0,0,0,0,0.0585398204567174,0,0,0,0,0,0,0,-0.067291608873113,0,-1.07978925117281,0,0,0,1.34480571002176,-0.183101689471797,0,0,0,0,0,0
