,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.113010565296003,0,0.0508494878669437,0,0,0,-0.0756023127588121,0,0,0,0.496007227559735,0,0,0,-0.072206690388447,0,0,0,0,0,0,0,0,0,0,0,0,0.0561454820243014,0,0,0,0,0,0,0,0.0887718852962682,0,0,0,0,0,0.216245359920762,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,-0.0577251556120932,0,0.127409829464888,0,0,0.122796362508386,0,0.100651408183764,1.38777878078145e-17,0,-0.101425987008296,0.111035935372724,0,0,0,0,0,0,-0.0703556059820387,0,0,0,0,0,0,0,0,0,0,0,0,0.163229972852378,0,0,0,0,-0.222106037339689,0,0.315845447398587,0.175011610483557,0.1716482386224,0,0,0,0,0,0.228623080872824,0,0
X601939.CH.EQUITY,0.337114110881892,0,0,0.288728035738544,0,0.0969842135729003,0,-0.0381364460210949,0,0,0,0,0,0,0.14082643934615,0.0375659971283569,0,0,0,0,0,0,0,0.0696595729258399,0,-0.0741619804333861,0,0,0,0,0,0,0,0,0,0,-0.0981955863081671,0,0,0.320402833744226,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0
X601288.CH.EQUITY,0.419654321694303,0,0.104752136854446,0,0,0.208587512575781,0,0,0.0736939224295878,0,0,0,0,0,0,-0.0472001016043718,0.0573889095301651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160005709377927,0,0,0,0,0,0,0,0,0.176731853682646,0,0,0
X5.HK.EQUITY,0,0,0,0.250751073391284,0,0.109637450259536,0,-0.334994727649687,0,0,0,0,0.0549252008445118,0,0,0,0,0,0,0,0.471334246377718,0,0,0,0,0.399193654497774,0,0,0,0,0,0,0,0.0353774236967635,0,0,0,0,0,0,0,0,0,0,0,0,0.203951431260887,0,-0.106655349956567,0,0,0
X601988.CH.EQUITY,0.164537446069169,-4.33680868994202e-19,0.258528486690308,0.0372781743464712,0,0,0,0,0.111843597421806,0,0.12579174889227,0,0,-0.222816275384044,0,0,0,0,0,0,0,0,0.0482741508500946,0.197369974010412,0,0,0,0.0316192716098023,0,0,-0.0513312827070463,0,0,0,0,0,0.0325916545543063,0,0,0,0,0,0,0.114885517772137,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.144012813876757,0,0,0,0,0.162464077087933,0,0.338402142814798,0.100910435384089,0,0,0,0,0.142800632485536,0,0,0,0,0,0,0,0,0,0,0.0976494932061534,0,0,0.0311458253587188,0,0,0,0.0897326986097791,0,0.0109190626856251,0,0,0,0,0,0,0.00944050254601104,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0282730811486619,0,0,0,0.179918990824132,0,0,0,-0.144994667005528,0,0,0,0,0.295989971956865,0.304614841113343,-0.060875422846676,0,0,0,0,0,0.146130570885853,0,0,0.0865011529603452,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00797586429900939,0,0.0863300774162558,0,0,0,0,0.0253799355086768
X601628.CH.EQUITY,0.25781003014281,0.225085073539884,0,0,0.0199044656808688,0,0,0,0,0,0.0208312811729367,0,0,0,0,0,0,0.00292281416376626,0,0,0,0,0,0,0,0,0,0.0426417080940539,0,0,-0.00395545790726516,0,0,0,0,0,-0.026060514389933,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0313971322727746,0,0,-0.164582649653937,0,0.152942736584182
X601658.CH.Equity,0,0,0,0,0,0,-0.0609941527832623,0,0.10132830235855,0,0,0,0,0,0,-0.173427334463102,0,0.0631243961466871,0,0,0,0,0,0,0,0,0,0,0,0,0.0885119143696687,-0.0624416092863332,0,0,0,0,0,0.0520580251277387,0,0,0,0,0,0,0,0,0,0,0,0,0,0
