,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.166992033945869,0,0,0,0,0,-0.192224056569465,0,0,0,0,0,0,0,0,0,0,-0.0220940230836645,0,0,0.384563023181314,-0.0313561295543849,0,0,0,0.430699390032354,0,0,0,0,-0.0693877252063688,0,0,0,-0.0344534319027437,0,0,0,0,0,0.0233521611684964,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,1.0842021724855e-19,0,0,0,-0.0146774917792577,0,0,0,0,0,0.160958331604827,0,0,0,0.34811241603799,0,0,0,0,0,0,0.0217087560458633,0,0,0,0,0,0,0,0.206065209385994,0,0,0.0809749614686537,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161853656897787
X601939.CH.EQUITY,0,0,0,0.764709593121969,0,0,0,0,0,0,0.11685260365651,0,0,0,0,0.101695306343411,0,0,0,0,0,0.00591851830982008,0,0,0.01115525103607,0,0,0.0681671249492749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.946274918909247,0,-0.0368891530169189,0,0,-0.0324716467842962,0,0,0,0,0,0,0,0,0,0,0,0,0.0789042442633218,0,0,0,0,0.0717864757233491,0,-3.46944695195361e-18,0,0,0,0.0496815099860664,0,0,0,0,0,0,-0.058708294766302,-0.00319517695593916,0,-0.0872609227743969,0,0,0,0,0,0,0,0,0,-0.047265726399405
X601628.CH.EQUITY,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.243171761110248,0,0,0,0,0,0,0,0,0.445580966454185,0,0,0,0,0,0,0,0,-0.0559497809479718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105129902058167,0,0.373783538572978,0,0,0,0
X600036.CH.EQUITY,0,0,0,0.371042193085552,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157717813517616,0,0,0,0,0,0,0,0.160521446347305,0,0,0,0,0,0,0,0,0,0,0,0.0563121874528788,0,0,0,0,0,0,0.0493757719219875,0,0,0,0,0.0296413672203756,0,-0.0116928260132315
X601988.CH.EQUITY,0,0,0,0.0587988466622807,0,0.0230454614240284,0,0,-0.0624512996903278,-0.00901180485444986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0706312450432425,0,0,0,0,0,-0.0272419279915486,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.128470766992663,0,1.00102154489762,0,0,0
X1299.HK.EQUITY,0,0.032551316373294,0,0,0,0,0,0,0,0.201639684784581,0,0,0,0.182959220985831,0,0,0,0,0,0,0,0,0.313369371203554,0,0,0,0,0,-0.0562873736275666,0,0.045931581714465,0,0,0,0,0,0.0649509734402465,0.071785678778221,0,0,0,0,0.16313105634207,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0634454415508474,0,0,0,0,0,0,0,0,0.031128029242454,0,0.531674223551283,-0.109430601820435,0,0,0,0,0,0,0.0557015404250018,0,0.137791593653481,0,0,0,0.185809640957881,0.201735189873698,0.284705218349926,0,0,0,0.339626437567475,0.0829402816933799,-0.103998899261571
X388.HK.EQUITY,0,0.212730786424567,0,0,0.170903768608024,0,0,0.0421779657721995,-0.0550139680531772,0,0,0,0,0,0,0,0,-0.0727537318617495,0,0,0.0372903463565313,0,0.178695223186658,0,0.135883112318473,0,0,0,0,0,0,0,0,0,0,0,0,0.232633947500749,0,0,0,0,0,0,-0.14577741134382,0.091840320102861,0,0,0,-0.0719084703862447,0,0.230213041487388
