,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0.206090945981279,0,0,0,0.036530315482346,0.654639629463063,4.21589279305263e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0913331651790567,0.0764791272023175,-6.93889390390723e-18,0,0,0,0,0,0.114500135618616,0,0,0,0,-0.142196674794948,0,0,-0.214127657765251,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.152471514351334,0,0.0833843449036425,0,0,0,0,0.199101487321915,0.0256529785280289,0,3.46944695195361e-18,0,0,0,0,0.0676759111112157,0,0,0,0,0,0,0.0521181575369457,0,0,0,0,0,0,0,0,0,0,0.440788620251428,-0.0783710554293438,0.00766521295344894,0,0,0,0.0514939212913165,0,0,0,0,0
X601939.CH.EQUITY,0.201612540627732,0,0,0,0,0,0,0,0,0.00664744887209629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.430202388451404,0,0,0,0,0,0,0,0.114847286413021,-1.73472347597681e-18,-0.0495248457731361,0,0,0,0,0
X601288.CH.EQUITY,0,0.0305615640689808,0,0,0.0847416856201729,0,0,0,0.0383428059037076,0,0.0769258399697824,0,0.0383927507762438,0,0,0,0,0,0,0.00579348465611802,0,-0.0733061198334368,0.376764458600126,0,0,0,0.0864948944874417,0,0,0,0,0,-0.0439506539848934,0,0,0,0,0,0,0.186190301644635,0,0,0,0,0,0,0,0.0984592094900263,0,0,0
X5.HK.EQUITY,-0.0278262131571798,-0.151296277760573,0,0,0,0,0,0,0,0,0,0,0,0,0.0390117831827835,0,0,0.0757839884140726,0,0,0.317660228744523,-0.0764408892011912,0,0.540559450940201,0,-0.0752462302340787,0,0,-0.0406652503464759,0,0,0,-0.0442330254638821,0,0,0,0,0,0,0,0,0.157648471831808,0,0,0,0,0,-0.178311515035821,0,-0.201680361521254,0
X601988.CH.EQUITY,0.253813734683311,0,0,0.507111758870616,0,0,0,0,0,0.0892793511855492,0,0,0.101912934888776,0,-0.0210039312333835,0,0,0,0,0,0,0,0.0401156790085919,0,0,0,-0.101485543007661,0.0587160111789357,0.0184309835996958,0,0,0,0,0,0,0.0764950096529704,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0135516061406724,0.0601794701937634
X600036.CH.EQUITY,0,0.654132987565209,0.0435187417389621,0,0,0,0,0,-0.0510532634738934,0,0,-2.77555756156289e-17,-0.112914269938747,0,0,0,0,0,0.180603999760336,0,0,0,0,0,0,0,0,0,0.0592706417340392,0,0,0,0,0,0,0,0,0,0,0,0,0.266170371478973,0,0,0,0,0.0144126021638431,0,-0.115848253858506,0,0.140628654303539
X1299.HK.EQUITY,0,0,0.00504533589986546,0,0,0,0,0,0,-0.0458098220241496,0,0,0,-0.136768385084059,0,8.67361737988404e-19,0,0.0300568839049969,0.0550807881778811,0.192699054936638,0,0.406162635145964,0,0.182610071811106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.212027098449241
X601628.CH.EQUITY,0,0.141672231623287,0,0,0.0446220153285373,0,0,0,0,0.0369833413193276,0,0,0,0,0,0,0.238749524236235,0,0,0.0581624908939562,0,0.0963805191048266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162331892581346,0,0.101421965274056,0,0,0,0,0,0,0,0,0,0,-0.00611664007724263
X601166.CH.EQUITY,0,0,0,0.0359615841119029,0,0.280204512493802,0,0,0,0,0,0,0,0,0,0,0.32269901386355,0,0,0,0,0,0,0,0,0,0,0.244333082230987,0,0,0,0,-0.058381503969269,0,0,0.310180002321948,0,0,0,0,0,0,0,-0.0469735191049203,0,0,0,0,0,0,-0.151115188555841
