,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X601881.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.0753425442603248,0,0.658633697187648,0,-1.73472347597681e-18,0,0,-0.0220755649401041,0,0,0,0,0,0,0.00149191484267499,0,0.117520640970655,0,-0.00107520933417568,0,0.0141709995253281,0.0220636117350596,0,0,0,0,0,0.0513134916151933,-0.0168892401034013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237649378213866,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0156800982331073,0,0,0,0.182861245948314,0,0,0,0,0,0.334235737637089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187958128806862,0,0,0.0905867876461676,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144207134719336
X601939.CH.EQUITY,0,0,0,0,0.266982282246432,0,0,0,0,0.0770153417808833,0.120855385327301,0,0,0.00818658076524065,-0.0120750513858478,0.199004745734776,0,0,0.240626743323552,0,0,0,0,0,0,0,0.0292492382321697,0,0,0,0,0,0,0,0,0,0,0,0.103480087971075,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0186970576654148,0,0,0.252983369864324,0,0,0,0,0.165639747669315,0,0,0,0.23247096466368,0,0,0,0,0,0,0,0,0,0.0247749690517991,0,0,0,0.192822456642684,0,-3.46944695195361e-18,0,0,0,0,0,0.0862783056617275,0,0,0.104486263667103,0,0,0,0,0
X601288.CH.EQUITY,0.446850222701223,0.0103609679862868,0,0,0,0,0,-0.024437040295021,0,0,0,0,0,0.0633218213950169,0,0,0.0761428626994992,0,0,0.0931982356652538,0,0,0,0,0,0,0,0,0.0702734363858773,0,0,0,-0.0386879353908063,0,0,0,0,0,0,0,0,0.0564623842579928,-0.0557841910018486,0,0,0,0,0,0,0.271499717493786,0,-0.0505016179868156
X600036.CH.EQUITY,0.0113750252049153,0.205203740409628,0,0,0,0,0,0,0,0,0,0,0,0.276444831324621,0,0,0,0,0.100034674942646,0,0,0,0,0,0.00780887779885845,0.24871757671167,0,0.0873975753656615,0,0.0733102979224221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0.263496947019973,0,0,0,0,0,0,0,0,0,-0.0550266763989286,0,0,0,0,0,0,0,0,0.0481202046474363,0,0,-0.0927232141431828,-0.028502563707997,0,0,0,-0.165553935212084,0,0,-0.0226959750387644,0,0,0,0,0,0,0,0,-0.0168747860645399,0,0.0326807125429772,-0.0130807541125734,0.948353368059679,0,0.0923248406328236,0
X1299.HK.EQUITY,0,0,-0.140792864640981,0,0,0,0,0,0,0.310238722972575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105502563482271,0,0.223653838389975,0.0376286991965986,0,0,0,0,0,0,0,0,0.0887138702250962,0.15390629187236,0,0,0,0.0159254561372278,0.102256446824124,0,0.0816432010145776,0,0,0.0305068968655732,0,0,0,-0.0596654527855298
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.229901193064668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543304516496527,0,0,0.356207172015525,0.136988882212978,0,0,0,0,0,0,0.0677770204719285,0,0,0,0,0.167100579584319,0,0.341282333847709,0,0,0,0,-0.0660166198590879,0,0
X388.HK.EQUITY,0,0.0703253389257329,0,0.130527714405472,0,0,0,0.0288015626606803,0,0,0,0,0,0,0,0,0,0,0,0,0.060535525080038,0.0502734983557919,0,0,-3.46944695195361e-18,0,0,0,0,0,0.151963576506805,0,0,0,0,0,0.0607748359103428,0.134120925713887,0.244192614197605,0,-0.234869667915706,0,0,0,0.0176866280673287,0,0.316826320525557,0,0,0,0,0
X601658.CH.Equity,0.13604014977214,0.0744506000207622,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.233234442008252,0,0,0,0,0.0502274996110483,0,0,0,0,0,0,0,0.11828885258103,0,0.0519454450854474,0,0,0,0,0,0.126606505204607,0,0.080845610237241,0,0,0.0876800056434732,0,0,-0.130886272289814,0,0,0.0526523613033455,0,0,0,0,-0.014878128406067,0
X601166.CH.EQUITY,0,0,0,0,0,0,0.127515655574304,0,0,0,0,0,0,0.0669841169696689,0,0,0,0.0175319096718112,0,0,0,0,0.361505619184046,0,0.0689979075871583,0,0,0.0251816372197137,0,0,0,0,0,0,0,0,0.0456016018371178,0,0,0,0,0,-8.67361737988404e-19,0.0222732980600381,0,0,0,0,0.219758954718854,0,0,0
X600030.CH.EQUITY,0,0,0.0124449626234226,0,0,0,0,0,0,0,0,0,0,0,0.453069975133238,0,0,0,0.0107193119990033,0.136988111522137,-0.018305925185316,0,0,0,0,0,0,0,0,0,0,0,0.000812448737101554,0.21354563672415,0,0,0,0,0.191136909706579,0,0,0,0,0,0,0,-0.056059807002495,0.118855361582627,0,0,0,0
X000001.CH.EQUITY,0,0,0.00940734789975943,0,0.193431701600081,0.56905711930061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126610491632513,0,0,0.105515363513614,0.10860768278246,0,-0.0437155660109819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.250314461570898,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.729106926382692,0,0,0.0572734037003301,0,0,0,-0.0633290947807665,0,0,0,0,0.0573338765946168,0,0,-0.0265675689586564,0,0,0,0,0.0391183628159592,0,0,0,-0.0159803906086224,0,0.105104640444018,0,0,0,0,0,0,0,0,0,0,0,0,0
