,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.14290839587984,0.145960646774895,0,0,0,0,0,0,0,0,-0.0373385910520149,0,0,0,0,0,-0.00719475929694591,0,-0.129720149381457,0,0,0.00948560990619337,-0.203326999210789,0,0.0569399307144853,0,0,0.634247666330155,0,-0.0426348135055162,0.0552612424593947,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.153329291576454,0,0.115970494779758,1.73472347597681e-18,0,0,0,0.0267815953975875,0,0.000229345023172629,0,0,0,0.0676399671316465,0,0,0,0,0.0812243350263453,0,0,0,0.0271108304553683,0.0326477802839117,0.0558014437462954,0,0,0,0,0,0.342546550346063,0,0,0,0,0,0.0808084781671722,0,0.0368611002423256,0,0,-0.0715742584920916,0,0,-0.0340604995348931
X601939.CH.EQUITY,0.286133941414675,0,0,0,0.0442222799073694,0,0,0,0,0,0,0,0,0,0,0,0,0.207435139149032,0,0,0,0,0,0,0,0,0,0,0,0.064145263207698,0,0,0,-0.279618514435673,0,0,0,0,0.0091436537251416,0.458382408023024,0,0,0,0,0,0,0,0,0,0,0.00508319089265362
X601288.CH.EQUITY,0,0,0,0,0,0,-0.0109235361563415,-0.27584730721255,0.219034013460718,0,0.402300470219516,0,0,0,0.119546347540535,0.103486148968067,0,0,0,0,0,0,-0.0558635900644219,0,0,0,0,0,0,0,0,0,-0.587765007603581,0,0,0,0,0,0,0,0,0.238055526739586,0,0,0,0,0,0,0.0737221625155513,-0.085444611200231,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.458045834803564,0,0,0.490062590441357,0,0,0.05619829552465,0.0649330131525031,0,0,0,0,0,-0.038844877113701,-0.0422071756398241,-0.232715734778048,0,0,0,0,0,0,0,0,0,-0.153390466486234,0,0.110134640190465,0,0,0,0,0,-0.105099994301806,0,0
X601988.CH.EQUITY,-0.291272794974234,0,0,0,0.384392380470676,0,0,0,0,0,0,0,0,0,0,0,0,0.082160395111751,0,0,0,0,-0.0192259679112574,0,0.676595113598432,0,0,0,0,-0.451227140473823,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.0913817314134445,0,0,0,0,0.0947347158399185,0,0,0,-0.0588228307108873,0
X600036.CH.EQUITY,0,0.40351262018641,-0.0530225779210595,0,-0.0384759906659478,0,0,0,-0.167136265504752,0.153995120605224,0,0.493020399392327,0,0,0,0,0,0,0,-0.128981251379052,0,0,0.265192402001408,0,-0.00944471964273092,0,0,0.0587222128209486,0,0,0.15618452922796,0,0,0,0,0,0,0,0,0,0,0,0.0864652150796423,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.0518553343166477,0,0,0.190707915843908,0.0139941975104523,0,0,0,0,0,-0.0208529653303393,0,0.0236811096689498,0.12496422580969,0,0,0,0.00720063034407652,0,0,0,0,0,0,0.205118075966909,0,0,0,0.0365112228190963,0,0.0537256327780899,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.0786455286514823,0.0326841016679856,0,0,0,0,0,0,0,0,0,0.386166819265423,0,0,0,0,0,0.0159871785502189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0851367072018052,0.212393985410546,0,-0.0550703740150447,0.0185235473489704,0,0,0,0,0,0.0144560046478094,0,0,0,0,-0.196991617460683
X601328.CH.EQUITY,0,0,0.0227216763408807,0,0,0,0.0808669757883131,0,0,0,0,0.330512667056418,0,0,0,0,0,0,0,0,0,0,0.263446365797751,0,0,0.100099136774229,0,0.0539718253916525,0,0,0,0,0,0,0,0,0,-0.223331658772508,0,0,0,0,-0.0823940922201193,0.149930267243545,0,0,0,0,0,0,-0.36741433131909
