,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0.144712385553253,0,0,0,0,0.0981864505302294,0,0,0,-0.0611522064386657,0,0,0,0,0,0,0,0,0.240814670142279,0,0.0130116854919772,0,0,0,0,0,0,0,0,0,0.0434568060883528,0,0,0.118623631343228,0,0,0,0,0,0,-0.0579832717831947,0,0,-0.11695374028908,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.149201393800919,0,0.0784597617579727,0,0.281408629414127,0,0,-0.0293579205081663,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0808754003217,0,0,0,0,0,0,-0.260868073881236,0.32611798467477,0,0.181050424739425,0,0,0,0,0,0,-0.0442069091572472,-0.0245661734845217,0
X601939.CH.EQUITY,0.31932119435832,0,0,0,0.0817408830265818,0,0,0,0,0,0,0,0,0.153164761165788,0,0,0,0,0,0,0.0737185840907547,0,0,0,0,0.150945011417052,0,0,-0.00513412805037001,0,0,0,0,0.108215852222617,0,0,0,0,0.0414123844269686,0,0,1.73472347597681e-18,0,0.112540480557806,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.211448027504797,0.0654713233744606,0.0928216097140614,0,0.0283942973291597,0,0,0,0.0274864790614033,0,0,0,0,0,0,0,0,0,0,0,0.0836438304168136,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0279490449873556,0,0,0,0.188408217979309,0,0,0.271627176788214,0,0,0,0,1.73472347597681e-18,0.147427542126362,0,0,0
X5.HK.EQUITY,0,-0.154542529835107,0,0.383855561101999,0,0,0,-0.258653802286809,0,0,0.0218489439726365,0,0,0,0,0,0,0,0,0.11320743918849,0,0,0.514913132682806,0,0,0,0,-0.0525363238462604,0,0,0,-0.117593115681681,0,0,-0.103367079568244,0,0,0,0.0218137766985345,0,0,0,0.1748326947909,0,0,0,0,-0.157425920114504,0,-0.119175910874957,0
X601988.CH.EQUITY,0,0,0.0124637043960382,0.282749915479563,0,0,0,0,0.0476702228946755,0.117946397498681,0.377762116239974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399849393235034,0,0,0,0,0,-0.148146956078081,0.0353069632860618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163457831707758,0,0.201790203743766
X600036.CH.EQUITY,-0.126348857148737,0.235934952180899,0,0,0,0,0,0,0,0,0,0.11122422303945,0,0.200633657851643,0,0,0,0,0.131787675982818,0,0,0,0.106036901337367,0,0,0,-0.030458398726689,0,0,-0.0871959614439193,0,0.334250423427889,0,-0.0703433019817072,0,0,0.105658889095718,0,0,0.0829805378462631,0.040179671810331,0,0,0,0,0,0.0917006188798666,0,0,0,0
X1299.HK.EQUITY,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,-0.0241810225296974,0,0,0,0.0833960134309707,0.156808534517029,0,0.2271920988959,0.105074925836225,0.0583427888688467,0,0,0,0,0,0.175565045070687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0634265651558842,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259936803201212,0,0,0,0,0,0,0.155056431732756,0,0,0,0,0,0,0,0,-0.000677965385083237,0,0.11086683745653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.106857905483047,0,0.143374059577882,0,0,0.00397863652278316,0,0,0,0,0,0,0.200558433099756,0,0,0,0,0,0,0,0,0,0,0.1060066576374,0,0,0,0,0.370418166193809,0,0.143741926976203,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.161376221313047
