,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2801.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,X267.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.21187002108657,0.0818180118988329,0,0,0.186742434144477,0,0.0318387935202603,0,0,0,0,0,0,0,0,0,0,0,0,0.180793690420213,0,0.123475806239558,0,0,-0.00210359461594708,0,0,0,0,0,0,0,0,0,0,0,0,0.0634505698234385,0,0,0,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0.0936855250031128,0,0,0.0546016025518092,0,0.0934283963891282,0,0,0,0.202490615449788,0,0.0909953412819116,0,0,0,0,0.243275509251149,0,0,0,0,0,0,0.0224200218997097,0,0,0,-0.153407359084872,0,0,0.119309880553211,0,0,0,0,0,0,0,0,0,0,0,0.0753664121900428,0,0.0487963291553733,0,0,0,0,0,0,0.192504890807779
X600000.CH.EQUITY,0.0503785659386159,0,0,0,0,0,0,0.180073373988717,0,-1.73472347597681e-18,0.357663764846931,0,0,0,0,0.0797151986276291,0,0.16615734648346,0,0,0,0,0,0,0,0,0,0,0,-0.0708985984583629,-0.00502181656122077,0,0,0,0,0,0,0.0858451578388453,6.93889390390723e-18,0,0,0,0,0,0.0220526642351767,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,0.0537552212524878,0.0624490882533209,0,0,0.489822862266456,0,0,0,0,0,0,0,0,0,0,0,0,0.161962867875052,0,0,0,0.0148196338621332,0,0,0.0145971645877171,0,-0.161986088680341,0,0.0296013783302009,0,0,0,-4.33680868994202e-19,0.0240979370521436,0,0,0,0.102375346701109,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,-0.349590549512221,0.0600400395518955,0,0,0,0,0.193124145481996,0,0,0,0,0,0,0,0,0.40922295332886,0,0,-0.12589045361122,0.0940063616106724,0,0,0,0,0,0.0443935327098221,0,0,0.0978364133836527,0.0315985307473026,0,0.161894299878711,0,0,0.112719606621248,0,0,0,0,0,0,0.118965139279751,0,0
X600036.CH.EQUITY,0.189773321425873,0.196679130568972,0,0,0,0,0,0.0743992567113068,0,0,0,0,0,0.0137751983440178,0,0,0,0,0,0,0,2.16840434497101e-19,0.437961678252612,-0.022973302465008,0,0,0.0668644194963212,0,-0.0111730713021878,0,0,0,0,0,0,-0.0304062289939005,0,0,0,0,0,0,-0.0848441169708416,0,0,0,0.0749735370326149,0,0,0.220320855707842,0,0.0191754531579341
X600919.CH.EQUITY,0,0,0.0416967091660978,0,0,0,0,0.465284483381357,0,0,0.103952386107499,0,0,0,0,0,0,0.136165964709705,0,0.0282064801684896,0,0,0,0.281815475221578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.194932978205984,0.00445619633046093,0.0481294946652777,0,0,0,0.0281115686061534,0,-0.0843022533688161
X600926.CH.EQUITY,0,0.316224766705787,0,0,0,0,0.43948052074965,0,0,0,0,0,0,0.0353364690522557,0.127683795274444,0,0,0,0,0,0,0,0.00805084454569514,0,0,0,0,0,0,0,-0.0294049405510156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0572947712960656,0,0,0,0.0593388024896082,0
X601009.CH.EQUITY,0,0,0,0.105585212064163,-0.0841554204712381,0,0,0.150317561500914,0,0,0,0,0,0.386882582039466,0,0,0,0.0877498149930026,0,0.0269100476153079,0,0,0,-0.0434929020445353,0,0.0919438950439666,0,0,0,0,0,0,0,0,-0.0856289264240983,0,0,0,0.1038861274671,0,0,0,0,0.165556770326827,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.642750335007758,0,0,0,0.0253852331037997,0.066915732019088,0,0.0660626519540165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.23976518604721,0,0,0,0.149321782185541,0,0,0.104302966563217,0,0,0,0,0.0684059692607781,0,0.00902905688695783,0,0,0,0.0764218229340808,0.028230825676848,0.0350388749473158,0,0,0,0,0,0.0982391798363642,0
