,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,X000002.CH.EQUITY,X267.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0,0.309972281481755,0,0,0.248180429882711,0,0,0,0.193844238970644,0,0,0,0,-0.0243235965915937,0.11008988456234,0,0,-0.0090638867234632,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.19146501624196,0,0.0639570285247568,0,0,0,0.103698360731311,0,0,-0.196728504003332,0,0,0,0,0,0,0,-0.0614424189416492,0,0
X002142.CH.EQUITY,0,0,0,0,0,0,0,0.309429587743426,0,-1.73472347597681e-18,0,0,-0.063016319668773,0,0,0,0,-0.172520921613762,0.0669946294471131,0,0,0,0,0,0,-0.0367888487150331,0,-0.00793440232804613,0,0,0,0,0.0352989464854883,0,0.0841459753886192,0,0,0,0,0,0,0.231433313448757,0,0,0,0,0,0,0,0,-0.212264403509281,0
X600000.CH.EQUITY,0.195840039440981,0,0,0,0.262781107494477,0,0,0,0,0,0,0,0,0,0,0.197573691833281,0,0,0,0,0.0723536061127468,0,0,0,0,0,0.110068371676527,0,0,0,0,0,0,0,0.023242618640994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.054230396009149,-0.0439640953465477,0
X600015.CH.EQUITY,0,0,0.262754277419043,0,0,0,0.212649730974922,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.128078639090285,0,-0.0994652550643015,0.0213313053366909,0,0.204312122083838,0.0073862435791068,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109208172503202,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.154100018855458,0,0,0,0,0,0,0.0411946859672503,0.530917635894196,0,0.0224782979576776,0,0.0422148778563336,0.0215592857514843,0.0622015126037901,0,0.104183369354897,0.0450768481976099,0,0,0,0,0,0,0,0.0849789118431593,-0.0577205161533042,0,0,0,0,0,0,0,0,0,0.0900955762813982,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0012823625497098,0,0.0742902889571486,0,0.0971230148285157,0.432721917144489,0.180018025173179,0,0,0,0,0,0,0.110160335259575,0,0,0,0,0,0,0,0,0.0297699745017698,0,0,0,0,2.16840434497101e-19,0,0,0.0294487488412492,0,0,0,0,0,0,0.0776570525239283,0.0879396418001265,0,0,0,0,0,0,0,0,0
X600919.CH.EQUITY,0,-1.73472347597681e-18,0,0,0,6.93889390390723e-18,0,0,0.0446962909502261,0,0,0.081252382203373,0.0679811482055718,0,0,0,0,0,0,0,0.370267050903885,0,0.266936048894349,0,0,0,0,0,0,0,0,0.203679692256132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0897473655892297,0,0,0,0.019291477649113,0
X600926.CH.EQUITY,0,0.0753668411433732,0,0,0,0,0,0,0,0.476914960026255,0,0,0,-0.194083401250323,-0.044319473782811,0.21809524396821,0,0.0706427482468723,0,0,0,0,0.0306227036605612,0,0,-0.0765998889379333,0,0,0,0,0,0,0,0,0,0.104827678239329,0,0,0,0,0,0,0,0,0,0,0,0,0.023624560222607,0,0,0
X601009.CH.EQUITY,0,0,0,0,0,0.118004166738979,0.104254615863627,0,0,0.0526324743617022,0,0.18895532870374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128163151856492,0,0,0,0,0,0,0,0,0,0,0.145678190910299,0,0,0,0,0,0,0,-0.0222149993335258,0
X601166.CH.EQUITY,0.425582631934156,0,0,0,0.0450820329880575,0.242350036914037,0,0.27993027181761,0,0,0,-0.0793432389858181,0,0,0,0,0,0,0,0,0,0,0.0223702763826318,0,0,0,-0.0762829490284979,0.0705094609212765,0,0,0,0,0,0,0,0,-0.0331143047572642,0,0,0,0,0,0,0,0,0,0,0.100948116476417,0.0915877388846321,0,-0.0606665487580371,-0.0278427859885762
X601169.CH.EQUITY,0,0,0,0,0.942685329042899,0,0,0,0,-0.0437353128631437,0,0,0,0.0664043070108092,0,0,0,0,0,0,0,0,0,0,0,-0.096065464050814,0,-0.0347332556670073,0.0151683516122642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121248148877895,0,0,0,0,-0.124444001084733,0.0390984655957335,0
X601229.CH.EQUITY,0.00606013062832424,0.0858123883832932,0,0.421653412875863,0,0.0956087279273256,0,0,0.0526404148247123,0,0,0,0,0,0,0.0157763382957842,0,0,0,0,0.191431964071276,0,0,0,0,0,0.0649912941935115,0,0,0,0,0,0,0,0,0,0,0.0849653762339151,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0595322024954541
X601288.CH.EQUITY,0,0,0.145900583840311,0,0,0,0,0,0,0,0,0,0,0,0.00792436986182016,-0.00636008739135733,0,0,0.262584003580045,0.455458036014404,0,0,0,0,0,0,0.00298761126956455,0,0,0,0,0,0,0,0,0,0,0,0.127762179318559,0,0,-0.0659122709076676,-0.0574807024133406,0.0189273998953383,0,0,0,0,0,0,-0.0110860919819587,0
X601328.CH.EQUITY,0,0,0.11062285266459,0,0,0,0,0,0.029106867726316,0,0.0362558686550427,0,0,0,0,0,0,0,0.022146215300018,0.394835125315378,0,0,0,0,0.265071181535262,0,0,0,0.0685873582209757,0,0,0,0,0.0379373827348483,0,0,0.0577144133954226,0,0,0,0,0.00858585283421002,0,0,0,0,0.0288364726109543,0,0,0,0,0
X601398.CH.EQUITY,-0.00961254077138629,0,0,0,0,0,0,-0.00573217935378082,0,0,0,0,0.0446175549801876,0,0,0,0,0,0.343001870887898,0,0,0,0.0968194650675374,0.0885379254534544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192184534567834,0,0,0,-0.0158820223241357,0,0,0,0,0
X601577.CH.EQUITY,0,0.124554401929508,0.0927799330946139,0,0,0,0,0.190741257075164,0,0,0,0.130744974743391,-0.0508494341553417,0,-0.0305060822443795,0,0,0,0,0,0.263905147740042,0,0.0591240877828573,0,0,0,0,-0.0968221727272471,0,0,0,0,0,0,0.0228258380213946,0,0,0,0,0.0189045618880115,0,0,0,0,0,0,-0.00174251471699422,0,0,-0.0198884712735998,0,-0.0921498297567585
X601818.CH.EQUITY,0.0495744677130932,0,0.0803646358966915,0.00444238603247455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179403127845645,0.247692208154249,0.0451141205759529,0.172497573345669,0.077285760702992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0930841106218997,0,0.0185727767423078
X601838.CH.EQUITY,0,0,0,0,0,0.166608965204209,0,0.318580074151461,-0.182403552139466,0.201763253922566,0,0,0,0,0,0.0814175781139344,0,0,0,0,0.169580182374846,0,0,-0.108281779599437,0.222671724514041,0,0,0,0,0,0,0,0,0,0,0,-0.122755739367739,0,0,0.0265375036285172,0,0,0.0286799666598301,0,0,0,0,0,0,0,-0.0348217755856288,0
X601939.CH.EQUITY,0,0.125193717271907,0,-0.0572255274869445,0,-1.73472347597681e-18,0,0,0,0,0.0530273252084657,0,0.282136432549822,0,0.0412703423028735,0.0269171208456263,0,0.122079038354653,0,0,0,0.15148928321618,0,0,0,0,0,0,0,-0.0317971509622908,0,0,0,0,0.0614328422108666,0.0124169123962993,0,0,0,0,0,0.0189095368589459,0,0.208834907612567,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,-0.0777940548135341,0,0,0,0,0,0,0,-0.337820785978895,-0.0401082393593793,0,0,0.145496914262634,0.389687864137188,0.21937430121933,0,0,0,0,0,0,0.0441572146249214,0.0156316231884747,0.211687890585542,0,0,-0.0115878389770853,0,0,0,-0.0535538486166302,0,0,0,0,0,0,0,0,0.164364604365214,0,0,0,0,0,0,0,0,0,0,-0.0354571072571928,0
X601997.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.140566334774696,0,0.378304859326487,0.134674021928992,0,0,0.0669347531478773,0.0528267862230577,0.165433518699519,0,0,0,0,0.0304830424501911,0,0.196706602581492,0,0,0,0,0,0,0,0,0,0,0,0.0162699595528396,0,0,0,0,-0.132242525647615,0,0,0,0,0,0,0,0,0.00591958461051635,0
