,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.0355591367929327,0,0,0,0.17373963829841,0,0,0.049522867414546,0,0,0,0,0,0,0.110505583414456,0,0.0407226861401166,0,0,0,0,0,0,0,0.154335449659242,0,0,0,0,0,0,0,0.227062563682736,-0.0111116429073863,0,0,0,0,0,0,0.0733931612848358,0,0,0,0,0,0,0.0712267484858145,-0.247010917934823,0,-0.123425765890338
X002142.CH.EQUITY,0.360855278775945,0,0,-0.152930370696923,0,0.113005537971236,0.0465153134395272,0,-0.130675377300885,0,0,0.106412024839921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107251582827935,0.00746271148201889,0,0.343722267139001,0,0,0,0,-0.0512150999973396,0,0,0,0,0,0,0,0,-0.0213803648967119,0,0,0,-0.070825516787762,-0.23388494086355
X600000.CH.EQUITY,0.0758253745124211,0.0133173003823182,0,0,0.0201790936231082,0.0728008447083463,0,0,0,0.0122979847059826,0.418099450938042,0,0,0,0.0244186454378424,0,0,0,0,0,0.213571836670955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0903421957376117,0,-0.010002849674168,0,0,0,0,0,0,0,0,0.139147032036733
X600015.CH.EQUITY,0,0,0,0,0.00908635677868504,0,0,0.135340891021698,0.0354379946217867,0,0,0,0.0222719172543379,0.169437346494291,0,0.021443386650264,0,0,0,0,0,0,0,0,0,0,0.0100872438046359,0,0,0,0,0,0.333085351241965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0.13394455208079,0,0.146537339826591,0,0.321488473028943,0,0,0,0,0,0,0,0,0,0.0083707335148735,0.0115618039110085,0,0,0,0.347677754760473,0,0,0,-0.00934826435208762,0,0,0.215919307104167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.320741618509731,0,0.126946771376122,0,0,0,0.0782600196599663,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0354649476947998,0,0,0,0,0,0.0542683501429438,0,0.0665936539231792,0,0,0.0259594135306098,0,0,0.101444477110753,0,0.0683844645144397,0,0.0658175689475415,0,0,0,0,0.20415177454863,0,0,0.0273004423412081,0,0,0,0,0.136674379769661,0
X601166.CH.EQUITY,0,0,0,0.169404606053489,0,0.50344566168316,0,0.00884563671152066,0,0,0,0,0.0301583938701407,0.099100970083991,0,0,0,0,0,0,0,0,0,0,0.0504509697652371,0,0,0,0,0,0,0,0,0.116096790654873,0,0,0,0.0387436276688251,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0.0264010505961494,0.246519299409852,0.376825312645124,0,0,0.0453161941211052,0,0,0,0.267266492366647,0,0.0407548510983499,0,0.121580911272348,0,0,0,0,0,0,-0.0406352148517581,0,0,0,0,0,0,0.0250994333983226,0,0.0350239165972045,0,8.67361737988404e-19,0.0454265139695307,0,0,0,0,0,-0.0971657672477911,0,0,0,0,0,0,0,0,0,0,0.0442275050279407,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0510655547076184,0,0,0,0.189665783590427,0,0,0.0109888892395118,0,0,0.139901997286043,-0.0823330934180177,0,0.508687640284831,0,0,0,0.0950892505268509,0,0,0,0,0,0,0.123508136463636,0,0,0,-0.130217326949342,0,0,0.106249011758414,0,-0.133925629172421,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0.138759503652501,0,0,0.269717855640477,0,0.255140492468278,0.180981383189933,0,0,0,0,0,0,0,0.199066565867863,0,0,0,0,0,0,0,0,0,0,-0.101765794346209,0.0861960916894116,0,0,0,0.0268210075134528,0,0,0,0,0,0.0406487381642187,0,0,0,0.0230035447160709,0.0809117387077173,0,0.0794718783308639
