,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.181019344466584,0,0,0,0,0,0,0.112970387536502,0,0,0,0,0.0177601368260866,0,0,0,0,0,0.265913442576185,0,0,0,0,0.174165395010174,0,0,-0.148863538237587,0,0,0,0,0,0,0,-0.0498695498364115,-0.0489097921659836,0,0.191384670357335,0,0.0422646250120159,0,0,0,0,0,0,0.0479478958394396,-0.215816281990416,0,-0.034884197754213
X002142.CH.EQUITY,0.240837642382199,0,0,0,0,0.0193743490555737,0.0800104413691968,0,0,0,0,0.0229489870012079,0,0.0379556871537651,0.10020226120228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108203339310542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00122001084521606,0
X600000.CH.EQUITY,0.100359432074062,0.0465607544032637,0,0,0.0477527698165735,0.265153254429949,0,0.0688487318633997,0,0,0.325882123107107,0,0.0938060382105919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0485056712846297,0.0688842463670774,0,0,0,0,-0.021317237491844,0.0235025250542368,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0726774042519321,6.93889390390723e-18
X600015.CH.EQUITY,0.0105936851482579,0,0,0,-1.38777878078145e-17,0,0,0.312147445751843,3.46944695195361e-18,0,0,0,0.382433507194043,0,0,0,0,-5.42101086242752e-20,0.182182267097072,0,0,0,0.0551925123198232,0,0,0,0,0,0,0,0,0.128985969220114,0,0,0,0.0183543575810867,0,0,0,0,0,0.0182818607707885,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.364186781749295,0,0,0,0.0429498282128529,0,0,0.238727805121715,-8.67361737988404e-19,0,0,0.135313117949875,0,0,0,0,0.0673804000636363,0.030119668001252,0,0,0,0,0,0,0,-0.0538411575925997,0,0.0399807030594811,0.199974378815655,0,0,0,0,0,0,0,0.0556489016172053,0,0,0,0,0,0,0,0,0,-0.0579327853441989,0
X600036.CH.EQUITY,0.224498750201685,0.175520085185479,0.0217952251603569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273368683328695,0,0,0,0,0,0,0.0545536603677205,0,0,0,0,0.332264885591483,0,0,0,-0.017413863316079,0,0,0.00836529278380719,0,0,0,0.00873931432850011,0,0,0,0,0,0.0421880562402488,0,0,0.0463994116460882,0
X601166.CH.EQUITY,0,0.42536869055279,0,0,0,0.0347037606591946,0,0,0,0,0,0,0,0,0.182884380711764,0,0,0,0,0,0,0,0,0,0,0.152869927538449,0,0,0,0.111247441524724,0,0.20871714799874,0.079557244165162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0991162389360004,-0.0148160477111995
X601169.CH.EQUITY,0,0,0,0.336442652709604,0,0,0,0,0,0,0.309440538037815,0,0.104215661200988,0,0.0936049350426133,-1.0842021724855e-19,0,0,0.145195376940607,0.208644204105077,0,0,0,0,0,0,0,0,0.00459208777362416,0,0,0.012028393640621,0,0,0,0,0,-0.0390559164328454,0,0,0,0,0,0,0,0,0.110331166134553,0,0,0,0
X601229.CH.EQUITY,0.0677818716745291,0,-0.0402213515080008,0,0,0,0,0,0,0.314877157195008,0,0,0,0.367708041613108,0,0,0,0,0.0687878190814333,0,0,0.363780790915666,0,0,0,0,0,0,0,0,0,0,0.234434146372994,0,0,0,-0.088864387478316,0,0,0,-0.0285139359532553,0,0,0,0.0515982459744603,-0.194459389633001,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0.232570747753377,0.0748874612665386,0,0,0.436040228225505,0,0.125667593289094,0,0,0,0,0.0349443641844014,0,0,0.105840369325776,0,0.0409043042010157,0,0.133963941574164,0,0,0,0.0342114844939181,0,0,0,0,0,0,0,0,-0.036105840384041,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.304689422197834,0,0.179564491259946,0,0,0.104388007819889,0,0,0,0,0,0,0.151709099310306,0.188842080664494,0,0,0,0,0,0,0,0,0,0,0,0,0.0016774512633174,0,0.0904939661224229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117957494497346,0.133834185790094,0,0,0
X601398.CH.EQUITY,0,0.0591994547711285,0,0,0,0,0,0,0,0.238973048424254,0.0623886359006076,0,0.109571650802007,0.318874561608824,0.0948061559634624,0,0.017159961437501,0,0,-0.101165707745863,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109598871881075,0,-0.0403256476795264,0,0,0,0,0,-0.0241409051543477,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0.0829063519044602,0,0,0.297781048227467,0,0,0,0,0,0,0,0.016148594591043,0,0,0,0.196281386734736,0,0,0,0,0,0,0,0,0,0,0,-0.111403121460862,-0.157701527817672,0,0.243040272257429,0,0,-0.156505266376063,0,0.0210627450138194,-0.109490327952356,0,0,0.157703506020558,0,0,0,0,0,0,0,0,0,0,0.0794846886058024
X601939.CH.EQUITY,0.137181057191693,0,0,0,-6.93889390390723e-18,0,0,0,0.316468070967732,0.0925908821612641,0,0.426488773473624,0,0,0,0.0237591598007035,0,0.0242321636775898,0.105802885906539,0,0,0,0,0,0,0.0083860392096852,0,0,0,0,0,0,0,0,0,-0.167305100695017,0,0,0,0,0,0,0,0,0,0,0.123969542690122,0,0,0,0
X601988.CH.EQUITY,-0.0893196027266443,0,0,0,0.471651327704156,-0.0518331025299136,0.187107825697478,0,0,0.119807936387518,0.271039393048391,0,-0.12199880123877,0.15141528192161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547620985269364,0,0,0,-0.0807202097239335,0,-0.0471813281830177,0,0,0,0,0,0.0129524079357548,0,0,-0.0557635414320675,0,0
