,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.121488630632289,0.12737172392099,0,0,0,0.222431851827378,0,0.0564569179274262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.108982651507873,0,0,0,0.0580661989525414,0,0,0,0,0.149627059459139,0,0,0,0.107209529372561,0,0,0,0,0
X002142.CH.EQUITY,0.324770827970788,0,0,0,0,0.210860939006351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155844349130427,0,0,0,0,0,0,0,0,0.0310263087591616,0,0,0,0,0,0,0.0426999083963485,0,0,0,0.0782228026468277,0,0,0,0,0,0,0,0,0.201107706632888
X600000.CH.EQUITY,0,0,0,0,0.237134428625326,0,0,0.271640579404951,0,0,0.235684149774299,0,0,0,0,0,0,0,0.0402779887671509,0,0.008412323639018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092535065642057,0.0252135323945525,-3.46944695195361e-18,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0.150183023041774,0.314207812476476,0.0533147302639886,0,0,0.0420768673387993,0,0,0.180881288476657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100716322807534,0.165539863746762,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,6.93889390390723e-18,0,0,0,0,0,0,0.334112348883538,0,6.93889390390723e-18,0.230269861539087,0,0,0.179755924365661,0.208978532739206,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549904573644174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0.566673657539143,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.150829441743813,0,0,0,0,0.0302388965513232,0,0.0564903557709079,0,0.130382305882011,0,0,0,0,0,0,0,0,0.232647368101658,0,0,0.0121253300640351,0,0,0,0,0,0,0,0,0,0.00353973274351554,0,0
X601166.CH.EQUITY,0.208850677288901,0,0.113387753758885,0.0901248153240052,0,0.149821925638118,0,0,0,0,0,0,0.333955523860831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0876974913345991,0,0
X601169.CH.EQUITY,0,0,0,0.160421305440374,0.0344749430776319,0,0,0,0.257964696095765,0,0.0273332693876277,0,0,0,0,0.194748354595525,0,0,0,0,0,0.0386314877714706,0,0,0,0,0,0,0.0817526847165458,0,0,0,0.093226854597206,0.0470921893441394,0,0,0,0,0,0.0786408078434142,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0.0236437343326386,0.182534780645924,0,0,0,0,-6.93889390390723e-18,0,0.0638889764172536,0.14880359340069,0,0.110748789958775,0,0,0.213896660829599,0.0733673955503849,0,0,0,0,0,0,0,0,0,0.158902699081905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196473107138412,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.113409073049834,0.382474094975046,0.0137599338295755,0.00490405098778785,0.374316933630777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0792339433176437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0216006262887062,0
