,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X000166.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.347656526418518,0,0,0,0,0,0,0,0,0,0,0,0,0.0240973227012897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0699494614025222,0,0,0,0,0,0,0.128681719893368,0.0909405719633831,0,0,0.25615987226599,0,0,0,0.178978193147901,0,0,0,0,-0.0643281036986124,0
X002142.CH.EQUITY,0,0,0,0,0.60064630728319,0,0,0.212730639719803,0,-0.222574811758811,-0.0706709180886334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252726956806081,0,0,0.210995097193677,0,0,0,-0.119692101908287,-8.67361737988404e-19,0.158746467983057,0,0,0,0,-0.00763408273530115,0,0,0,0,0,-0.0352725785745305,0,0
X600000.CH.EQUITY,0.0343699509214741,0,0,0,0,0.146216886591353,0.0842413609039751,0,0.232330012336688,0,0,0,0,0,0.109309784848444,0,0,0,0,0.0376314046888548,0,0,0,0,0,0,0,-0.0492228381003955,0,0,0.0758169005092666,0,0,0,0.0455211795741475,0,0,0,0,0,0,0,0,0,0,0,0.12494931313636,0,0,0,0,0.0452707262053684
X600016.CH.EQUITY,0,0,0.0187738367375196,0,0,0.154605564086272,0,0,0.0615598405260083,0.325043128414379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346761738698984,0,0,0,0,0,0,0.0158928700977343
X600036.CH.EQUITY,0,0.306080336944889,0,0,0,0.13756655568902,0,0,0,0,0,0,0.205875681618393,0,0,0,0,0,0,0.0659117004074974,0,0,0,0,0,0,0,-0.0124417795636227,-0.0209676721046869,0,0,0,0,0.0854978716888001,0.154225783721116,0,0,0,0,0,0,0,0.00381152946184274,0,0,0.0189508539940098,0,0,0,0.0582705685511163,0,0
X601166.CH.EQUITY,0.0196313374983901,0,0.0335709249045671,0.213721810456022,0.167460305352951,0,0,0,0,0,0,0.312032041746069,0.0597286892421629,0,0,0.0163585943171688,0,0,0,0.144694068633831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.252654733094328,0,0,0.170397604084088,0,0,0,0,0,0,0,0,0,0,0.332230967482583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00364890447903259,0.0432773248917003,0,0,0,0.182674667614358,0,0,0
X601229.CH.EQUITY,0,0.203117627730379,0,0.02871329314595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0288140791842423,0,0,0,-0.0857712590671338,0,-0.0597528985632379,0,0.0645147415584742,0,-0.175826483252556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0475132916911301,0,0,-0.150973704918284,0,0.605479264432025,-0.025384053248152,0
X601288.CH.EQUITY,0,0,0.0166194360591468,0.122989407308199,0,0,0,-0.0113577968384668,0,0,0,0,0.632044677871143,0.160298473876494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0428078138054386,0.0134837416589345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0.0536121559105137,0,0,0,0,-3.46944695195361e-18,0,0.231449688390379,0.238490441492295,0.144547396332541,0,0,0,0,0,0,0,0,0,0,0,0,0.019399684102984,0,0,0,0,0,0,0,-0.0189780856975499,0,0,0,0,0.0647030161878815,0,0.112830770215389,0,0.105971680864949,0,0,0,0,0,0,0,0,0.0389848691310736
