,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.0672910132453037,0.0501350552367514,0,0,0.0871582931775215,0.0138302825965761,0,0.191280193112052,0,0,0,0,0.416157834656281,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.00631614316483338,0,0,0,0,0,0,0,0.000285390510550452,0,0,0.0693140488281995,0,0.0449587131950267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,-1.38777878078145e-17,0,0,0,6.93889390390723e-18,0,0,0,0,0,-1.38777878078145e-17,0.339757636518082,0,0,0,0,0,0,0,0,-0.00375160409950685,0,0,0.150028887399372,0,0,0,0,0,0,0,0,0,0,0.0443299369655506,0,0.144467735604678,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.113832248180129,0.163122397513833
X600000.CH.EQUITY,0,0,0,0.299878508789533,0.432302624346346,0,0,0,0,0,0.0864457898406239,0,0,0,0,0,0,0,0.0810044547971747,0,0,0.0302966024703574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0.0884241563155455,0,0.568767440317564,0,0,0,0,0.147792398327213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0745722566591696,0,0,0.0635472146785042,0,0,0,0.036927061807767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0.331585329290587,0,0,0.196985506763138,0,0,0.158945416379494,0.170705209462861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0837304482782239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0841009639831746,0,0,0,0,0
X600036.CH.EQUITY,0.0724723454321033,0,-1.38777878078145e-17,0.00581178441039481,0,0,0.0815634749375826,0,0,0,0,0.133663682355313,0.0612343599782343,0,0,0,0,0,0,0,0.0214533672775042,0,0,0,0,0,0,0,0.0159428664848916,0,0,0,0.0815823072193101,0,0,0.18892251702439,0,0.0289210684031454,0,0,0,0,0,0.170239568763099,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,-3.46944695195361e-18,0,0,0.0211330444292754,0,0.175690379770718,0,0.088273140897798,0,0,0.365826908015674,0.163199779140512,0,0,0,0,0,0,0.0206296379839164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102572044106344,0,0,0,0,0.0461522059294773,0,0
X601169.CH.EQUITY,0,0,0.00871189611073648,0.288145649532244,0.00555500977436439,0,0,0,0.321950828763751,0,0.221274346025798,0,0,0,0,0.0543474245338494,0,0,0,0,0,0,0,0,0,0,0.0685423898079732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0.101166957008774,0.426477898913552,0.236167732739039,0,0,0,0,0,0,0,0,0.0639451034841383,0.00390964453508676,0,0.0129896669087653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108478957725946,0,0,0,0,0
X601288.CH.EQUITY,0.023230101051243,0,0,0,0,0,0,0,0,0,0.122493903713241,0.3598812359738,0,0.013607027890879,0.353185351249026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0719434316777945,0,0,0,2.77555756156289e-17,0,0,0.0117936808203087,0,0,0,0,0,0,0,0,0,0,0,-0.02192007520712,0
X601328.CH.EQUITY,0,0,0.240313963853089,0,0.00553910051369864,0,0,0.0719142246757793,0,0.287086285980348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13332055017053,0,0.0646776378753914,0,0,0,0,0,0,0.0564049909448574,0,0.108690609609703,0,0,0,0,0,0.0215343588953977,0.0910886928911262,0,0,0,0.0276368923539793
X601398.CH.EQUITY,0.263242011476455,0,0,0,0,0,0,0,0,0.347795150825311,0,0,0,-2.77555756156289e-17,0.0821792392466854,0,0,0,0,0,0,0,0.0199975409688757,0.0358237552333148,0,0,0,0,0.0367147010124762,0,0,0,0,0,0,0,0.128456082228857,0,0,0,0.0132099972067829,0.0763930006122264,0,0,0,0,0,0,-0.0310697654801417,0,0,0
X601818.CH.EQUITY,0,0.0558810590966001,0,0.0695824291118372,0,0,0.253476197458079,0,0,0,0,0,0,0,0,0.594545072051518,0,0,0,0,0,0,0,0,0,-0.0833835313755363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.0295977707120642,0,0,0
X601939.CH.EQUITY,0.434595731723306,0.0864984521588865,0.169808011685324,0.188922103435989,0,0,0,0,0,0,0,0.0849378488528585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229740330415822,0,0,0,0,0,0,0,0,-0.0139861223212958,0
X601988.CH.EQUITY,0,0,0.187735050998229,0,0.104226889746846,0,0,0,0,0.226759861343476,0.0919286181924733,0,0,0,0,0,0,0,0.0232109310213787,0,0,0,0,0,0,0,0.0937054260661709,0,0,0.108246271149779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0954660399291358,0,0,0,0,0
X601998.CH.EQUITY,0,0.0300317344403835,0,0.159862167946638,0.182244777805559,0,0,0.205695739509199,0,0,0,0,0.393103925107577,0.0652556707093738,0,0,0,0,0,0,0,0,0,0.0437136320742262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10897597287526,0,0.0201077664846282,0
X601658.CH.Equity,0,0,0,0.481949609261171,0,-0.152445285066376,0,0,0.593103106788145,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.063573741934565,0,0,0,0,0,0,0.209918133823718,0,-0.202065125349415,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.258885064104867,0,-0.405002401391638,0,0,0,0,0,0,0.156918493176784,0.0953927950927892
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148794413324173,0,0.905659770248166,0.0164268173922912,0,0,0,0,-0.0452574553752732,0,0,-0.0615884064163372,0,0,0,0,0,0,0,0,0,0.126981885062418,0,0,-0.238581938298894,0.153993803616139,0,0,0,0,0,0,0,-0.0747399390313161,0,-0.324686892129151
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0.0556080029540956,0,0,0,0,0,0,0,0,0.319310143498838,0,0.253446582857901,0.0790255284747315,0.0204371645380585,0,0,0,0,0,0,-0.0087063958772258,0,0,0.0905440669001013,0,0,-0.0511243967478809,0,0,0,0,0,0,0.096470450707294,0,0.260133496679236,-3.46944695195361e-18,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725776817686313,0,-0.150331354954124,0,0,0,0,0,0,0,0,0,0.0612795904810472,0.216366643758252,0,0,0,0,0,0,0.179312780550732,0.291230287291221,0,0,-0.534768742002403,0,0,0,0,0,0.532906230433469,0.0841754771681216,0,0
X2886.TT.EQUITY,0,0.0500850023162753,0,0,0,0,0,0,0,0,-0.267913794583492,0,0,0,0,0,0,0,0.492365920280591,0,0,0,0,0,-0.00173319708639662,0,0,0,0,0,0,0.228026160786039,0,0,0,0,0,0.306938793560316,0.128661339036016,0.0603971077334861,0,0,0,0,0,0,0,-0.420418287492621,0,0,0,0
X000166.CH.EQUITY,0,0,0.0269575653823571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00720337451632836,0,0,0,0,0.0626079235238093,0.213953393419126,0.111412131144365,0.331203928665959,0.187628416116851,0,0.04065727295876,0.0255941767344426,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364861448383709,0,0,0,0,0,0,0
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0109306764088914,0,-0.0611727077803008,0,0.144732435485143,0,0,0.0309893054593961,0,0.472219400532901,0.297395916069531,0.0218563489154747,0,0,0,0,0,0,0,0,0,0,0.0143091880038044,0.0663918536548147,0,0,0,0,0,0,0,0,0,0.0274571209624836,0
X002736.CH.EQUITY,0.159797849261981,0,0,0,0,0,0,0,0.00169373867161915,0,0,0,0,0,0,0,0,0,0,0,0,0,0.422766435288026,0,0,0,0,0,0.00919659794524857,0,0.160867039708962,0,0,0.106671819003323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116628450693045,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0875655075158362,0.133988223587373,0.38703863887966,0,0,0,0.406662542870985,0,0,0,0,0,0.00704487462346329,0,0,0,0,0,0,0,0,0,-0.11263539892054,0.0265542503818345,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0.00721374071396835,0,0,0,0,0,0,0,0.0264112865560628,0,0,0,0,0,0,0,0,0,0,0,0,0.268818837900826,0.0892646074536285,0,0.00813745439143645,0,-3.46944695195361e-18,0,0,0.290743861409064,0.115652996668578,0,0,0,0.0913733287159978,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0
