,X000001.CH.EQUITY,X002142.CH.EQUITY,X002958.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0,-0.00830402147208366,0,0,0,0.0114158897754059,-0.0260430183529363,0,0,0.697156317662298,0,0,0,0,0,0,0,0,0.097183273350124,0,0,0,0,0,0,0.0641388565011368,0,0,0,0,0,0,0,0,0,0,0,0,0.105579812857771,0,0,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0.133345897873243,0.175176718177446,0,0.126213437968468,0,0.0841872475280638,0.0941994758080736,0,0,0,0,0,0,-0.0841769651774927,0,0,0,0,0,0,0,-0.0752300455233,-0.162013692234432,0,0,-0.0611527344139074,0,0,-0.0412501971632708,0,0,0,0,0,0,0,0,0,0,0,0,-0.0650387255638492,0.172098401038229,0.118199591364454,0,0,0,0.0209369049098742,0
X002958.CH.EQUITY,0,0,0,0,0,0,0,0.0911079864329094,0,0,0,-8.67361737988404e-19,0,0.0328510168969853,0,0,0.0605285032584213,0.114894957205015,0,0,0,0.151739185433107,0.0133532296832053,0,0.0737385611073686,0.258416641768594,0,0,0,0,0,0,0.0865027229970733,0,0.0405799968736023,0,0,0,0.0357454187222639,0,0,0,0,0,0,0,0,0,0,0,-0.146298255331704,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.041666442898158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.753613386119579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0550277865559122,0,0,0,0,0,0,0.0457521359277459,0,0,0,0.0500175687140095,0
X600015.CH.EQUITY,0,0,0,0,0,0.0350096386047781,0,0,0,0,0,0.0810725221383682,0.227278962782412,0.0151700950169483,0,0,0,0.0881689572533703,0,0,0.13396451709294,0.0597811330516646,0,0,0.069243336623284,0,0.122341553526038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181749877881785,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0.242530585293846,0,0,0,0,0,0,0.0213852296741903,0.255141278748482,0.297047295036269,0,0,0,0,0,0,0.0380408589453425,0,0.140296163768937,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.0382362433033528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.14377997348387,0,0.185032038039908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134528332042528,0,0,0,0,0,0,0.32777353222799,0,0,0,0,0,0.113900819555554,0,0,0,0,0,0,0.173566092168387,0,0,0.0965762293777321,0.0603200750777733,0.103483496536078,0,0,0
X600919.CH.EQUITY,0,0.0510087995583906,0,0,0,0,0,0,0,0.310183848013643,0,0,0,0,0,0.0516329961365463,0,0,0.182126404391124,0,0.212662600854234,0,0,0.324113981112183,0,0,0,0,0.157621733701737,0.0459043591098598,0,0.0319811082398466,0,0,0,0,0.119836511599897,0,0,0,0,0,0,0,-0.365047190221926,0,0,0,0,0,0.0686747167814347,0
X600926.CH.EQUITY,0,0,0,0,0,0,0,0.0390374297149873,0,0,0,0,0.154299435173941,0.173927287287681,0,0,0,0,0.450788947575707,0,0,0,0,0,0,0.0209081476388806,-0.0300203885755642,0,0,0,0,0,0,0,0,0,0,0,0,0.0880503779418274,0,0,0,-0.260633438087578,0,-0.0656575089375456,0,0,0.164188617913931,0,0.0816214900940622,0
X601009.CH.EQUITY,0.348820173072516,0.0638447046525773,0,0,0,6.93889390390723e-18,0,0,0,0,0.13081628242344,0,0,0,0,0,0,0.223136768746911,0,0,0,0,0,0,0,0,-0.0244671478790665,0,-0.0965772128615509,-3.46944695195361e-18,-0.189442336852439,0.0643994432764812,0,0,0,0,0,-0.100907536519478,0,-0.0171844838337891,0,0,0.234668612182847,0,0,0,0.00501926797165009,0,0,0,0.121624717189951,0.0442682444563487
