,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.31440395835309,0,0,0.0541458608726125,0.499852417438772,0,0,0,0,0.126674179979862,0,0,0,0,0,0,0,0,0,-0.0195564460639855,0.14911111235881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.198933718191547,0,0,0,0,0,0,0,0,-0.105157624127453,0,-0.0740700914519545,0.00665682396171955
X002142.CH.EQUITY,0.226732943989286,0,0,0,0.0603997823354413,0.152749281615635,0.0272125944042483,0,0,0.0277674832619261,0,0,0,0,0,0,0,-0.0503893515565858,0,0,0.0205084819063756,0,1.73472347597681e-18,0.0395452274411687,0.0699248692720255,0,0,0,0,0,0,0,0.240992724387233,0,0,0,0,-0.00697232135692575,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0.106005792069624,0,0,0,0.0432587166985389,0.291580426437369,0,0,0,0.157262051129192,0,0,0.0788942705794123,0,0,0.0842077673403049,0,0.0905771055783379,0.0660518028006455,0,0,0,0,0,0,0,0,0,0,-0.00641976940862367,0,0,0,0,0,0,-0.0655283514184341,0.100400888097398,0,0,0,0,0,0,0,0,0,0,-0.00700695127779666
X600016.CH.EQUITY,0,0,0,0,0.0337229200144653,0,0,0,0.470115396790628,0,0,0,0,0,-0.079138893882622,0,0.0618966095584236,0,-0.18563070285462,0,0,-0.0190048302075181,0,0,0,0,0,0.404709688591461,0,0,0,0.187219600615265,0.096470802073336,0,0,0,-0.0940776800240643,0,0,0.21624174380742,0,0,0,0,0,0,0,-0.0776021318674139,0,0,0,0
X600036.CH.EQUITY,0.0815066939980853,0,0.134798223144704,0.43635561469917,0,0,0,0,0,-0.0195013853646134,0.0460753347026167,0,0,0,-0.016914324204996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117592445894511,0,0,0,0,0,0.211099384957194,0,0,0.112697593337009,0,0,0,0,-0.0604596211635305,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.416640914784736,0,0,0,0.0268237709733796,0,0,0,0,0,0.277108162193164,0,0,0,0,-0.0246360223156695,0,0,0,-0.0654042579119343,0,0,0,0,-0.0166330063253013,0,0,0,0,-0.0742273086967492,0,0,0.101599881241328,-0.0738668495167765,0,0,0.0353462440550529,0,0,0,0.131213389195887,0,0,0,-0.139474226516866,0,0.0203206369869677,0,0.0968919581805004,0,0,0
X601229.CH.EQUITY,0,0.0832860801478063,0,0,0,0,0,0,0,0,0.553014456836578,0,0,0,0,0,0.01595513723245,-6.93889390390723e-18,0,0,0,0,0,0,0.00918269765554115,0,0,0,0,-0.00774778751223974,0,0.285664557000704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117166736196205,0,0
X601288.CH.EQUITY,0,0,0.0744492273019312,0,0,0,0,0,0,0,0.105679226855591,0.0378983296322195,0.535265465581089,0.105171175521146,0.0073049143944006,0.0836150577948779,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0497923805987228,0,0,0,0,0,0,0.030118056853843,0,0,0.0504353582036936,0,0,0,0,0,0.0210224086760682,0,0,0.0295282614909284,0,0,0
X601328.CH.EQUITY,0,0,0.387084131177506,0.0949944314488732,0,0,0,0,0,0,0,0.0515705333703866,0.124120065751072,0,0.211540263308116,0,0,0,0,0,0,0,0,0,0,0,0,0.0289061416937604,0,0,0,0,0,0,0.0797257168651721,0,0,0.0584093881695314,0,0,0,0,0,0,0,0,0,0.0563001932626658,0,0,0,0
X601398.CH.EQUITY,0,0,0,0,0,0.0132621715634546,0,0,0,0,-1.38777878078145e-17,0.213678198107682,0.405091620440475,0.246759587010605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239715508481105,0,0.0118733244240661,0,0,0,0,0,0,0,0,0,-0.0912108660656791,0,0.0640810020862707,0.0671485662164316,0,0,0
X601818.CH.EQUITY,0,0.2456160674686,0,0,0,0.134807096061727,0,0,0,0,0,0,0,0.197350746669927,0,0,-0.00103482694680596,0,0,-0.0403920087497572,0,0,0,0,0,0,0,0,0,0,0.327443431029897,0,0,0.0396127406619246,0,0,0,0,0,0,0,0,0,0,0,0,0.232901799971453,0,0,0.0856956831310095,0.116380638774173,0.0475547757891069
X601939.CH.EQUITY,0,0,0,0.0943211711137867,0,0,0,0,0.142894019766363,0.263804044368495,0,0,0.298316206171591,0,0,0,0,0.191669396741286,0,0,0,0,0,0,0,0,0,0,0,0,0.0991770155142057,0,0,0,0,0,0,0,0.126221130296199,0,0,-0.0330805548864279,0,0,0,0,0,0,0.220995951542841,0,0.0841103414405461,0
X601988.CH.EQUITY,0,0,0.0428233621121145,0,0,0,-0.0982964611826639,0.523855672063982,0.283665902834545,0,0,0,0,0,0,0,0,-0.0078391369975087,0,0,0,0,0,0,0,0.14607766740948,0,0,0.00140727280171986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0417986161466067,0,0,0
X601998.CH.EQUITY,0,0,0.134378379904934,0,0,0,0.0299689799642952,0.273474708206452,0,0.0917134105776394,0.192462640675076,-0.0128143032356767,0.319266438301787,0,0,0.0211353555627551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0836179725065594,0,0.0245075044019779,0.0876312430180894,0,0,0,0,-0.0749343316979783,0,0.0444365059076505,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,-0.305720096328529,0.322560414235181,0,0.297374208008172,0,0,0.0995361828178848,0,0.230903620850125,0,0,0,0,0,0,0,0,0,0,0,-0.227779605508546,0,0,0,0,0,0,0,0,0,0.0250272236975903,0,0,0,0,0,0,0,0,0,0,0,0.0254544730165368,0.12849816006081,0,0,0.207721496617529,0.0320818458703667
X11.HK.EQUITY,0,0,0,0,-0.0966758477640084,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0979431382452806,0.583821584338641,0,0,0,0,0,0,-0.00567179117806763,0,0,0,0,0,0,0,0,0,0.0488298600184747,0.0463182920905896,0,0,0,0,0,0,0,0,0,0,0,0.226359271837688,0.121841708134567,0,0,0
X2388.HK.EQUITY,0,0,0,0.134332916434497,0.0117285008886236,0,0,0,0,0,0,0,0,-0.0304485540243172,0,0.474354587350203,0,0.171837846308127,0,0,0,0,0,0,0,-0.181382176991974,0,0,-0.0454967663526843,0,0,0,0,0,0,0,0,0,0,0.0371376372936414,0,0.0725755428301632,0,0,0.149226534711637,0,0,0,0,0.0226415351374735,0,0
X5.HK.EQUITY,0,0.0509283128258768,0,0,0,0.166680544181142,0,0,0,0,0,0.00889326072584296,0,0,0,0.241735131469642,0.0778488891304995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101022979665845,0,0,0,0,0,0,0.295635653142343,0,0,0.0157894820293104,-6.93889390390723e-18,0.219571296166326,0.142819972837831,0,0
X000166.CH.EQUITY,-0.0530013862175913,0,0,0,0,0,-0.000176780487693937,0,0,0,0,0,0,0,0,0,0,0,0,0.0721407494727296,0.0212136958264924,0.248449243090816,0.0414241438988442,0,0,0,0.356924905058427,0,0.338967507447853,0,0,0,0.0540421938025908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216738347089301,0,0,0.222721518590166,0.0963594120094289,0,0,0.106251918389069,0.132716212053721,0,0.0228797586531331,0.119107282804801,0,0.0561572989912725,0,0,0,0,-0.0363454396495953,0,0,0,-0.0236241232727473,0,0,0,-0.101147483786907,0.0916358538768593,0,0,0,0,0,0
X002736.CH.EQUITY,-0.180601072094417,0,0,0,0.179419586841554,0,0,0,0,0,0,0,0,0,0,-0.0849531149851109,0,0,0.425917618663994,-0.0392423880436818,0,0,0,0,0,0,0.157419081184629,0,0.38440886462634,0.0333508414057543,0,0,0,0,0,0,-0.0574158622246294,0,0,0.0645072956849057,0,0,0,0,0.0810586147085876,-0.280312279552202,0.108938615065402,-0.0318953516039134,0,0,0,0.0709959432497682
X300059.CH.EQUITY,0.13462268284159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0388474942182945,0,-0.0761329113994277,0.127880510290142,0,0,0,0.305859275963,0,0.139296287857425,0.1807126191723,0,0,0.127692801132534,0,0,0,-0.00756460474751583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107192695608632,0
