,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.110321262629852,0.117057499089655,0,0.120153860462921,0.128618812424623,0,0,0,0,0,0,0,0,0,0.100256488846722,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0694573966221515,0,0.0758222753507963,0.09477244966121,0,0,0,0.00990047886171785,0,0.0284463291438821,0,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0.159616559525519,0.56428408522608,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340220189703598,0,0,0,0,0,0,0.0663187901746656,0,0,0,0,0.0065752023969928,0,0,0,0,0,0,0,0,0,0,0.263502240013936,0,-0.0256425171271698,0,0,0,-0.212742371902456,0,0,-0.0417596513223246,-0.0316765222765076
X600000.CH.EQUITY,2.77555756156289e-17,0,0,0,0.0915386348755617,0,0,0.189104013329372,0,0,0.0221309041547528,0.172146103671432,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259976049597781,0,0,0,0,-0.0355398237153535,0,0,0,0,0,0,0.0923648492667119,0,0,0.699702665737034,0,-0.111377298107516,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0.139055204129515,0,0,0,0.215469370743994,0,0,0.140326968359952,0,0,0,0,0,0,0,0.0424135226581672,0,0,0,0.516325071873059,-0.45617901933362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0327576477939674,0,0,0.0154817749804832,0,0,0,0,0,0,0,0,0.0321551345457552,0
X600036.CH.EQUITY,0,0.181146570027074,0.132520940443345,0,0,0,0.0258094964386806,0,0,0,0,0.39122351155159,0,0,0,0,0.182578517293602,0.0135432814884162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100414291251485,0,0,0,0,0,0,0,0,0.00571542810383731,0,0,0.0115392397364654,0,0
X601166.CH.EQUITY,0.0710786805321021,0,0.0702134993380806,0.0606200747114638,0.0153389560033884,0,0,0,0,0,0,0,0.542005215047642,0.057776341942123,0.0676594818131148,0,0,0,0,0,0,0,0,0,0,0.0152686838719004,0,0,0,-0.0360278202001727,0.0194892475451147,0.0368634672057873,0,0,0,0,0,0,0,0.03895257321895,0,0,0.0726225824298369,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0.0799515353487993,0,0,0,0,0,0.906174579702155,0,0,0,0,0,0,0,0.520440310750121,0,0,0,0,0,0,0,0,0,0,0.150269593884917,0,0,0,0,0,0,0,0,0,-0.0788849745571444,0,0,0,-0.30333289570232,-0.0588400243438187,0,0,0.045291080736193,-0.243475431648533,0,0,0,0.0975334534431627
X601288.CH.EQUITY,0,0,0.0309736484471785,0,0,0,0,0,0.0167966948131307,0,0,0.857174120664158,0,0,0,0,0.0198148082155267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147198505513046,0,0,-0.097074508834682,0,-0.00504739034020642,0,0.0701409215245448,-0.169015765484365,0,-0.0494966161575227,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.033730636308244,0.235884987129205,6.93889390390723e-18,0,0.251326959210922,0.219939179011328,0,0,0,0,0.0333238947730965,0,0,0,0.0335214598113193,0,0,0,0,0.0410895051129392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339056734048781,0,0,0,0,0,0,0,0,0,0
X601398.CH.EQUITY,0,0.244770693072839,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.675733038124587,0,0,0,0,0,-0.0116757365084145,0,0,-0.112198299872623,0,0,-0.311985064266306,0,0,0,0,-0.0409762483999721,0,0,0,0,0,0,0,0,0,-0.0574383322611898,-0.199951447468439,0.00655959691138873,0,0,0,0,0,0.542299660063189,0,0,0
X601818.CH.EQUITY,0,0,0.0894944853604818,0,0,0,0,0.256459830393876,0.00981909540702294,0,0,0,0.0661336455615083,0,0,0,0,0,0,0.144789839691084,0,0,0,0,0,0,0.0492044023362356,0,0,0.044843313044403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.058890014051494,0.0395843269961142,0,0,0.0158572305894956,0,0,0.815018377115427,0,0,0.0351171160309108,0,0.0210139406465146,0,0,0,-1.0842021724855e-19,0,0.0269938421656974,0,0,0,0,0,0,0,0,0,0,0.0590350981720292,0,0,0,0,0,0.0101573867178946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,-0.0445296707775759,-0.0317950350198071,0,0,0.886031554199089,0,0,0,0,0,0,0,0.336826144474902,0,0,0,0,0,0,0,0.283236546012423,0,-0.0538186925419454,0,-0.0949747423716349,0,0,0,-0.0688879948414686,0,-0.0394820758402404,-0.211118394331719,0,-0.0907284851387204,-0.0870474490147909,0,0,0.0687390926815588,0,0,0,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,-0.206801497981572,0,0.0347212830319975,0,0,0,0.245628557942367,0,0,0.416224155636691,0,0,0,0,0,0,0,0.435977005618052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.119934263306205,0,-0.0740848563138947,0,0.00654014074442451,0.0778284218714792,0,0,0,0.00699890967423242,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0.0661681389099452,0,0,0,0,0.237933632840655,0,0,0,0,0,0,0,0,0,0,-0.0169928393928744,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247925849319435,0,0,0,0,0,0,0,0,0,-0.118669492867154,0,0.482072652505751,-0.150915986884186,0,0,0,-0.132869355578355,0.12499461203268,0
X11.HK.EQUITY,0,0.135323822243908,0,0,0,0,0,0,0,-0.149598398739312,0,0,0,0,0,0,0.222254413619077,0.296200822196317,0.0225678725927215,0,0,0,0,0,0,0,0,0,0,0,-0.191328751408798,0,0,0,0,0.106970231616389,0.203684644027153,0,0,0,0,0,0,0.043930391400188,0,0.0535287201190876,0,0,0,0,0.0747358777987781,0
X2388.HK.EQUITY,0,0,0,0,0,0,0.0293790882870657,0.0408082253003955,0,0,0,0,0,0,0,0.288682625220674,0,0,0,0,0,0,0,0,0.0593946772136904,0,0,0,0,0,0,0,0,0,0,0,0.0193785530145736,0,0,0,0,0,0,-1.73472347597681e-18,0,0.152181596940634,0,0.06188412268656,0,0.423298484594795,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0.192734208298408,0,0,0,0,0,0,-0.175370368256452,0,0.539649543411348,0.0857783475638924,0,0,0,0,0,0,0,-0.0975481208237958,0,0,0,0,-0.271925830206609,0,0,0,0,0,0,0,0,0.0425983288753498,0.152867583931589,0,0,0,0,0,0,0,0.184864915479025,0.0217763033030717,0,0.0110216445846584,0.259382052642038
X2886.TT.EQUITY,0,0.336271270184803,0,0,0,0,0,0,0,0,0,0,0,-0.0723448042815194,0,0,0,0,0,-0.137233492292122,0,0,0.0480651267577296,0,0,0,-0.18464857843412,0,0,0,0.0563592008826568,0,0,0,0,0,0,0.487698224488393,0.118340386236344,0,0.178818122848124,0,0,0,0,0,0.0860493364693248,0,0,0,0,-0.0603669258503305
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0022449953689575,0,0.051934551993568,0,0,0,0,0,0,0,0.104649572584543,0,0.0662667648374903,0,0.54487769100718,0,0,0,0,0.0412639803570002,0,0,0.0170481185838384,0.106975785253958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0677363664793782,0,0
X000776.CH.EQUITY,0,-0.0469137024496645,0,0.215286212075493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15529531810786,0,0,0.0259735326120974,0,0,0.033994045321358,0,0.0280639204173337,0.232071478325639,0,0,0,0.446691680992817,0,0,0,0,0,0,0,0,0,0,0,0,0.122725291446422,0,0,0,0,0,0
X002736.CH.EQUITY,0,0,0,0,0,0,0,0,0.122683720416288,0,0,0,0.184789787210752,0,0,0,0,0,-0.0960644322146327,0,0,0,0,0.436844349071988,0,0,0,0.0357585172273374,0.273071507197644,-0.0269406514216187,0.0347553698261581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0253155732655459,0.0473826293555573
X300059.CH.EQUITY,-0.0105331664373599,0,0,0,-0.0276811863590283,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155037600131656,0,0.0312827840237958,0,0,0.0747093104759786,0.101018918663452,0,0.178205750620329,0,0.230633253886545,0,0.107551410669488,0,0,0,0,0,0,0,0,0,0,0,0,-0.19751571894872,0,0,0,0,0,0,-0.0188015544106199,0
X600030.CH.EQUITY,0,0,0,0,0,0,0.0441801736765799,0,0.0203054437484064,0,0,0,0,0,0,0,0,0,0,0,0,0.0492992227251117,0.015150839889191,0,0,-0.0411310672864596,0.115421696901775,0,0.591969562432304,0.0256117718205442,0.0503754573915468,0,0,0,0,0.112052767612202,0,0,0,0,0,0,0,0,0,0,0.0472803675729168,0,0,0,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126466349098322,0,0,0,0,0.0200330563828044,0,0,0.159813220569162,0,0.039063689563318,0.0890055872556762,0,0.521755801061225,0,-0.0219401381593036,0,0,0.0706187685241439,0,0.00562519358794736,0,0,0,0,0,0,0,0.0389439658196554,0,0,0,0,0,0,0,0
