,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600926.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0,0.0767345529004335,0,0.0460292490958003,0,0.241843322442706,0,0.0443607571576611,0,0,0,0.0850786128141642,0,0,0,0,0,0,0,0,0,-0.264292757496679,0,0,0,0,0.320840214129443,0,0,-0.029357701510983,0.248282926851855,0,0,0,0,0,-0.0757608086470045,0,0,0,0,0,0,0.040128871881589,0,0,0,0,-6.93889390390723e-18,0,0
X002142.CH.EQUITY,0.377177516960126,0,0,0,0.00339787822409418,0.146429351682623,0.150367996605916,0,0,0,0,0,0,0,0,0.175119668181665,0,0,0,0,0,0,0.0227456801275435,0,0,0.0365848521892708,0,0,0,0,0,0,0.0337852155777941,0,0.0619279064829255,0,0,0,0,0,0,0,-0.193037692638602,0,0,-0.0214519146943787,1.73472347597681e-18,0,0,0,-0.0284273008539087,0
X600000.CH.EQUITY,0.0698953489300036,0,0,0,0,0,0.0458623818766011,0.314311903885662,0.0578658039880419,0,0,0,0.0723335068763136,0,0,0.192843153339598,0.0402227652902017,0,0.117381638275296,0,0,0,0,0,0,0,0.172170029528753,0,0.0665985582044378,0,-0.0874689246103613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0711829978156664,-0.0517974487992162,0,0,0,0,-0.0864410952699111
X600016.CH.EQUITY,0,0,0,0,0,0,0.139652524951996,0.429436815621459,0,0,0.227572412000611,0,0.0668435479522987,0.0467929236624353,0.00894079572234106,0,0,0,0.0872645724825712,0,0,0,0,0,0,0,0,0,0,0,0,0.100200452149131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.115886742771562,0,0,0.312080632602147,0,0,0,0.179438120537279,0,0,0,0,0.0701701192286331,0,0,0.0580374764557864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120726948257842,0,0.0974085501566463,0.0105757988736887,0,0,0,-0.11590538877121,0,0,0,0,0.0107636753281082,-0.0430508407932,0,0
X600926.CH.EQUITY,0.0515609890350964,0,0,0,0,0,0.582120635539857,-0.0693225378783355,-0.0478481527761011,0,0,0,0,0,0,0,0.0198633200549166,0,0,0,0,0,0.0416649674592524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0700825979209795,0,0,0,-0.0628366871693252,0,0,0,0,0,-0.192327358551634,-0.0118536828096493,0
X601166.CH.EQUITY,0.210279028141621,0,0,0.00937094764019302,0.00746417730611684,0.239167519205899,0,0,0,0,0,0,0.319224676895194,0,0,0,0,0,0,0,0,0,0,0,0,0.0828999116086758,-0.0756956864740233,0,0,0,-0.0734974441824821,0,0,0,0,0,0,0.041940227312521,0,0,0.0225259366273881,0,0,0,-0.0789140746259963,0,0.0701612350231731,0,0.0657423374133049,0,0,0
X601169.CH.EQUITY,0,0,0,0.745907971604898,0.0375184009411334,0,0,0,0,0,0,0,0,0.13726788769832,0,0,0,0,0,0.0913207621891036,0,0,0,0,0,0,0,-0.0612289121110175,0,0,0,0.053930150721633,0.0589332750562971,0,0,0,0,-0.150153620241438,0,0,0,0,0,0,0,-0.0391096518015144,0,-0.0515960688127248,0,0,0,0
X601229.CH.EQUITY,0,0,0,0.148522235379427,0.071245153479433,0,0,0,0,0,0,0,0,0.0301441569818297,0,0,0.148277744925456,0,0,0,0.0513035854194422,0,0,0,0,0,0,0,0,0.0734746429697237,0,0,0,0,0.117430485361287,0.0133521693358271,0,0,0,0,0.0475537928185934,0,0.174462308909931,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,-1.73472347597681e-18,0.0394609040482777,0.0586963232095731,0,0,0.013374691282532,0.103359115143795,0,0.0730960988347751,0,0,0,0.0213148311902539,0.17565786302113,0.45622428799239,0.0351889459234171,0,0,0,0,0,0,0,0,0,-0.0255549136208383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104085279744715,0,0,0
X601328.CH.EQUITY,0,0,0.219218791407178,0.0572871088702636,0,0,0,0,0.145334864967943,0,0,0.121008445729686,0,0.0186903121424754,0.204701315190795,0.0158073462905121,0,0.017305343892497,0,0,0,0,0,0,0,0,0,0,0.0147447127108721,0,0,0,0,0,0.0891461894252483,0.0587633951225759,0,0,0,0,0,0,0,0,0,0,0,0.0568947486570191,0,0,0,0
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.110490238110846,0,0,0,0.337316515007183,0.207655837908321,0.165035416174066,0,0,0,0,0,0,0,0,0,0,0.0158856092011851,0,0,0,0,0.00253978393337771,0,0.0457158479091905,0,0,0,0,0,0,0,0,0.0247966533911842,0,0,-0.03923342151684,0,0.0740009385600987,0,0,0,0
X601818.CH.EQUITY,0.0616392093508955,0.158196759133263,0.177232539978733,0,0,0,0,0,0,0,0,0,0,0,0,0.125075325001217,0.10342388873886,0,0,0.0175546085104354,0,0,0,0,0,0,0,-0.0823600687558054,0,0,0,0.022253204692707,0,0.0958213145737763,0,0.134835984647359,0,0,0,0,0,0,0,0,0,0.00243398490759368,0.0861672726905948,0,0,0.127401986597255,0.0912839415391527,0
X601939.CH.EQUITY,0,0,0,0,0,0.182572092135691,0.0490769733899275,0.113693423670969,0,0,0,0.579605344921793,0.0765667732790729,0,0,0,0,0,0,0.20385429159347,0,0,0,0,0,0.0541751949877087,0,0,0,0,0,0,0,0,0,0,0,0,-0.0339424193121204,0,0,0,0,0.0672714166038862,0,0,0,0,0,0,0.0716049081713045,0
X601988.CH.EQUITY,0,-0.0182785694339986,0,0,0,0,0,0,0,0.354562725236273,0.245304013171851,0,0,0,0,0.205734991965143,0.0288609999083033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0541914768690006,-0.263900061568445,0,0,-0.00384430080667189
X601998.CH.EQUITY,0,0,0.198950977275557,0,0.172093377675683,0,-0.0551518357659707,0,0,0.0501056872185425,0,0,0.311380282051759,0,0.446716649382369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00360944076585936,-0.0453753531280513,0,0,0,0,0,0.134886614575749,0.00484776856434255,0,0,0,0.064260296081223,-0.123303498502199,0,0.218150599920979,0,0,0,0,0,0
X601658.CH.Equity,0,0,0.00514330636052202,0,0,0.0199049762049954,0,0,0.0894796099942276,0.355966718744546,0,0,0,0,0,0,0,0,0.0654670333940265,0.172691852454011,0,0,-0.0723396833016611,0,0,-0.0383499756221184,0,-0.0662622089917596,0,0,0,0,0,0,0,0,0,0,0.147251429474062,0,0,0,0,0,0,0,0,0,0,0,0,0.319399126238325
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55656977588555,0,0,0,0,0,0,-0.0415102698522953,0,0,0,0,0,0,0,0.108578444936484,0,0.0238592289256679,0,0,0,0,0,0,0.0830614443322555,0,0.0395592037632168,0,0.168307721340945,0.0538053781177727,0,0,0
X2388.HK.EQUITY,0,0,0,0.0708538469889757,0,0,0,0.103594101271316,0,0,0,0,0,0,0,0,0,0.475252871767501,0,0.172205383924664,0,0,0,0,0,0,0,-0.223756281103925,0,0,0,0,0,0,0,0,-0.0357347757753144,0,0,0,0,0.0688052000002518,0,0.0374161677736009,0.185949281488606,0,-0.0419531002263756,0,-0.0414339464822436,0,0.0142571023753036,0
X5.HK.EQUITY,0,0,0,0,0,0,0.065274081979352,0,0,0,0,0,0,0.126984148161774,0,0,0.0520768040710069,0.257978206856579,0.135606385367927,0,0,0,0,0,0,0,0,0,0,0,-0.150743950673429,0.196644839484715,0,0,0,0,0,0.0650765567799828,0,0,0,0,0,0.236792351317094,0,0,0,0,0,0,0,0
X000166.CH.EQUITY,-0.0535371077489192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180335336149051,0,0,0,0,0.20934596810031,0.150815873616496,0,0,-0.0554342121094121,0.772420061062742,0,-0.299678534032175,-0.151933328514423,0.072461053289307,0,0,-0.0773284418064855,0.0566628598578055,-0.0157391678724987,0,0,0.19421946844257,0,0,0,0,0,0,-0.166245347872685,0,0,-0.0324801067428139,0
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164655868309226,0,0,0.211629556218921,0.005097725512536,0,0,0.149394476182242,0.30132658177898,0,0.153404455899614,0,0,0,0.0615896244932467,0,0,-0.0760293590845817,0,0,0,0,-0.01882171562376,0,-0.096703359942316,0.126973139938256,0,0,0,0,0,0
X002736.CH.EQUITY,-0.304057080472715,0.205554089006452,-0.336482257588793,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0.0156976040744778,0,0,0,0,0,0,0.177981007124631,0,0,-0.0700668030707659,0,0,0.385016950187801,0.139812487986605,0,0,0,0,0.500486263954127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.133492782086779,0,0,0.244806591750466
X300059.CH.EQUITY,0,0,0,0,0,0,0,-0.0137184215127803,0,0,0,0,0,0,0,0,-0.0341501114298367,-0.043417200064962,0,-0.0354946922872438,0,0,0,0,0.2053042457659,0,0.23030904810212,0.16149167326357,0,0.0967744829346832,0.0548079499013218,0.20236804848434,0.113075500749865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0171829080951345,0
X600030.CH.EQUITY,0.0131720472117026,0,0,0,0,0,0,-0.00162693482096655,0,0,0,0,0,0,0,0,0,0,0,0,0.216700300894441,0.0649961969750483,0,0.0296131092780177,0,0,0.0318785791036795,0.206458830648984,0.0147967716171622,0.40580444834599,0,0,0,0,0,0,0,0,0,0,0,0,-0.0776264422078652,0,0,0,0,0,0,-0.0187844629526005,-0.0961854598541132,0
X600837.CH.EQUITY,0,0.187680469482024,0,0.247438484773833,0.208473284279304,-0.57942663482256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00609829270071545,0,0,0,0,0,0,0,0,0,0,0.0276964983932127,0,0,0,0,-0.0184262269890225,5.42101086242752e-20,0,0,0,0,0,0,0,0.0525187355527155,0,0.0189323921488146
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547113986189696,0,0,-0.0298554551564769,0,0,0,0,0,0.285723610136168,0.340495378866943,0.0226661522361515,0,0,0.133351246599264,0,0,0,0.220051121061802,-0.151732647015635,0,0,0,0,0,-0.190588263889299,-0.362783993793619,0,0,0,0,0,-0.0267272813406483,0,0.0584134488311091,0,0,0,-0.0667393306304222
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,-0.158277482379619,0,0,0,-0.0453105887717583,0,0,0,-0.196197999392929,0,0,0,0.277251767687945,0.12896661610724,0,0,0.0695535520780279,0,0,0,0,0.0704336789817996,0,0,0,0,0,0.233665417999142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0630126752296218
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.135430307357208,0,0,0,0,0.0294878181488546,0,0,0,0,0.0943021150929507,0.0431708735481101,0.0854987758349837,0,0.140287334868092,0,0.0586870316164262,0,0,0.201238488256444,0,0.061063783054324,0,0,0,0.037072240708781,0,0,0,0,0,0,0.0721188890275535,0,0,0,0,0,0,0,0,0
X601688.CH.EQUITY,0,0,0,0,0,0,0.0245868098565099,0,0,0,0,0,0,0,0,0,0,0,0.106613585909709,0,0,0.0166659500516362,0,0.118081875812205,0.277614555549544,0,0.123799953022907,0.0359436085943986,0.417449383135315,0,0.0430888328989607,0,0,0,0,0.00855063082813308,0,0,-0.00411869180176994,0,0.0239711031244342,0,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0299438240109391,0,-0.0972097750646312,0,0,0,0,0,0.595328511993494,0,-1.38777878078145e-17,0,-0.147508846144672,0,0,0,0,0,0,0,0.049294012099556,0,-0.0544477427307172,0,0,0.311381613537519,0,0,0,0,0,0,-0.00142829452417306,0,-0.112470637156545,0,0.000461879711775284,-0.145806801168777,0.187292045233209
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0844832084530387,0,0,0,0,0,0.196740280170623,0,0,0,0.0574357528829019,0.183775714925549,0,0.0624632627594407,0.0920502341910872,0.060331334172771,0,0,0,1.73472347597681e-18,0.0441375620317697,0,0,0,0,0,0.104188464531563,0,0,0,0,0,0,0,0,0,0,0,-0.0414122992351944
X601319.CH.EQUITY,0,0,0,0,0,0,0,0.01362186233634,0.0545067053194197,0.122889074364334,0,0,0,0.119909145688786,0.100487409633429,0,0,-0.0521194619350356,0,0,0,0,0.0281986298249429,0,0.18193220819348,0,0,0,0.0431469962237135,0,0,0.11363359340518,0,0,0,0,0,-0.0152455059846766,0,0,0,0,0,0,0,0,0,0,0,0,-0.0173107817718105,0
X601336.CH.EQUITY,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111453080783224,0,0,0,0,0,0.157022043507148,0,0,0.100631830338684,0.0244003571203985,0.0620688595600272,0,0,0.254139317822035,0.382304863763474,0,0.0822653999645024,0,0,0,0,0,0,-0.120595665495492,0,0,0,0,0,-0.0293504584699788,0.0616820364140888
X601601.CH.EQUITY,0,0,0,0,0,0,0,0,0.129165508866574,0,0.059076173950035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.310964155500474,0,0.262636773573666,0,0.0151871671426859,0.106640367261304,0,0,0.0228814810163987,0,0,0,0,0.170435659047129,0.171061236035028,0,0,-0.0141749049091103,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.239917848873554,0,0,0,0,0.0938248119487695,-0.117615827535738,0,0,0,0,0,0,0,0,0.0950711097755435,0.071998925264327,0.0345048097431161,0,0.214944874145878,0,0,0,0.240555893273443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.05067206650899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.189270383044381,0,0,0.284763661364568,0,0,0,0.159389086904765,0,0,0,0.192576762471636,0.00799697671938587,0,0.0333397739039881,0.0128904832294905,0,0.236063771526892,0.111486093977059,0,0,0.0413258872275875,0.0371335330444876,0,0.0604141870007174
X2881.TT.EQUITY,0,0,0,0.0185612874503562,0,0,0,0,0,0.107888461667036,0,0,0,0.018237208912278,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133529197670323,0,0,0,0,0,0,0,0,0,0,0.429583918965611,0,0,0,0,0.145818870415823,0,0.0263402682157686,0,0.0674171751854436,0.106410584544522,0,0,0
X2882.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224538091576997,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,-0.141533901694097,0,0,0,0.605018582232323,0,0,0,0,0,0,0.0527179084220934,0,0.0318549772115939,0,0,0.0461881515162772,0,0
X000002.CH.EQUITY,0,0.0955307762170087,0,-0.103912008837191,0.162897101002681,0,0,0,0,0,0,0,0,0,0,0.18122220147458,0.00555331693410973,0,0,0,0,0,0,0.178244097905862,0,0,-0.0899450548918223,-0.135880528223163,0,0,0,0,0,0,-4.33680868994202e-19,-0.0826721893204529,0,0,0,0,0.686982705355865,0,0,0,0,0,0.104443579656571,0,0,0,0.00839041556079671,0
