,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.379360233263121,0.0410482043863424,0,0,0,0,0,0.0734598696852766,0.0399661319554276,0,0,0,0,0,0,0,0,0,0,0,0,0.00340168323415293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234513740424179,0,-0.141389579399403,0,0.0223385552599928,0,0,0,0.153467458667171,0,0,0.0283756798341838,-0.0465626450002428
X002142.CH.EQUITY,0.240188930639111,0,0,0,0,0,0.150954223617552,0,0.0462943234169273,0,0,0,0,0.291572810081313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130150129752504,0,0,0,0,0,0.114811942817769,0,0.141168560437877,0,0,-0.162871914457622,0,0,0,-0.00470890327300348,0,-0.0389529140217333,0,0,-0.115191800909597,0
X600000.CH.EQUITY,0,0,0,0,0,0.188218641131316,0,0,0,0.101698552365821,0,0,0.156086542920106,0,0,0,0,0,0,0,0,0,0,0,0.230047396748891,0.0700434497540779,0,0,0,0,0,0,0.0785663994412336,0,0,0,0,0,0,0,0.299893003294883,0,0,0,0,0,0,0,0,0,0.0377287997224711
X600015.CH.EQUITY,0.00164434868399366,0,0.210858889053978,0,0,0,0,0.477082710434249,0,0.0966504610312547,0,0,0,0,0.0591721981204806,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0323830105290654,0,0,0,0,0,0,0,0,0,0,0.110282999532641,0,0.0458124321105562,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.2759113311524,0,0,0,0,0,0,0,0,0,0,0,0.280396788221287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131990731082305,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13579768073462,0,0,0,0,0,0,-0.170360117387989,0,0,0,0.158129834998281,0,0,0,0,0.581861818444231,-0.163652136424266,0,0,0,0,0,0.301385334885283,-0.12954133922745,0,0.0727087732270053,0.269869905762653,0,0,0,0,0,0,-0.102384546405691,0.0471398125234996,-0.0128201588623528,0.0433545933344524
X601166.CH.EQUITY,0,0.285309099036462,0,0,0,0,0,0,0,0.022475752557888,0,0,0,0,0.296691526273473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119332604799258,0.169471107253883,0,0,0,0,0,0,0,0,0,0,0,0.166335848341268,0,0,0,0.17294544316262,-0.115658731932494
X601169.CH.EQUITY,0,0,0,0.767898824259946,0,0,0,0,0,0,0,0,0.158011493129663,0,0,-3.46944695195361e-18,0,0.130564359806565,0,0,-0.104962803086136,0,0,0,0,0.144878111726173,0,0,0,0,0.0287143886021583,0,-0.00374232813354447,-0.497693147119867,0,0,0,-0.13613337245092,0.370863292102671,-0.0192396016728537,0,-0.00589142047217349,0,0,0,0,3.46944695195361e-18,0,0,0,0.0437819144177062
X601229.CH.EQUITY,0.129379026222141,0.124516298066766,0.0878912808796069,0,0,0,0,0,0,0,-0.0747793166630321,0.48672464699999,-0.0663636381619716,0,0,0.066957696888464,0,0,0,-0.05811728607047,0,0,0,0,0,0.129073135858014,0,0,0,0,0,0,0,0,0,0.161156259424459,0,0,0,-0.050148773197469,0,0,0,0,0,0,0,0,-0.00795644629424287,0,-0.176049305291493
X601288.CH.EQUITY,0,0,0,0.167040470061712,0,0,0,0,0,0,0.0124523981995629,0,0.129415817661498,0,0.230467829245201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052755414498328,0.311879907132022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058997384996862,0,0,0,0
