,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601788.CH.EQUITY,X601881.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.16539421358106,0,0,0,0,0,0,0,0,0,0,0.163478476272253,0.143846777792864,0,0,0,0.0734389987632936,0,0,0,0,0,0,0,0,0,0,0,0,-0.00819511790556363,0,0.355759680548995,0,0,0.0982505353752737,0,0,0,0,0,0,0,0,0,0,0,0,-0.0377359937922282,0,-0.0148615441695925,0
X002142.CH.EQUITY,0,0,0,0,0.432805576633238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0210404104030729,0,0,0,0.0820883458356294,0,0,0.293725454771239,0,0,0,0,0.0679441693819219,0,0,0,0,-0.0791208163421931,0,5.42101086242752e-20,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0.0802131507571879,0.0517008204288596,0.610449869219624,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.0423295753012151,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00711259740444267,0,0,0,0,0,0.00737417916021685,0,0,0,0,0,0,0,0,0.0108989654695698,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.0525474670651816,0,0,0,0,0.0977669354884364,0.267755423626219,0,0,0,0.105806528895935,0.0160977683813472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0651282492635065,0,0,0,0,0,0,0,0,0,-0.010979284590939,0,0,0.00341765167867062,0,0,0,0.206982421004813,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.29408656884611,0.0456683826014118,0,0,0,0.0627631972843264,0.00585410501672878,0,0,0,0.438292624498256,0.0163789228253143,0,0,0,0,0.0507514786470955,0,0,0,-0.00760585908423049,0,0,0,0,0,-0.0428182846887422,0,0,-0.0868103588681672,-0.0629530411333041,0,0,0,0.0331662310132662,0,0.148522672825958,0,0,0,0,0,0,0,0,0,0,0,0.0626361647202483,0,0
X601166.CH.EQUITY,0.110389553558082,0,0.455949298806103,0,0,0,0,0.0683116440233117,0,0,0,0,0.0538824717902086,0.043367603563239,0.00985364783522369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0121012747824665,0,0.126942275906812,0,0,0,0,0,0,0.00613847717410256,0,0,0,0,0,0,0.0147594258136809,0,0,0,0,0
X601229.CH.EQUITY,0,0.134792351012264,0,0,0,0,0,0,0,0,0,0.41933667817184,0,0,0,0,0,0.139492845674534,0,0,0,0,-0.00857881732153981,0,0,0,0,0,-0.116519155425486,0,0,-0.126544266033403,0,0,0,0,-0.523124873668853,0,0,0.19905351792053,0.0214434913392553,0,0,0,0,0.0469965389312521,0,-0.0377222105142372,0,0,0,-0.00130976590207146
X601288.CH.EQUITY,-0.0338086447148572,0,0,0,0,0,0,0,0.109630810869354,0,0,0.859481650066314,0,0,0,0,0.0188283102219085,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.118247217950666,0,0,-0.0910577295460707,0,0,0.0121803632744823,-0.0901249568859666,0.0471125438517141,-0.0546131537742371,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.036442071710487,0.33071382859865,0,0,0.0356615416607188,0.181770103675346,0,0.264590427639743,0,0,0,0,0,0,0,0,0,0,0,0,0.0663678586252776,0,0.00987298572799368,0,0,0,-0.0156919801801295,0.0462109944890537,0,-0.00323543899796361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601398.CH.EQUITY,0,0.0312884739689338,0,0,0.0652902559599231,0,0,0,0,0,0,0,0,0.743746425358669,0,0,0,0,0,0,0,-0.116631055046466,0,0,-0.171305544281314,0,0,0,-0.522508579414733,0,0,-0.0685817740044722,0.0440156067636823,0,0,0,0.216413151310218,0,0,0,0,0,0.142805868547291,0,0,0,0,0,0.143876862105195,0,0,0
X601818.CH.EQUITY,0,0,0,0,0,0,0,0.368645696853932,0,0,0,0,0,0,0.011876038250526,0,0,0,0.0838174953691661,0,0,0.0354154136200057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0298361665472221,0,0,0,0,0,0,0.0487841568335231,0,0,0,0
X601939.CH.EQUITY,0.0150158361227814,0,0,0,-3.46944695195361e-18,0,0,0.889005369396589,0,0,0,0,0,0.042908957235703,0,0,0,0.0590043438803967,0,0,0.0493004497837687,0,0,0,0,0,0,0,0,0,0.0708155315209309,0,0,0,0,0,0,0.0743065893553693,-0.0494732933183917,0,0,-0.0813282766667738,0,-0.0965968051489441,0,0,0,0.0494954516672447,0,0,0,0
X601988.CH.EQUITY,0.0606188160078991,0,0,0,0,0.32891562484905,0.0316935297391564,0.0680847503981766,0,0,0,0,0,0,0.543463817433744,0,0,0.0167828156785937,0,0,0,0,0,0,0,0.0714810524987813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0791781326068519,0.0103968306960236,0,0,0,0,0,0,0,0,-0.10322564651926,0
X601998.CH.EQUITY,0.03549832827739,0,0.0274149721909457,0,0,0,0,0.0395450681989873,0,0.154074415140589,0,0,0,0,0,0,0,0,0,0.548354199528946,0,0,0,0,0,0,0,0,-0.295781866525787,0,0,0,0,0.0771732264018851,0,0.0203819335352181,0,0,-0.036264969561728,0,0,0.101131426706507,0,0,0,0,0,0.0320646201690135,0,0,0,0
X601658.CH.Equity,0.134060633134554,0,0,0,0,0,0,0.265736643699098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606647143225822,0,0,0,0,0.139835979673889,0,0,0,0,0,0,0,0,-0.152097378751002,-0.0538398265921813,0.419392782990467,-0.0194429397736921,0,0,-0.160595698111969,0,0.12150459250144,0
X11.HK.EQUITY,0,0.0688441641444254,-0.115081592162888,0,0,0,0,0,0,-0.0735116819071037,0,0,0,0,0,0,0.139082751965371,0.374341492351814,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.112146522342864,0,0,0.18455369030128,-1.73472347597681e-18,0.0133852583867167,0.05773395288377,0,0,0,0,0,0.0851188958488489,0,0.157410368008282,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0.0163722745580526,0.0725433203322256,0,0,0,0,0,0,0.22599414543502,0,0,0,0,0,0,0,0,0,0,0,0,-0.0216891227789865,0.0240161101913792,0,0,0,0,0,0,0,0.048645291584698,0.0419377280267552,0,-0.0104638240989564,0,0,0.0996280879754036,0,0,0,0,0,0.391843995739823,0,0.0684201398192138
X5.HK.EQUITY,0,0,0,0,0,0,0.274965102217884,0,0,0,0,0,0,0,0,0.724018425065362,-0.561739038369245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00384636415735617,0,0.169358979876642,-0.105729508922009,0.140291306871489,0,0,0,0,0,0,0.605147710465805,0,0,-0.0335577333617355,0.0423248546392836
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390077143597474,-0.0400943506265416,0,0,0,0,0,0.230716264370104,0,0.126687428778742,0,0,0,0.099923881986537,0.0355080103508238,0.0592445395076618,0,0.243162885976698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105926551688556,0.0924854320456918,0
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12378197786641,0,0,0,0,0.145723081966966,0,0.0378666793350558,0,0,0.178181839377184,0.00835682497668855,0,0.0100840799711698,0.513523082395859,0,0,0,0.0013252221413221,0,0.0223725212906738,0,0,0,0,0,0,0,0,0,0,0.0297954713196248,0,0,0,0,0,0,0
X002736.CH.EQUITY,-0.0175003392500129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0727948385133391,0,0.375275249694214,0,0,0,6.93889390390723e-18,0,0.0265679438345298,0,0.11010984480522,0,0,-0.0464418972766356,0,0,0,0,0,0,0,-0.0366393614809983,0,0,0,0,0,0,0.0339826371960803,0,0.0514307655173513,0,0,-0.0372093157980862,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0.00515269291868484,0,0,0.018332807467185,0,0,0,0,0,0,0,0,0.29838942221915,0,0,0,0,0,0.0441403134607351,0,0,0,0,0,0,0,2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0.192318736216246,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0.0262574046413659,0.0521210848874513,0,0,0,0.279013220865831,0.0942074030419636,0.332095192051396,0,0,0,0,0,0,0.0820920464923823,0,0,0,0,0,0,0.0419003243445889,0,0,0,0,0.00682112254034434,0,0,0,0.0188578665001766,-0.00225791007797522
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0846963390416838,0,0,0,0.0910888408075524,0,0,0,0,0,0,0,0.548158505673824,0,0.0898563509702606,0,-0.0555845682423423,0,1.73472347597681e-18,0.0924905275397479,0,0,0,0,0,0,0,0,0.0147954622955863,0,0,0,0,0,0,0,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0.0915425015382103,0,0,0,0,0.154058280848479,0,0,0,0,0,0.25493456091163,0,0,0,0,0,0,0,0,0,0.118574088192704,0,0.00715192149303318,0,0,0,0,0,0,0,0,-0.424688595984656,0.0745477263240153,0,0,0,0,0,0,0.150832343278256,0,0.0034885702640447,0.0377580388096731
X601066.CH.EQUITY,0,-0.0355935605968813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575170309929307,0.0230720334184585,0,0,0,0.201437188144597,0.383978515261316,0,0,0,0.186158333359936,0,0,0,0,0,0,0,0,0,-0.0121711922850026,0,0.00782108334361298,0,0,0,0,0,0,0,0,0,0,0,0,0
X601211.CH.EQUITY,0,0,0.0126296683483613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457039573458081,0,0.0878979725350607,0,0,0.085852129444736,0,0.410178503203765,0,0,0,0,0,0,0,0,0,0,0,0.0236871115920641,0,0,0,0.0833409240115341,0,0.0592283703820247,0,0,0.0674846370393151,0,-0.0336192433537433,0
X601688.CH.EQUITY,0,0,0,0,0,0,0.0322277060357529,0,0,0.0143317094593786,0,0,0,0,0,0,0,0,0,0.31164104909679,0,0,0,0.513573294311449,0,0,0.101738773995866,0,-0.033482087258989,0,0.00216059081365416,-0.0164224990883133,0.00224840805432697,0,0,0,0,0.0568048716725957,0,0.0830440048467161,0,0,0,0,0,0,0,0,0,0,0.0139955035126731,0
X601788.CH.EQUITY,0,0.0124716819890701,0,0,0,0,0,0,0,0,0,0.0194372213738933,0,0,0,0,0,0,0,0.176825782429943,0,0,0,0,0,0,0,0,0,0.198902670428125,0,0,0,0.147437496603272,0,0,0,0,0,0.0123818408267392,0,0,0,0,0,0,0,0,0,0,0,0
