ticker,REIT Index,SPX INDEX,USGG3M INDEX,VIX INDEX,USGG3M10YR,MOODCBAA10YRSPD
2019-06-03,2021.89,2744.45,2.3243,18.86,-0.2533000000000003,2.4190000000000005
2019-06-04,2012.87,2803.27,2.3342,16.97,-0.20460000000000012,2.4104
2019-06-05,2056.43,2826.15,2.3366,16.09,-0.20179999999999998,2.4352000000000005
2019-06-06,2058.41,2843.49,2.3056,15.93,-0.18820000000000014,2.4426000000000005
2019-06-07,2064.19,2873.34,2.2666,16.3,-0.18569999999999975,2.4290999999999996
2019-06-10,2057.79,2886.73,2.2716,15.94,-0.12319999999999975,2.3916
2019-06-11,2062.04,2885.72,2.2457,15.99,-0.1025999999999998,2.3869000000000002
2019-06-12,2069.92,2879.84,2.2148,15.91,-0.09430000000000005,2.4195
2019-06-13,2077.59,2891.64,2.1686,15.82,-0.07410000000000005,2.4254999999999995
2019-06-14,2081.22,2886.98,2.1682,15.28,-0.0878000000000001,2.4295999999999998
2019-06-17,2103.8,2889.67,2.1783,15.35,-0.08410000000000029,2.4058
2019-06-18,2099.37,2917.75,2.2108,15.15,-0.1513,2.4005
2019-06-19,2112.56,2926.46,2.1592000000000002,14.33,-0.1358999999999999,2.4167000000000005
2019-06-20,2122.37,2954.18,2.1283,14.75,-0.09989999999999988,2.3615999999999997
2019-06-21,2095.27,2950.46,2.0997,15.4,-0.04569999999999963,2.3659999999999997
2019-06-24,2082.36,2945.35,2.1047,15.26,-0.09039999999999981,2.3356999999999997
2019-06-25,2055.86,2917.38,2.1208,16.28,-0.13579999999999992,2.3549999999999995
2019-06-26,2013.35,2913.78,2.1387,16.21,-0.09189999999999987,2.3232
2019-06-27,2034.66,2924.92,2.1334,15.82,-0.11939999999999973,2.306
2019-06-28,2044.76,2941.76,2.0868,15.08,-0.0817000000000001,2.3048999999999995
2019-07-01,2039.32,2964.33,2.1073,14.06,-0.08329999999999993,2.2960000000000003
2019-07-02,2074.72,2973.01,2.1722,12.93,-0.19820000000000015,2.2959999999999994
2019-07-03,2102.74,2995.82,2.2028,12.57,-0.2529999999999999,2.2702
2019-07-04,,,2.2028,,-0.2529999999999999,
2019-07-05,2094.39,2990.41,2.2152,13.28,-0.1814,2.2662
2019-07-08,2101.55,2975.95,2.2305,13.96,-0.18290000000000006,2.2324
2019-07-09,2111.27,2979.63,2.2355,14.09,-0.17070000000000007,2.2252
2019-07-10,2122.31,2993.07,2.1687,13.03,-0.10739999999999972,2.2587
2019-07-11,2095.01,2999.91,2.1404,12.93,-0.0026000000000001577,2.2422
2019-07-12,2089.6,3013.77,2.1298,12.39,-0.007899999999999796,2.2481
2019-07-15,2089.76,3014.3,2.1271,12.68,-0.03840000000000021,2.2513
2019-07-16,2084.84,3004.04,2.144,12.86,-0.041400000000000325,2.2574000000000005
2019-07-17,2077.48,2984.42,2.113,13.97,-0.06789999999999985,2.2548999999999997
2019-07-18,2076.49,2995.11,2.0204,13.53,0.0038000000000000256,2.2857999999999996
2019-07-19,2040.82,2976.61,2.0637,14.45,-0.00849999999999973,2.2547999999999995
2019-07-22,2039.74,2985.03,2.0662,13.53,-0.019799999999999596,2.2436
2019-07-23,2062.35,3005.47,2.0412,12.61,0.040000000000000036,2.2287999999999997
2019-07-24,2063.43,3019.56,2.0925,12.07,-0.04969999999999963,2.1572
2019-07-25,2051.58,3003.67,2.1,12.74,-0.019000000000000128,2.139
2019-07-26,2060.11,3025.86,2.1125,12.16,-0.04219999999999979,2.1397
2019-07-29,2068.3,3020.97,2.0996,12.83,-0.034600000000000186,2.1250000000000004
2019-07-30,2084.58,3013.18,2.0592,13.94,-0.0011999999999998678,2.142
2019-07-31,2076.0,2980.38,2.0616,16.12,-0.04719999999999969,2.1356
2019-08-01,2075.37,2953.56,2.0744,17.87,-0.18089999999999984,2.1765000000000003
2019-08-02,2087.13,2932.05,2.0483,17.61,-0.20309999999999984,2.1948
2019-08-05,2048.05,2844.74,1.9969000000000001,24.59,-0.2893999999999999,2.2825
2019-08-06,2071.06,2881.77,2.028,20.17,-0.3257000000000001,2.2777000000000003
2019-08-07,2091.46,2883.98,2.0125,19.49,-0.2783000000000002,2.2058
2019-08-08,2125.16,2938.09,2.0072,16.91,-0.29000000000000004,2.2528
2019-08-09,2124.49,2918.65,1.9864000000000002,17.97,-0.24170000000000003,2.2253000000000003
2019-08-12,2118.12,2883.75,1.9684,21.09,-0.32299999999999995,2.2346
2019-08-13,2121.93,2926.32,1.9872999999999998,17.52,-0.28380000000000005,2.1965
2019-08-14,2091.27,2840.6,1.9384000000000001,22.1,-0.35919999999999974,2.2407999999999997
2019-08-15,2115.29,2847.6,1.8793,21.18,-0.35240000000000005,2.2631
2019-08-16,2134.01,2888.68,1.8585,18.47,-0.3047000000000002,2.2562
2019-08-19,2151.67,2923.65,1.8942999999999999,16.88,-0.28800000000000003,2.2837
2019-08-20,2133.65,2900.51,1.9,17.5,-0.3444999999999998,2.2945
2019-08-21,2142.02,2924.43,1.9718,15.8,-0.38249999999999984,2.2506999999999997
2019-08-22,2153.39,2922.95,1.9819,16.68,-0.3688,2.2569
