,Date,Top1,Top2,Top3,Top4
103,2019-09-16,FXI.US.EQUITY,CN2YR,CN210SLOPE,VXFXI.INDEX
104,2019-09-17,FXI.US.EQUITY,CN2YR,CN210SLOPE,VXFXI.INDEX
105,2019-09-18,FXI.US.EQUITY,CN2YR,CN210SLOPE,VXFXI.INDEX
106,2019-09-19,CN2YR,FXI.US.EQUITY,CN210SLOPE,VXFXI.INDEX
107,2019-09-20,CN2YR,FXI.US.EQUITY,CN210SLOPE,VXFXI.INDEX
108,2019-09-23,CN2YR,FXI.US.EQUITY,CN210SLOPE,VXFXI.INDEX
109,2019-09-24,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
110,2019-09-25,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
111,2019-09-26,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
112,2019-09-27,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
113,2019-10-08,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
114,2019-10-09,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
115,2019-10-14,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
116,2019-10-15,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
117,2019-10-16,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
118,2019-10-17,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
119,2019-10-18,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
120,2019-10-21,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
121,2019-10-22,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
122,2019-10-23,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
123,2019-10-24,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
124,2019-10-25,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
125,2019-10-28,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
126,2019-10-29,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
127,2019-10-30,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
128,2019-10-31,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
129,2019-11-01,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
130,2019-11-04,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
131,2019-11-05,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
132,2019-11-06,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
133,2019-11-07,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
134,2019-11-08,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
135,2019-11-11,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
136,2019-11-12,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
137,2019-11-13,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
138,2019-11-14,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
139,2019-11-15,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
140,2019-11-18,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
141,2019-11-19,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
142,2019-11-20,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
143,2019-11-21,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
144,2019-11-22,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
145,2019-11-25,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
146,2019-11-26,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
147,2019-11-27,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
148,2019-11-28,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
149,2019-11-29,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
150,2019-12-02,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
151,2019-12-03,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
152,2019-12-04,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
153,2019-12-05,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
154,2019-12-06,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
155,2019-12-09,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
156,2019-12-10,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
157,2019-12-11,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
158,2019-12-12,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
159,2019-12-13,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
160,2019-12-16,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
161,2019-12-17,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
162,2019-12-18,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
163,2019-12-19,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
164,2019-12-20,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
165,2019-12-23,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
166,2019-12-24,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
167,2019-12-25,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
168,2019-12-26,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
169,2019-12-27,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
170,2019-12-30,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
171,2019-12-31,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
172,2020-01-02,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
173,2020-01-03,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
174,2020-01-06,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
175,2020-01-07,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
176,2020-01-08,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
177,2020-01-09,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
178,2020-01-10,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
179,2020-01-13,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
180,2020-01-14,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
181,2020-01-15,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
182,2020-01-16,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
183,2020-01-17,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
184,2020-01-20,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
185,2020-02-03,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
186,2020-02-04,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
187,2020-02-05,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
188,2020-02-06,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
189,2020-02-07,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
190,2020-02-10,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
191,2020-02-11,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
192,2020-02-12,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
193,2020-02-13,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
194,2020-02-14,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
195,2020-02-17,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
196,2020-02-18,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
197,2020-02-19,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
198,2020-02-20,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
199,2020-02-21,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
200,2020-02-24,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
201,2020-02-25,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
202,2020-02-26,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
203,2020-02-27,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
204,2020-03-02,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
205,2020-03-03,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
206,2020-03-04,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
207,2020-03-05,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
208,2020-03-06,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
209,2020-03-09,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
210,2020-03-10,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
211,2020-03-11,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
212,2020-03-12,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
213,2020-03-13,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
214,2020-03-16,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
215,2020-03-17,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
216,2020-03-18,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
217,2020-03-19,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
218,2020-03-20,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
219,2020-03-23,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
220,2020-03-24,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
221,2020-03-25,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
222,2020-03-26,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
223,2020-03-27,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
224,2020-03-30,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
225,2020-03-31,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
226,2020-04-01,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
227,2020-04-07,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
228,2020-04-08,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
229,2020-04-09,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
230,2020-04-14,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
231,2020-04-15,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
232,2020-04-16,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
233,2020-04-17,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
234,2020-04-20,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
235,2020-04-21,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
236,2020-04-22,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
237,2020-04-23,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
238,2020-04-24,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
239,2020-04-27,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
240,2020-04-28,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
241,2020-04-29,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
242,2020-04-30,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
243,2020-05-06,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
244,2020-05-07,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
245,2020-05-08,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
246,2020-05-11,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
247,2020-05-12,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
248,2020-05-13,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
249,2020-05-14,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
250,2020-05-15,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
251,2020-05-18,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
252,2020-05-19,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
253,2020-05-20,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
254,2020-05-21,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
255,2020-05-22,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
256,2020-05-25,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
257,2020-05-26,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
258,2020-05-27,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
259,2020-05-28,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
260,2020-05-29,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
261,2020-06-01,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
262,2020-06-02,CN2YR,FXI.US.EQUITY,CN210SLOPE,VXFXI.INDEX
263,2020-06-03,CN2YR,FXI.US.EQUITY,CN210SLOPE,VXFXI.INDEX
264,2020-06-04,CN2YR,FXI.US.EQUITY,CN210SLOPE,VXFXI.INDEX
265,2020-06-05,CN2YR,FXI.US.EQUITY,CN210SLOPE,VXFXI.INDEX
266,2020-06-08,CN2YR,FXI.US.EQUITY,CN210SLOPE,VXFXI.INDEX
267,2020-06-09,CN2YR,FXI.US.EQUITY,CN210SLOPE,VXFXI.INDEX
268,2020-06-10,CN2YR,FXI.US.EQUITY,CN210SLOPE,VXFXI.INDEX
269,2020-06-11,CN2YR,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
270,2020-06-12,CN2YR,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
271,2020-06-15,CN2YR,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
272,2020-06-16,CN2YR,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
273,2020-06-17,CN2YR,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
274,2020-06-18,CN2YR,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
275,2020-06-19,CN2YR,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
276,2020-06-22,CN2YR,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
277,2020-06-23,CN2YR,VXFXI.INDEX,FXI.US.EQUITY,CN210SLOPE
278,2020-06-24,CN2YR,VXFXI.INDEX,FXI.US.EQUITY,CN210SLOPE
279,2020-06-29,CN2YR,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
280,2020-06-30,CN2YR,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
281,2020-07-01,CN2YR,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
282,2020-07-02,CN2YR,VXFXI.INDEX,FXI.US.EQUITY,CN210SLOPE
283,2020-07-03,CN2YR,VXFXI.INDEX,FXI.US.EQUITY,CN210SLOPE
284,2020-07-06,CN2YR,VXFXI.INDEX,FXI.US.EQUITY,CN210SLOPE
285,2020-07-07,CN2YR,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
286,2020-07-08,CN2YR,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
287,2020-07-09,CN2YR,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
288,2020-07-10,CN2YR,VXFXI.INDEX,FXI.US.EQUITY,CN210SLOPE
289,2020-07-13,VXFXI.INDEX,CN2YR,FXI.US.EQUITY,CN210SLOPE
290,2020-07-14,VXFXI.INDEX,CN2YR,FXI.US.EQUITY,CN210SLOPE
291,2020-07-15,VXFXI.INDEX,CN2YR,FXI.US.EQUITY,CN210SLOPE
292,2020-07-16,VXFXI.INDEX,CN2YR,FXI.US.EQUITY,CN210SLOPE
293,2020-07-17,VXFXI.INDEX,CN2YR,FXI.US.EQUITY,CN210SLOPE
294,2020-07-20,VXFXI.INDEX,CN2YR,FXI.US.EQUITY,CN210SLOPE
295,2020-07-21,CN2YR,VXFXI.INDEX,FXI.US.EQUITY,CN210SLOPE
296,2020-07-22,CN2YR,VXFXI.INDEX,FXI.US.EQUITY,CN210SLOPE
297,2020-07-23,CN2YR,VXFXI.INDEX,FXI.US.EQUITY,CN210SLOPE
298,2020-07-24,CN2YR,VXFXI.INDEX,FXI.US.EQUITY,CN210SLOPE
299,2020-07-27,CN2YR,VXFXI.INDEX,FXI.US.EQUITY,CN210SLOPE
300,2020-07-28,CN2YR,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
301,2020-07-29,CN2YR,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
302,2020-07-30,CN2YR,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
303,2020-07-31,CN2YR,FXI.US.EQUITY,CN210SLOPE,VXFXI.INDEX
304,2020-08-03,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
305,2020-08-04,CN2YR,CN210SLOPE,VXFXI.INDEX,FXI.US.EQUITY
306,2020-08-05,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
307,2020-08-06,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
308,2020-08-07,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
309,2020-08-10,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
310,2020-08-11,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
311,2020-08-12,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
312,2020-08-13,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
313,2020-08-14,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
314,2020-08-17,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
315,2020-08-18,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
316,2020-08-19,CN2YR,FXI.US.EQUITY,CN210SLOPE,VXFXI.INDEX
317,2020-08-20,CN2YR,FXI.US.EQUITY,CN210SLOPE,VXFXI.INDEX
318,2020-08-21,CN2YR,FXI.US.EQUITY,CN210SLOPE,VXFXI.INDEX
319,2020-08-24,CN2YR,FXI.US.EQUITY,CN210SLOPE,VXFXI.INDEX
320,2020-08-25,CN2YR,FXI.US.EQUITY,CN210SLOPE,VXFXI.INDEX
321,2020-08-26,CN2YR,FXI.US.EQUITY,CN210SLOPE,VXFXI.INDEX
322,2020-08-27,CN2YR,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX
323,2020-08-28,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
324,2020-08-31,CN210SLOPE,CN2YR,FXI.US.EQUITY,VXFXI.INDEX
325,2020-09-01,CN210SLOPE,FXI.US.EQUITY,CN2YR,VXFXI.INDEX
326,2020-09-02,CN210SLOPE,FXI.US.EQUITY,CN2YR,VXFXI.INDEX
327,2020-09-03,CN210SLOPE,FXI.US.EQUITY,CN2YR,VXFXI.INDEX
328,2020-09-04,CN210SLOPE,FXI.US.EQUITY,CN2YR,VXFXI.INDEX
329,2020-09-07,CN210SLOPE,FXI.US.EQUITY,CN2YR,VXFXI.INDEX
330,2020-09-08,CN210SLOPE,FXI.US.EQUITY,CN2YR,VXFXI.INDEX
331,2020-09-09,CN210SLOPE,FXI.US.EQUITY,CN2YR,VXFXI.INDEX
332,2020-09-10,CN210SLOPE,FXI.US.EQUITY,CN2YR,VXFXI.INDEX
333,2020-09-11,CN210SLOPE,FXI.US.EQUITY,CN2YR,VXFXI.INDEX
334,2020-09-14,FXI.US.EQUITY,CN210SLOPE,CN2YR,VXFXI.INDEX
335,2020-09-15,FXI.US.EQUITY,CN210SLOPE,CN2YR,VXFXI.INDEX
336,2020-09-16,FXI.US.EQUITY,CN210SLOPE,CN2YR,VXFXI.INDEX
337,2020-09-17,FXI.US.EQUITY,CN210SLOPE,CN2YR,VXFXI.INDEX
338,2020-09-18,FXI.US.EQUITY,CN210SLOPE,CN2YR,VXFXI.INDEX
339,2020-09-21,FXI.US.EQUITY,CN210SLOPE,CN2YR,VXFXI.INDEX
340,2020-09-22,CN210SLOPE,FXI.US.EQUITY,CN2YR,VXFXI.INDEX
341,2020-09-23,CN210SLOPE,FXI.US.EQUITY,CN2YR,VXFXI.INDEX
342,2020-09-24,CN210SLOPE,FXI.US.EQUITY,CN2YR,VXFXI.INDEX
343,2020-09-25,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
344,2020-09-28,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
345,2020-09-29,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
346,2020-09-30,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
347,2020-10-09,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
348,2020-10-12,CN210SLOPE,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
349,2020-10-13,CN210SLOPE,VXFXI.INDEX,FXI.US.EQUITY,CN2YR
350,2020-10-14,CN210SLOPE,VXFXI.INDEX,FXI.US.EQUITY,CN2YR
351,2020-10-15,CN210SLOPE,VXFXI.INDEX,FXI.US.EQUITY,CN2YR
352,2020-10-16,CN210SLOPE,VXFXI.INDEX,FXI.US.EQUITY,CN2YR
353,2020-10-19,CN210SLOPE,VXFXI.INDEX,FXI.US.EQUITY,CN2YR
354,2020-10-20,CN210SLOPE,VXFXI.INDEX,FXI.US.EQUITY,CN2YR
355,2020-10-21,CN210SLOPE,VXFXI.INDEX,FXI.US.EQUITY,CN2YR
356,2020-10-22,CN210SLOPE,VXFXI.INDEX,FXI.US.EQUITY,CN2YR
357,2020-10-23,CN210SLOPE,CN2YR,VXFXI.INDEX,FXI.US.EQUITY
358,2020-10-26,CN210SLOPE,CN2YR,VXFXI.INDEX,FXI.US.EQUITY
359,2020-10-27,CN210SLOPE,CN2YR,VXFXI.INDEX,FXI.US.EQUITY
