,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.524935132388561,0.168696215711348,-6.93889390390723e-18,0,0,0,0,0,-0.0957626578012372,0.0552670376001783,0,0,-0.0168292164616989,0,0,0,0,0,0,0,0,0,0,0,-0.0112172795131195,0,0,0,0,0.0384310763669383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490269454684099,0.0942222137809469,0
X601939.CH.EQUITY,0.419777721235331,0,0,0.151657672274152,0,0,0,0,-0.0319935885098803,0,0.152500836554304,0,0,0,-0.0614280422804242,0,0,0,0,0,0,0,0,0,0.185635817789971,0,0,0,0,0,0,0,0,0,0,0,-0.00914740481589162,0,0,0,0,0,0,0,0,0,0,0,0.0890527718837626,0,0.0233745514413858
X601318.CH.EQUITY,0,0,0,0,0.166802212760597,0,0,0,0,0,0,0.182171358857895,0,0,0.0183187129094365,0,0,0,0,0,0,0.0954827873487464,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0580491677357605,0,0,0,0,0.19703620807802,0,0,0,0,0,0
X601288.CH.EQUITY,0.176640383574829,0,0,0,0.365777771544197,0,0,0,0,0,0.0401251482286769,0,0,0.0943681821148039,0,0,0,0,0,0.0652370300155696,0,0,0,0,0.0958014316363623,0,0,0,0,0,0,0,0,0,0.146844889062171,0,0,0,0,0,0,0,0.0113904487858675,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.380950009607568,0,0,0,0,0,0.228562742047421,0,0,0,0,0,0.0624488017919047,0.157909573277866,0,0,0,0.0191776972817167,0,0,0,0,0,0.100149534271345,0,0,0,0,0,0,0,0,0,-0.500105404497891,0,0,0,0,0,0,0.0835571128672653,0,0,0,0,0,0,0.289841170728191
X600036.CH.EQUITY,0,0.0771896295492383,0,0,0,0,1.73472347597681e-18,0,0.000905212092872941,0,0,0.190926678038422,0,0,0,0,0,0,0,0,0,0.273558163051534,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.282852916451888,0,0,0,0,0,0,0,0,0.0648154664882576,0.0539296057419028,0,0,0,0,0.0243916231008486,0.0891012403919068,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23624129308088,0,0,0,0.47973181303681,0,0,0,0,0,-3.46944695195361e-18,0,0.107385191636437,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116677843313428,0,0,0,0,0.0458611139348823,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109232087621171,0,-0.299090608311516,0,0,0,0,0,0,-0.447390631118793,0.0741539523391159,0.746999753035136,-0.0100760012904662,0.649866858596369,0,0,0.0181630342191242,0,0,0,-0.151635304642102,0,0,0.37626664621752,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.0310760409146866,0,0,0,0,0,0,-0.195439848169819,0,0,0,0,0,0,0,0,0.28357035531021,0,0,0.0813734224671133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273339833030934,0,0,0,0,0,0,0.184429421496701,0.0707234975950919,0,0
X601658.CH.Equity,0,0,0,0.158282164589374,0.182114602084216,0,0,0,0,0,0,0,0,0.118449923020392,0,0,0,0,0,0,0,-0.0828974207696635,0,0,0,0,0.0367444324364274,0,0.0940644094190675,0,0,0,0,0,0,0,0,0.276517958577549,0,0,0,0,0,0,0,0,0,0,0.437065329094789,0,0
X601328.CH.EQUITY,0.171726787689793,0,0,0.461080845168369,0,0,0,0,0,0,0,0,0.0218236066321689,0,0.0409189617926847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156492071907496,1.73472347597681e-18,0,0,2.16840434497101e-19,0.0894356563220468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0671777743949553,0
X601166.CH.EQUITY,0,0,0,0,0,0.409192379162058,0,0,0,0,0.0675920263938975,0,0,0,0,0,0.0474559824835347,0,0,0,0,0,0,0,0,0,0,0,0,0.219150201272242,0,0,0,0,0,0,0,0,0,0,0,0,0.054488213397741,0,0,0,0.0298611170508671,0.0607650668856844,0.115532883912443,0,0
