,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,macro_return_add
X601398.CH.EQUITY,0,0,0,0.126292619273434,0,0,0,0,0,-0.0744930564661235,0,0,0,0,0,0,0,0,0,0,-0.059086194848253,0,0.00409984465549779,0.233575160990206,0.503716269650295,-0.110256150607004,0,0,0,0.205979022101576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0510890088626187
X601318.CH.EQUITY,0,0,0,0.00470266419637649,0,0,0,0,0,-0.0260640557376407,0,0,0.0271502875807491,0,0.0555482392654132,0,0.0160529333055313,0,0.498080314907203,0.0193270911039083,0,0,0,0,0,0,0,0,0.118181992972968,0,0,0,0,0,0,0.0652381735292902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0.107510589698845,0,0.755445054647403,0,0,0,0,0,0.0246928562485042,0.0874648588252036,0,0,0,0.0270251195987688,0,0.0181629830187197,0,0,0,0,0,0,0,0,0,0,0.0580032976538652,0,0.00743644708562861,0,0,0,0,0,0,0.0159187920419757,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.892766623142796,0,0,0,-0.00690115379193939,0,0,0,0,0,0,0,0,0.0123613251254033,0,0,0,0.0363092829102328,0.0978685298158574,0,0,0,0,0,0,0,0,0.0349822451259427,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.168578567960426,0,0,0,0,0.0178476658385651,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,-0.027559209746788,0.301708131479555,0,0.268563944959841,0,0,0,0,0,0,0.437181291532872,0,0,0,0,0,0,0,0,-0.0751052243301664,0,0,0,0,0,0,0,0,0.0358070540077014,0,0,0,0,0,0,0,0,0.129207109486633,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0.333933809883509,0,0,0,0,0.0775057553631868,0,0,0,0,0,0.0209518389591173,0,0.0309647336049982,0.13808325466661,0,0,0,0,0,0,0,0,0,0,0.1167601122776,0.159357256764483,0.0399704806426824,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345814331546578,0,0,0.0551784862757992,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0201338428833037,0.338805728532548,0,0,0,0,0,0,0,0,0,0,0,0,0.285377773830922,-0.0493462031141174,0,0,0.102276589844265,0,0,0.0108459840128059,0.0750497550733003,0,0,0.069399340285916,0,0,0,0,0.00850685387613814,0,0,0.0447880822599597,0,0.0942325351387444,0,-0.00731288145560225,0,0,0,0.224999590748001,0
X601988.CH.EQUITY,0,0,0,0.0644054853939389,0,0.00941538179469644,0,0,-0.0552968445601997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0728392818845478,0,0,0,0,0,0,-0.0241137449042621,0,0,0,0,0,0,0,0,0,0,0.000222280061268519,-0.134336040716145,0,0.9995131850693,0,0.000797934395517778
X5.HK.EQUITY,0,0,0,0,0,0,-0.0023082591087265,0,0,0,0,0,0,0,0,0,0,0,-0.16052503964873,0,8.67361737988404e-19,0,0,0,0.164787402478778,0,0.359795534656278,0,0,0,0,0,0,0,0,0,0,0,0.00866079510675806,-0.0222011136452336,0,0,0,0.277642671370026,0.13201767829928,0,0,0,0,-0.320056081754918,0
X388.HK.EQUITY,0,0,0,0,0.222995417783148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127153437206006,0,0.256049737985324,0,0,0.115427850447357,-0.008754934603111,0,0,0,0,0,0,0.111233139919981,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.177387495116108,0,0,0.28177528482161
