,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.130181446123611,0,0,0,0,0,0.0260842504463293,0,0,0,0.136488836518089,0,0,0,0.458227471646136,0,0,0,0,-0.00120776463088347,0,0,0,0,0,0,0,0,-0.145934121996101,0.461294564816807,0,0,0,0,0,0,0,0,0,0.0790360102367273
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.145591709126981,0,0,0,0,0,0,0,0.100523574639699,0,0.0632776758848105,0.0552506093879645,0,0,0,0,0,0.107694469989027,0,0.00454274878459053,0,0,0,0,0,0,0,0.164724833652024,0,0,0,0.275899576096084,0,0,0,0,0.00915146087858156,0,0,0,0,0
X601939.CH.EQUITY,0.262348403971493,0,0,0,0,0,0,0,0,0.0274322081992479,0,0,0,0,0,-0.0263361112865101,-0.0911501281902258,0,0,0.180464361649367,0,0.135582943583075,0,0,0,-0.153088337431713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.474048022904269,0,0,0,0,0,0,0,0,0.118951409296674
X601288.CH.EQUITY,0,0,0,0,-0.0934118558809887,0,6.93889390390723e-18,0,0.13521771166403,0,0.253838675381556,0,0.0168264784126772,0.363393613151368,0,-0.0992953808509369,0,0,0,0,-0.0908290549872056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,-1.38777878078145e-17,0,0
X5.HK.EQUITY,0,0,0,0,0,0.1187148458918,0.398578694531915,0,0,0,0.0106542260459903,0,0,0.135073127073777,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.165960845417531,0,0,0,0,0,0,0,0,0.102214023893031,0,0,0.252756161419965,0,0,0,0,0.0768553650098975,-0.120597924561948,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.188953121796044,0,0.0845564834232689,0,0,0,0.148641461806059,0,0,0.160973609409819,0,0,0,0.059484458493194,0,-0.0462273435764677,-0.0333968297371336,0,0,0,0.0339408873704231,0,0,0,0,0,-0.234569909822936,0,0.181524071276242,0,0,0,0,0,0,0,0,0,0,0,-0.000675570732150829,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.232605496914114,0,0,0,0,0,0,0,0,0,0,0,0,0.0715338396678974,0.0690289276715302,0,0,0,0,0,0,0.134941589089455,0,0.133570250286668,0,0.0969905638264846,0,0,0,0,0,0,0.252721637889668,0,0,0,0,0,0,-0.0480666943443913,1.73472347597681e-18,0,0,0,0,0
X600036.CH.EQUITY,0,0.215705396896896,-0.0347176439264307,0,0,0,-0.0624188835118125,0,0,0.340699098212071,0,0,0,0,0.0797114869903485,0.10182112229366,0,0,0,0,0.290070922859919,0,0,0,0,0,0,-0.0337306784490385,0.170529362808713,0,0,0,0,-0.186553887629184,0,0,0,-0.139961731694872,0,-0.0429560454031125,0,0,0,0.328649780867355,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.200275769962277,0.0154418873520339,0.0937467881931842,0,0,0,0,0,0,0,0,0,0,0,0,0.237259199219637,0,0,0,0,0,0.0999768489297485,0,0,0,0,0,0,0,0,0,0,0,0.182201390901717,0,0,0,0,0,0,0,0.0278793623681738,0.0903750103869421,0.057181136368646,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0272765669987954,0,0,0,0,0.756050423613723,0,0,0,0,0.000809953822276911,0.0456979387788949,0,0,0,0,0,0,0.113929375900961,0,0,0.00268996962174138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183391746733324,0,-0.220085501173303,0,0,0,0
