,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X300059.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.2546320931608,0,0.053854962485074,0,0,0.305141480065567,0,0,0,0.132371398843153,0,0,0,0.0419943168861244,0,0,0,0,0,0,0,0,0.124155205277675,0,0.0211844494406691,0,0,0,0,0.0254028428573694,0,0,0,0,0,0.119205723168138,0,0,0,0,0,0,0,0,0,0,-0.0106534834682227,0,0
X601318.CH.EQUITY,0,0,0.245645977219768,0,0,0,0,0,0.0732332665461534,0,0.0597737184978093,0,0.0377971385156469,0,0.181286417162714,0,0,0,0,0,0,0.0720174420775109,0,0,0,0,0,0.153700731010406,0,0,0,0,0,0,0.0377283142036055,0.0180169019053383,0,0,0,0,0.0803700003106751,0,0,0,0,0,0,0.00760546403939548,0,0,0
X601939.CH.EQUITY,0.38672158552378,0.0829211778584781,0,0,0,0,0,0.00684408158937617,0,0,0,0,0,0,0,0,0.145590462460712,0.255114127666658,0,-0.110066354366097,0,0,0,0,0,0,0,0.136907963508304,0,0,0,0,0.322411313403583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00767732455952398
X601288.CH.EQUITY,0,0,0,0,0,0,0.0424223214459459,0.480987238099331,0,-0.0713385261408058,0,0.0906331201999502,0,0,0,0,0,0,0,0,0,0.0181227641002624,0.0264045340908257,0,0.129415253386261,0,0,0.109469189631084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130729433879681,0.0680475923384453,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.250599226501577,0,0.00273725732509384,0,0,0,-0.0118799411359482,0.193076957539636,0,0,0.120729875637833,0,0.0837028329836318,0,0,0,0,0,0.446250621235516,0,0,0.0817605681019158,0,0,0,0,0,0,0,0,0,0,0,0,0.0190299142125355,0,0,0,0,0,0,0,0,0,0,0.120722303095207
X1299.HK.EQUITY,0,0,0,-0.0891237131864351,0,0,0,0,0,0.180972722915012,0,-0.0511226756039937,0,0,0,0,0,0,0,0,0.046867293348814,0,0.154425648613954,0,0,0,0,0,0,0,0,0,0.105737906436867,0,0,0,0,0.148274557380067,0,0.134911654428556,0,-1.73472347597681e-18,0.114553111286031,0.0447394992691403,0,0,0,0,0.204747396069301,0,0
X601628.CH.EQUITY,0.131308456589186,0,0,0,0,0,0,0,0,0,0,0,-0.038910948702828,0,0,-0.200012354553206,0,0,0,0.165653851363184,0,0,0,0.0109642514156039,0,0,-0.113572257567304,0,0,0,-0.00463471245525401,0,0,0,0,0,0.586582832263498,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.0576469190781899
X601988.CH.EQUITY,0,0,0.0746516157366483,0.49064636686027,0,0,0,0,0,0.0748659373216306,0,0,0.117105882444957,0,-0.0108494391177534,0,0.151438759426537,0,0.0164770590703134,0,0,0,0.0545374860148832,0,0.0331683173293702,0,0.0211216743556425,0,0,0,0.055804808541139,0,0,0,0,0.0305560388728221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.237435255054528,0,0,0,0,0,0,0,-0.0841226449918464,0,0.12710848712786,0,0,0,0,0,0,0,-0.182747324626751,0,0,0.0730540884791787,-0.0103941813995437,0,0.259273933122429,0,0,0,0,0,0,0.0237959198390363,0,0,0,0,0,0,0,0,0.206756746501648,0,0.135663406272551,0,0,0,0,0,0,-0.198219560827976
X388.HK.EQUITY,0,0,0,0,-0.298274837210671,0.27028862502109,-0.0314148149344029,0,0,0,0,0,0,0,0,0,0,0,0.279370575615002,0.322960360566511,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,-0.0835312109186658,0,0,0,0,0,0.116918401326956,0,0,0,0,0,0,0.0438784661098264,0,0,0,0,0
