,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601818.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0.455597342387971,-0.0180327458695188,0.193251743833242,0.0179249083627668,0,0,-0.10587599361379,0,0,0,0,0,0,0,0,0,0,-0.0537794203177306,0,0,0,0,0,0,0,0,0.00316685641828036,0,0,0,0.223477596207535,0,0,0,0,0,0,0,0,0,0.0138228177380464,0.361596084301498,0,-0.0499922514980704,0,0,0,-0.0287662444931162
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.010867356313862,0,0,0,0,0,0.169032059288127,0,0,0,0.351701398762274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198508064253426,0,0.0468769930764566,0,0,0,0,0,0,0,0,0,0,0,0.00387388055039752,0.173847916391256
X601939.CH.EQUITY,0,0,0,0.701619122874861,0,0,0,0,0,0.0685529953761679,0,0.277725081561084,0,-0.0347122229004701,0,0.0344590680022418,0,-8.67361737988404e-19,0,0,0,0,0.0357017870862516,0,0,0.00224042165778984,0,0,0,0.00329291035676062,0,0,0,0,0,0.0421889930319485,0,0,0,0,0,0,0,-0.0271399702790277,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.129431521046327,0,0.865673169985114,0,0,0,0,-0.0670182048596383,0,0,0,0,0,0,0,0,0.00491390261920189,0,0,0,0.0445358697433478,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0673413401918682,0,0,0,0,0,0,0,-0.124252756145003,0,0,0,0,0,0,0,-0.0693329709325227
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0898532906297254,0.179822169653305,0,0,0,0,0,0,0,0.0597034117145544,0,0,0,0.0927649175334334,0,0.0360527372159103,0,0,0,0,0,0,0.165793019300726,0,0,0.280120663393639,0,0,0,0,0,0,0,0,0,0,0,0.0215963546689756,0.0557739326612051,0,0,0
X600036.CH.EQUITY,0.241855138745668,0.0429046199652718,0.222412112594661,0,0,0,0,0,0,0,0,0,0,0,0,0.187765653988845,0,0.0187805928749376,0,0,0,0,0,0,0,0,0,0,0,0.215059207213162,0,0,0,0,0,0,0,0,0,0,0,0.00974392519403631,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.00817700199042955,0,0,0,-0.0667433104902037,0.0859407860274957,0,0,0,0,0,0,0,0,0,0.115587128776461,0,0,0,0,0.0261676268318403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88702477299403,0,0
X1299.HK.EQUITY,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.129946149734966,0,0,0,0.0323941215095893,-0.0572946082411209,0,0,0,0,0,-0.133256784658682,0.295178334587083,0,0,0,0,0,0,0.0482036453196641,0,-0.14030741536193,0,0,0,0,0,0.0690590931407623,0.0455303952230326,0,0,0.0731576527389299,0,0,0.255006681495412,-0.0253554306292323,0,-0.00240775789912109,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.177890184348827,0,0,0,0,0,-0.0240812018161024,0,0,0,0,0,0,0.0276060690335071,0.303406379812359,0,0,0,0.0764462608019013,0,0,0,-0.183922010119342,0,0,0.0577946339289376,0,0,0.0770902599369152,0,0,0.320392712704324,0.110675184508973,0,0.0345219724889599,0,0,0.0321972103740153,0
X388.HK.EQUITY,0,0.00575749216313251,0,0,0.153164683475846,0,0,0.125954833520407,0,0,0,0,0,0,0,0.0308252731101606,0,0,0,0,0.096228177201918,0.385729225648129,0,0,0.120312239073836,0,0,0,0,0,0,0,0,0,0,0,0,0.115495437666102,0.195673375608853,0,0,0,-0.22184034902121,0,0,0,0,0,0,0,0.0711974973202577
X600030.CH.EQUITY,0,0,0,0,0.0196954995714145,0,0,0,0,0.0534354552745444,0,0,0,0.447464561186468,0,0,0.00400357936387518,0,0,0.0736603515932804,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.00748146919913409,0.0648571088485842,0,-1.0842021724855e-19,0,0,0,0.236233887182923,0,0,-0.0231428977878663,0,0,0,0,0,0.231708917376495,0,0,0
X601658.CH.Equity,0.130818302622375,0.0300421437825578,0.300469374717931,0.0254922062500065,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0314660726860102,0,0,0,0,0,0,0,0.17502341655022,0,0,0,0,0,0.157815641084797,0,0,0.0296167305590152,0,0,0.017701136836638,-0.0469351325547625,0,0,0,0,0.083681475446559,0,0,0,0.0773560352527601,0
X601166.CH.EQUITY,0,0,0,0.0485852448987603,0,0,0.122124128624724,0,0,0,0,0,0,0,0.0106995768380167,0.0713467261375306,0,0,0,0,0,0.0916912489778704,0.0575098540797635,0.414180981055383,0,0,0,0,0,0,0,0,0,0.0158739573198957,0,0,0,0,0,0,0,0,0,0,0.0171195993755525,0,0,0,0.229580463263514,0,0
X601066.CH.EQUITY,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.642605534560677,0,0,0,0.0332716405850471,0,0,0,0,0,0.00179395927153953,0,0,0,0,0,0,-0.0104183020914068,0,0,0,0,0,-0.0627299043780475,0.00404121560437297,0,0,0,0.163559729532723,0,0,0.0466179901211763,0,0.0169628452537845,0,0.00335047114979703,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0.158656992916335,-0.211686576989315,0,0,0,0.381046006086867,1.73472347597681e-18,0,0,0.177677725684256,0.334275957033159,0,0,0,0,0,0,0.0293050897393703,0.0282584252799567,0,0,0,0,-0.0739104157836843,0,0.152011676772045,-0.0331932288103769,-0.222370453121792,0,-0.00686538527202888,0,0,0,0,0,0,0,0,0,0,0.063783179039336,0,0,0,0,0,0,0.0331083442621696
X000001.CH.EQUITY,0,0,0,0,0,0.42394302789879,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.116449749650257,0.0535507018181825,0,0,0,0,0,0.171823673077031,0,-0.205630863377316,0.2776889923568,0,0,0,0.00143315983333375,0,0,0,0,0.129444134272742,0,0,0,0.0328154601649582,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.313140441488282,0,0.0483617829758693,0,0,0,0,0,0,0,0.0491974681463859,0,0,0,0,0,0,0.128782087861349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0674965771527037,0,0,0,0,0,0.0468058399788948,0,0,0,0,0,0
X600000.CH.EQUITY,0.277585307528386,0,0,0,0,0,0,0,0,0,0,0.36976249421403,0,0,-0.0195941372147754,0,0,0,0,0,0.0641954416109116,0,0,0,0,0.0721617373728365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690541282484445,0,0,0,0,0,0,0.2418691852401,0
X601601.CH.EQUITY,0,0.445607664042864,0,0,0.155407295607395,0,0,-0.0504030231713622,0,0,0,0,0.112589003152177,0,0,0,0,0,0,0.287731160641595,0,-6.93889390390723e-18,0,0,0,0,0,0,-0.102135726006105,0,0,0,0.0204248635327911,0,0,0.151557764711856,0,0.00971022565141908,0,0,0,0,0.0465680815623484,0,0,0,0,-0.0609932078336698,0,0,0
X601319.CH.EQUITY,0,0,0,0.0736726043277869,0,0,0,0,0,0,0,0.0282917002986121,0,0,0.0782711258178271,0.35428428709823,0,0,0.069996309953445,0,0,0,0,0,0,0,0,0.0660503185916468,-0.0199605084657195,-0.037911454612185,0,0,0,0,0,0,0,0,0,0,0,-0.0287209145200962,0,0,0.0836945829267719,0.266996129597351,-0.0163113538955502,0,0,0,-0.0762339324123905
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.01904853817267,-0.00928676660755571,0,0,-0.0243054748504677,0,0,0,0,0,0,0,0,-0.168755687971609,0,0,0,0,0,0,0,0.366398321933355,0,0,0,0,0,0,0,0,0,0.0850348152079822,0.241950707630086,0.0112558612053653,0,0,-0.0711036439384684,0.283955165895847,6.93889390390723e-18,0,0,0
X1109.HK.EQUITY,0,0,0,0,0.159908223500749,0,0.0561782411217622,0.164618928488531,0,0.148505366919337,0,0,0,0.0428793240464158,0,0,0,0,0,0,0.115983437187253,0,0,0,0,0,0,0,0.167356061846594,0,0.0925906258668322,0,0,0,0,0,0,0.0970550464078332,0.0674624517029357,0,0,0,0,0,-0.133672133103414,0.0820862514546636,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.136922579495177,0,0,0,0.0220951178001206,0,0,0,0,0.102392319609195,0,0,-0.147605475791627,0.0596253078503182,0,0.0929329763831416,0,0.300587935776492,0,0,0,0,0,0,0,0,-0.161600825225836,0,0,0,0,0,0,0.434066731356031,0.019373802504192,0,0,0,-0.153938105342982
X601998.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0426241280214029,0,0,0,0,0.251479008639582,0.0689069126987345,0.107737413248274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138256757224115,0.0341587570362961,0,0,0.0501599234154205,0,0,0.580127351514392,0,0
X300059.CH.EQUITY,0,0,0,0.0303169687224392,0,0,0,0,0,0.077589011708558,0,0,0,0,0,0,0,0,0,0,-0.0284779853487646,0,-0.0594444984479097,0,0,0,0,0,0.0053177435389641,0,0,0.576303498649558,0,0,0,0,0,-0.0236146193423848,0.0562406078202952,0,0,0,0,0,0,0,0,0.135196440231295,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0.0644685639837151,0,0,0,0,-0.136240492315516,0,0,0,0.148349363660964,0,0,0.097402645100814,-0.283418752045347,0,0,0,0,0.201103931316537,-0.0622860838710396,-0.223860876307366,0,0,0,0,0.173089925830339,0,0,0,0.158881372239881,0,0,0,0,0,0,0,0,0,0,0,0.0408756814592078,-0.179708435366216
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0.411759527581894,0,0,-0.23355408859005,0,0.136698853474923,0,0.28602170813867,0,0,0,-0.167224468755463,0,0.0662272404495475,0,0,0,0.225899136540109,0,0,0,0.014864521767213,0,0,0,0,0,0,0,0.108944404141485,0,0,0,0,-0.00602240398796564,6.93889390390723e-18,0,0,0,0,0,0.0853916128978514,0.0548099426437831
X600048.CH.EQUITY,0,0.130934968843312,0,0,0,0,0,0,0,0,0,0,0,0,0.605249001238195,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206385562001116,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0512726826802327,0.0810993136165972,0,0,0,0,0,0,0
X2007.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0755650556131346,0,0,0,0,-0.109866968757004,0.0757782565865746,0,0,0,0,0.10718604949233,0,0,0.368049170589008,0,0,0,0,0,-0.0957320191589126,0.634100212647981,0,0,0,0,0.0594325598573326,0,0,0,0,0,0,0,0.282244092884982
X002142.CH.EQUITY,0,0,0,0,0,0.814031110563659,0,-0.192621418912902,0,0,0,0,-0.00172070256167202,0,0.0824274927227527,0,0,0,0,0,0,0,0.162027599469999,0,0,0,0,0,0,0,0.0287196994784218,0,0,0,0,0.0595104907259316,0,-0.146827460431704,0.243805035918091,-0.187779061918017,0,0,0.0820473501148666,0,0,0,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0.0498222888338391,0,0,0,0,0,-0.0241305176014572,0,0,0,0,0,0,0,0.368600277191688,0.152047205711551,0,0,0,0,0,0,0.273232661502104,0,0,0,0,0,0,-0.213862451112239,0,0.266474793515529,0,0,0,0,0,0,0,-0.00710166233607775,0,-0.0170638452543063,0,0,0
X601688.CH.EQUITY,0.101451482565755,0,0,0,0.0186994174517278,0,0,0,0,0.0280161386486841,0.297044764716464,0,0,0,0,0,0,0,0.0823300494745404,0,0.132130525106212,0,0,-4.33680868994202e-19,0.25039322818787,0,0,0,0,0,0,0,0,0,0.0389771562783968,0,0.141356217699962,0,0,0.110521185015148,0.065944004913747,0,0,0,0,0.0265682666386344,-0.0107917667277368,0,0,0,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0516355160791452,0,0,0,0,-0.289315656512039,0,0,0,0,0,0.0585174308456462,0,0,0,0.107063646967781,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.448874398300453,0,0,0.0519008731321187,0,0,0,0,0,0,0,0,0,0.15741005106409,0,0,0.0422422612070206
X601818.CH.EQUITY,0.149410503624546,0.0536005185399895,0,0.0136456310498128,0,0,0,0,0,0,0,0.147732196152624,0.270393509909933,0,0.0638770314294246,0,0,0,0.0701450316621981,0.14121185653617,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0198450809395815,0,0,0,0,0,0,0,0,0.0250280289193402,0,0,0,0,0,0
