,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.360920613750347,0,0.308945826174806,0,0,0,0,0,0.0476952207185126,0,0,0,0,0.0514747095017012,0,0,0,0,-0.0444557313040788,0,0,0,0,0,0,0,0.0431147306959628,0,0,0,0,0,0,0,0,0,0,0,0,0.0900647928287654,0,0,0,0,0,0.058797763302339,0,0,0,0
X601318.CH.EQUITY,0.128382853700654,0,0,0,0,0,0,0,0.169240174554718,0,0,0,0,0,0,0,0.18586350187977,0.0151352239836586,0,0,0,0,0,0,0.070534730814151,0,0,0,0,0,-0.0407606425738618,0.12923959506694,0,0,0,8.67361737988404e-19,0.141950670994136,0,0,0,0,0,0.0422902653747934,0,0.0710670269338854,0,0,0,0.130391485530613,0,0
X601939.CH.EQUITY,0,0,0,0.283394363854553,0,0.0676911635942134,0,0,0,0,0,0,0,0.459188623879144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.0732386926624197,0,0,0.0127555369305125,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.355194922005497,0,0.0068944372588165,0,0,0.502559146338437,0.022975040717496,0,0,0,0,0,0,0,0.0332213156929247,0,0,0,0,0,0,-0.0349907523389256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012561270698126,0,0,0,0,0.092212391421705,0,0.0029663172149539,0.00679741233109489,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.0940995784641755,0,0,0,0,0,0,0,0,0,0.142404392004059,0,0,0,0,0,0,0,0,0,0.0915632001055348,0.22984786483292,0,0,0.255187244844687,0,0,0.0904071711096297,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0555147955796001,-0.0213763067776603
X601988.CH.EQUITY,0.408419859501053,0,0.0659386160928093,0,0,0,0,0,0.0417376447110594,0,0,0,0,0,0,0,0,0.0874754558139328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161211105989945,0,0,0,0.0309797119802112,0,0,0,0,0,0,0,0,0,0,0.202593522262657,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.190256382589091,0,0,0,0.288001727098548,0.0926635169918688,0,0,0,0.129387137061257,0,0,0,0,0,0,0,0,0,0,0.0442966976381015,0,0.113188347558776,0,0.0422946053499178,0,0,0,0,0.0021412605486412,0,0,0,0,0,0,0,0,0,0,0,0,0.0359630032385389,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.10105537427117,0,0,0,0,0,0,0,0.425037204933462,0,0,0.133200146666666,0,0.131527867547969,0,0,0,0,0,0,0,0,0.241846605346099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.192209221943608,0,0,0,0,0.15748458834198,0,0,0,0,0,0.0192299547698194,0,0,0,0,0,-0.0163164026240617,0,0.208760197283832,0,0,0,0,0,0,0,0,0,0.0768988612599753,0,0,0,0,0,0,0.0464060674491263,0,0.0570165927284734,0,0,0,0,0,0,0,0,0,0.112227663608955,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,-0.292921278114651,0,0.222137647523817,0,-0.228817089970789,-0.118222502962984,0,0,0,0,0,0,0,1.01533384902116,0,0,0,0,0,0,0.167282756851667,0,0,0,-0.0835591144835441,0,0,0,0,0,-1.08523493915977,1.73472347597681e-18,0,0,0.00535097994129161,0.943716275143,-0.214181766975023,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.621435796339899,0,0,0,0,0,0,0,0,0,0.0424888310193159,0,0,0,0,0,0,0,0.0253162586090613,0,0,0,0,0,0,0,0,0,0.204643646826774,0.0387662950413373,4.33680868994202e-19,0,0,0,0.043071598287247,0,0,0
X601166.CH.EQUITY,0,0,8.67361737988404e-19,0,0,0,0.321075086510229,0,0,0,0,0,0,0,0,0,0.142143642070695,0,0,0,0,0,0,0.0286362844433709,1.73472347597681e-18,0.141264732549562,0,0,6.93889390390723e-18,0.251964763968206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107825724764844,0,0,0,0,0
X000002.CH.EQUITY,0.2136881171436,0,0,0,0,0,0,0,0,0.00855475371700369,0.0307439032950207,0,0,0,0,0,0.0143793561086632,0,0.0156471034460672,0,0,0,0,0,0,0,0,0,0,0,0.517885157453784,0.0119884994444617,0,0,0,0,0,0,0.191094623186982,0,0,0,0,0,-0.181218015770673,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0.0286635324099336,0,0.417006928951938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375544295804717,0,0,0,0.0968503113304,0.0849941271168564,0.0300843089728665,0
X388.HK.EQUITY,0,0,0,0.0615648737448747,0.0459867632028046,0,0,0.141935416426834,0,0,0,0,0,0,0,0.0825710505127156,0,0,0,0,0,0.0641464626695319,0.316372671913335,0,0,0,0.053177254182831,0,0,0,0.0125279886427406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
